,BTC,ETH,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0277051114179442,0,0.684882580935321,0,0.0635662621448895,0,0,0.064458181808789,0.0432122307154456,0,0,0,0,0
ETH,0,0,0,0,-0.140184775853293,0,0,0,-0.0245533785331035,0.0637478880099056,0,0,0,0,0.0980184201400096
XRP,0,0,0,0,0,0,0.299030327899012,-0.161684776271131,0.0523189915458404,0.0816705848770854,0,0,0,0,0.0190486163682614
LTC,0.727749452913098,0,0.0266187234277176,0,0.0388069981276381,0,0.00356744306640661,0,0,0,0,0,0,0,0
DOGE,0,0,0.235861076602008,1.11844402331872,0,0,0.976408982087795,0,-0.0588753049998104,-0.238092755330317,0,0,0,0,0.241227474244029
DASH,0.469710126610768,-0.139429634303406,0.179517447491749,0,0.0346883924065382,0,-0.32149570489829,-0.471163639536992,-0.0372918582371605,0.0529075539543038,0,0,0,0,-0.0234087066874408
XLM,0,0,0,0,0.334472611232767,-0.189494905563299,0,0,0.10403192681578,0.101854041007459,-0.470143370353255,0,0,0,-0.159708671723612
XMR,0.333682694097481,0,0,0,0.1079903482094,-0.142339459618534,0,0,-0.031433199637785,0.0921063640474649,0,0,0,0,0
XEM,0,0.103918921594398,0.600879379410479,0.20776268318766,0,-0.114313724730165,0,0,0,0,0,-3.24509746691647,0,0,0.0282735296567261
DGB,0.434062542163988,0.0553862174829194,0,0.791966987743586,-0.419414046792562,0.0701913566488962,0,0.105025630132255,0.227337503881545,0,-1.20766148341745,0,0,0,0.100131366587038
BV010082.INDEX,0,-0.0210166585141079,-0.00141291979465047,0.0226918177856827,0.0248511516399856,0,0,0,0.024872799110125,0.0000000000000000000033881317890172,0,-0.230027798664327,0,0,-0.0542751125658639
CVIX.INDEX,0.0155296522080173,-0.0173797554840635,0,0,-0.00825602170917728,-0.0581508298702329,0,0.0512840596226388,-0.0404345597014825,0,0,0,0,0,0.0956178014881429
DXY.INDEX,-0.0392482772714126,0.00248950319761435,-0.0208141928416765,0,-0.0086305776510108,0.0217529730102285,0.049543555380876,0.0279104614026279,-0.012565846556432,-0.0187014082468061,0,0,0,0,-0.0157220636517357
SPX.INDEX,0,0,0,0,0.00180051849480352,0,0,0,0,0,0,0,0,0,-0.128416714230367
VIX.INDEX,0,0,0.223833046625998,0,0.00000000000000000173472347597681,0.132303629788995,0,-0.125548803270408,-0.156323913159713,0.08838595585681,0,0,0,-4.59410561958144,0
