,BTC,ETH,XRP,LTC,DASH,ETC,XEM,XMR,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.200445427404514,0,-0.071567298342894,0.197645237955408,0.297974500540702,0.122917907541313,0.21480817575743,-0.219398293400817,0.0502644057460582,0.252976155415998,-0.188487772199054,0.086473255352599,0,0,0,0,0
ETH,0,0,0,-0.07500251955533,0,0.278531855344743,0,0.80285678664961,-0.126216064212281,0,0.162031730835233,-0.0834050193794657,0,0,0,0,0,0
XRP,0,0.0563116106272931,0,-0.0154865145719147,-0.173993866132282,0,0,0,0,0,0.842849907479746,0,-0.296160774984154,0,0,0,0,0
LTC,0,0,-0.00730631317607857,0,0.114446033185183,0.0627235955452663,0,0,0,0.385592539016989,0.0110403642102571,0,0.121155668126357,0.728976408287645,0,0,0,0
DASH,-0.118729766050466,0,-0.0150886338123679,0,0,0.139920694512597,0.0799828034248756,0,0.108494438966592,0,-0.182461022838054,0,0.0765386813049951,0,0.37966181659722,0,0,0
ETC,0,0.238355472409934,-0.0269833187901044,0.243907475614747,0.0790629092364018,0,0,0,0.0692099961365609,0.0477503200311026,0,-0.103958366668512,0.0867437648772165,-0.397704435711307,0,0,0,0.0205003628227408
XEM,0,0.16673215489768,0.0801320904740525,-0.0238798832909075,0.139751733042764,0,0,0,0,-0.273618443928934,0,0.269741784083636,0.332680590778594,0,0,0,0,-0.440629200008308
XMR,0.29857153510191,0.271498847397802,0.0270136409288962,-0.08166871755699,0,-0.115439176717083,0.0541827489608068,0,0.100200765183191,-0.0820706551322349,-0.0246052345930559,0,0,0,0,0,0,0
ZEC,-0.0973722493809996,0,0,-0.0937453804050925,0.313024506680274,0,-0.0605745500115811,0.155807300452726,0,0.305845665717158,0,0.103030692526623,0,0,0.246252087236679,0,0,0
DOGE,0.133008939079171,0.187645933488639,0,0.293610928312055,0.0126729135369068,-0.182504260483595,-0.141037429390521,0,0.375460955833905,0,0.266969824960535,0.084408358428036,0.110469324462104,0.262922329220176,0,0,0,0.181064639849305
XLM,0.409584803605533,0.0663857471447271,0.329847547827579,0.192479334549212,-0.000244797871294432,0.0134890927932715,0,0.0012939769552289,0,0.389338002979931,0,0,0.0738005153171477,0,0,0,0,-0.125952117438949
NEO,0,-0.139672028661927,-0.0202108951578192,0,0.206938521052743,0,0,-0.0805515798282614,0.266292280841865,0.07367107793901,0.0638084988351869,0,0,0,0,0,0,0.0614968155405047
DGB,0.212655900713281,0.0647259730898125,-0.0316212442671074,0,0,0,0.0506704736870161,0,0,0,0,0.183390867186771,0,0,0,0,0,0
BV010082.INDEX,0.0637325931374289,0,0,0,0,-0.0573549584679294,0,0,0,0,0,-0.00384981887676371,0.0241671233095529,0,0,0,0,-0.0645905878514183
CVIX.INDEX,0.259831593784313,0,0,0.133961271518242,-0.0237331618725561,-0.175186155872059,-0.120000921311954,0.170136777153926,0.151264281646086,0.0162736248210383,0,0,0.0297385271637398,0,0,0,0,0.242966417738499
DXY.INDEX,0.0218092770573896,0.00444192923851775,0,0,-0.0047580959037525,0,-0.0065457405842107,0,0,0,0.00368967540521953,0,-0.00311987279005643,0.0822718094349956,0,0,0,0.0279558222905266
SPX.INDEX,0,0.0102163882710447,0,0.00400733281654803,-0.00290509651364435,0,0,0,-0.00349005561682736,0,0.00411473696496579,0,0,0,0,0,0,-0.0347699539623259
VIX.INDEX,0,0,0.144872389867216,-0.0723716320275392,0.0649426847500283,0,-0.177953576208204,-0.235397271105862,-0.0849363316408677,0.132862788431076,-0.377510637667235,0.078358063821197,0.138287149560873,-0.853197792999934,0,0,-1.48623002660537,0
