,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.103556477982546,0,0.159714673563239,0.0324432772370621,0.018835000039105,0.044266196596599,0.00451250370630304,0,0,0.0378759799359461,-0.0186127364748507,0,0,0,-0.0648159367706951
ETH,0.446873968760468,0,0,0,0.0405430338863096,0.0189126187945581,0,-0.108060593208669,0,0,-0.0567351149469226,0.397596535514462,0,0,0,0.0922021795846472
XRP,0,-0.103894920775844,0,0,-0.0463900289217291,0.0588957890128353,0.175205262053507,0.187132612415967,0.16340040426942,0.391796797222734,0.187803371671811,-0.40848257733431,0,0,0,0.162813657219677
LTC,0.686103745534978,-0.0752503311568075,-0.00345041496676451,0,0.0780162357551324,0.00427196687506754,0,0,-0.000000000000000000433680868994202,0.0241116053383804,-0.020151408553504,0,0.114066056956074,0,0,0.0141648238302456
ETC,-1.20501660965762,-0.0213256618961897,0.282776754455136,0.991544668808729,0,-0.0567239620262634,0.438022858057359,-0.0275850551056682,-0.920507791435773,0.154972217711052,0.219662885847357,0,-0.757065300706123,0,0,-0.266672025402547
XMR,0,0.837262848946681,-0.0210634869018098,0,0,0,0.49473348566024,0,0,0,0,0,0,0,0,0
DASH,-0.289732710886051,-0.182477727979206,-0.0864228873352369,0,0,0.0298730081659761,0,0.0532094106595586,-0.111744160205454,0.0628404969888862,-0.187652718804018,-0.135667454165693,0.663313180979448,0,0,-0.258764444306645
XEM,0.304629334966349,0.0601969866907463,0.188859056979219,-0.765175339642219,0.0845055220667149,-0.0198478040248751,0.2044727212723,0,0,-0.18515811588692,0.0759840450150966,0,0,0,0,-0.0730876669012435
DOGE,0,0,0.145494664008048,0,0,-0.177049917616834,0.173348792377927,0,0,0,0,0,0,0,0,0.0351698159240712
XLM,-0.130035652438974,0,0.520760977444595,0,0,0.0133039264787743,0,-0.0440787056486965,0,0,0,0.385724790490836,0.52971866423438,0,0,0
DGB,-0.597630597697562,-0.0696227876741779,0.274168069417874,0,-0.124535160927447,0.019534700576825,-0.443427070648737,-0.138208380176072,0,-0.146457566188139,0,0,1.20800356304504,0,0.335293364902433,0
BV010082.INDEX,-0.128949755919,-0.0370661784035715,0,-0.204754848406734,-0.0440531001326771,0.0313721875081138,-0.00537334444654462,-0.1034629159832,-0.144387052665791,-0.0713993004188622,0,0,0,0.822874182693658,0,0.0237834127735118
CVIX.INDEX,0,0.0326850090511754,-0.018269295170345,0.0749862206574189,-0.0634854192372375,-0.016722526888563,0.0680779372558161,0.0343297798666438,0,0.0794472465780915,0.0628217421241877,-0.174500274758531,0,0,0,0.121065959048432
DXY.INDEX,0,0.0116507313438836,0.000170484266028654,0,-0.00209933274308918,0,0,-0.0103301585494879,0.0109756039537962,0.0149759078955025,-0.00152444956799807,0.101003533899995,0,0,0,-0.00102936733108438
SPX.INDEX,0,0.01185567701321,0.0220501647895397,0,-0.010184497128231,0.00439500455917276,0.00719811250738621,0,0,-0.0189911062344499,0,0,0,0,0,-0.066010643722651
VIX.INDEX,-0.757134239378361,0,0.0742706349570807,0,0.0627227685067976,0.0640746323170113,0.0726899336791908,-0.0350331534174585,0.402792922845266,-0.146988289846365,0.158943128845431,0,0.898929902025984,0,-7.27020225045138,0
