,BTC,LTC,XRP,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.157008740497636,0,0,0.079962585195532,0,0.0723799723134202,0.210284678859705,0.0246871530214177,0,-0.150833397128598,0,0,0,0
LTC,0.483106541838671,0,0.0793989181284896,-0.0157581264268655,0,0.310444255419388,0,0,-0.00472823545349505,0.00463759525286385,0.125800622621141,0.148181342385074,0,0,0.0666752179870691
XRP,1.00439845887824,-0.403075886391674,0,-0.110563373420171,0,0.990730228737939,0.51210592273909,-0.592984687663795,0.00971536718410811,-0.146686375463663,0,0.130898299070268,0,0,-0.139135313523971
ETH,0,-1.7857954324788,-0.137109582643249,0,-0.167398156975156,1.38208579079696,0.291831649881399,0.51540460091685,-0.0509283877325179,-0.255019659414619,0.188401621322161,0.0000000000000000138777878078145,3.38217555010363,0,0
DASH,-0.101396014197518,0.447049612962198,-0.120519890962505,0,0,0.341402715215103,-0.160093533497931,-0.0922732698523582,0.0419349327878502,0.10600033845547,0,0,-1.31615662120079,0,-0.219269996767577
DOGE,0,0.167417091262772,0.0997831446711,0.0458822404364062,0,0,0.00925546926378724,0.282472494982679,0.0120384274065851,-0.00202666887452783,0,0,0,0,0.0280961791150103
XLM,0,0,-0.0207614390014567,0.0679634952742652,0.13094334516993,0,0,0,-0.0384281759178208,0.143301187012989,0,0,0,0,0
XMR,0.666428131444763,0,-0.145551423917832,-0.100276920320605,0,0.38439010085721,0,0,0.003673075210209,-0.0786451186758834,-0.0561303495225668,0,0,0,0.0117718938516791
DGB,0,-0.601236036507701,0,0.104863489177905,0,0,1.07282536958065,0,0,0.390866174853483,0,0,0,0,-0.25513445443521
XEM,1.21759463493084,-1.47350200818526,0.0291760546125164,-0.154415868166864,-0.0000000000000000138777878078145,1.32265580129331,1.35008269749759,-0.319161175298757,0.141037582759441,0,0,0.0000000000000000138777878078145,5.49246710382029,0.475158516652168,-0.0771252939154231
BV010082.INDEX,0,0.207231977145824,0,0,0,0,0,0,0,0.0792645908854488,0,0,0,0,0
CVIX.INDEX,0,0.332032975066322,0,0,-0.0171580263974603,-0.180725415535331,-0.226981038844391,-0.230978431127838,0.00863711517709817,0.0679029045722325,0,0,0,0.409774363079337,0.0932267663502693
DXY.INDEX,0,0.0154372778900826,-0.0180784815249902,0.0107966273019976,0,-0.00693515888196104,-0.0372511000780621,0.0422192368514638,-0.0048584773664809,0.0138927756409906,0.0456702286049488,0,0,0,-0.0142554357534112
SPX.INDEX,0,0,-0.0454404772462177,0,0,0.0290005318103121,0,0,0.00564740170805099,-0.00340616494018034,0.0672142886733489,0,0,0,-0.149659388917188
VIX.INDEX,0,0,-0.236607361572265,0.0826149798961532,-0.255179552223357,0.140828745976647,0.390273805683226,0.200745185067568,0.106151896570104,-0.116886827451861,0.454937737573707,0,0,-4.88459482522113,0
