,BTC,ETH,XRP,LTC,ETC,XEM,DASH,MIOTA,XMR,ZEC,NEO,XLM,DOGE,DGB,BAT,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.177629889481401,0,0,0.110634414851923,0,0.0777601417520832,0.0367354402210718,-0.000808052642833904,0,0.0000807356259454389,0.0544172414511564,0.0579034125415361,0,0,0,0,0
ETH,0.140144809212784,0,-0.0631502068581501,0,0.126030421514716,0,0,0,0.105397792398498,0,0.0103664958675161,-0.0144576041926443,0.101207047384579,0,0.0789867170214263,0,0,0,0,0.0919848808372384
XRP,0,-0.246424034469371,0,0,-0.21721280898978,0.0000000000000000000542101086242752,0.329567970730756,0,0.13110060522565,0.0682255679396027,0,0.336268222288583,0,-0.0433031495140466,0,0,0,0,0,0.00491501905728554
LTC,0.491445595758528,-0.00917173867695335,-0.0190242088070774,0,0,0.0680848016521444,0,0,0.117376700638358,-0.0395634178358422,0.214005848498264,-0.0113152990893623,0.0996441069280261,0.0110753957604417,0,0,0,0,0,0
ETC,0,0.246086494096982,-0.0702693508798094,0.169699205840932,0,0,0.0789837222413988,0,0.133372922772729,0.0569635302038046,0.0328321085182391,0.0189605425291688,0,-0.0468302033979647,0,0,0,0,0,0
XEM,0.496905642038628,0.0212815804417736,0.203514350943789,0,0,0,0,-0.0794312481944585,0.0814811567950565,0,0.0703821937936445,-0.000000000000000000867361737988404,0.186941581907155,-0.0515739432612442,0.111785164102288,0,0,0,0,0
DASH,0,0.048875542890133,0.0451733505481806,0,0,0.0217487762685036,0,0,0.398515698814431,0,0.0533836441571838,0.0631911635785407,0.0257419431426564,0,0.0463517526324672,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0,-0.123093915719208,0.1528396538991,-0.214457322546735,0.179637196194795,0.63957241162542,0,0,0,-0.151884225878442,0.0747129013329263,0,0,0,0,0,0,0,0
ZEC,0,0,0,0,0,0,0,0,0.102697942003607,0,0.0903242356727888,-0.0150356736496796,0.20308158098895,0.00201419660280868,0,0,0,0,0,0
NEO,0,0.557950127243217,0.21193318287246,0.709437406480194,0.432131323621693,0,0.158887391753398,0,0,0.322671604254929,0,-0.0260667734674979,-0.157109669679831,0,0,0,0,0,0,0
XLM,-0.450725608627931,-0.0412091752900337,0.763485567742454,0,0.318136318796284,0,0,0,0.305080786685108,-0.118608461746829,0,0,0,0,0,0,0,0,0,0
DOGE,0,0.0979718965691672,0,0.108044320001879,0.0874581631057609,0.28284254969465,0,0,0,0.316892865869712,0.0354952005008439,0.181642129990641,0,0.0454878064036253,0,0,0,0,0,0
DGB,0.265242167267757,-0.439999567026666,0.359761865529644,-0.128197692489275,0,-0.117717325081515,0,0,0.656513473792079,-0.29240499974618,0.178658857057172,-0.298583159086456,0.509342316751906,0,0.377931402422741,0,0,0,0,-0.173457634955399
BAT,-0.35480154946369,0.0463893369976649,0.140258168493782,-0.110466082705901,-0.0421170099948025,0.131940309492354,-0.0385689169802664,0.72519196472225,0,0,-0.00390539311774798,0,0.0974389826383635,0.0409609794805679,0,0,0,0,0,0
BV010082.INDEX,0,0,0,-0.00856173333832596,0,-0.0342726907256963,0,0,0,0,0,0.0220784296536915,0,0.00784781982867899,0,0,0,0,0,0
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0.00758197302431009,0.0244871062271473,0,0,0,0,0,0,0
DXY.INDEX,0,0.0187995108569794,0.00933243705921169,0,0.00653582534338767,-0.0151149087181592,0,0,0,0,0,0.00287171451129603,0,-0.00298048450905032,0,0,0,0,0,0.0134777755722492
SPX.INDEX,0,0.000129511955579943,0,-0.000182543076983687,0.00115012631276436,-0.00397026454674185,0,0,0,0,0,0.0029094938816909,0.00203192221371543,0.000723024743791394,0,0.0110650688528915,0,0,0,-0.037453466797857
VIX.INDEX,0,0,0.0256169439409025,0,0.0438207684966417,0,0,0,-0.130282892842915,0,0,0.0888221554562662,0,0,0.0982970783280911,0,0,0,0,0
