,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0204573870637502,0.0821860535230368,0.0958564508751367,0.0483395459449451,0,0.0213526529107458,0,0.159794032173655,0,0,0,0,0
XRP,0,0,-0.0286197526333311,0,0.103807319368219,0.46787954698154,0,0,0,0,0.254307091965158,0,0,-0.0743139374371549
LTC,0.767089896862736,-0.100108053215,0,-1.6076952166443,0,0,0.45502107588769,-0.0821902309249148,0.699904108541985,0,1.23164378725133,0,0,0.0519800977616406
DASH,0,0.192763642525542,0.17937293153362,0,-0.0558367159800978,-0.0123336884718354,0.206623262644995,-0.0636482540968859,0.1943223441032,0,0,0,0,0.00000000000000000173472347597681
DOGE,0.413053564899817,-0.1077720289835,0,0,0,0.535481910525248,0,0,0.242907270278585,0,-0.000499125283463632,0,0,-0.162408374346388
XLM,0.93967682906312,0.335992009965742,0.0032299985923314,0,0.293680110798269,0,0,0,0,0,-0.0213859108898695,0,0,-0.0962809032269684
XMR,0,0,0.0441321623946369,0.434706337649466,0,-0.138682923252991,0,0.15255098895233,0,0,0,0,0,-0.121432518070732
XEM,0,0,0,0.184673662181565,0.147638208686193,0.182234008459634,0,0,0,0,0,0,0,-0.264798725458394
DGB,0,0.258292713466585,-0.0188994737267288,0,0.157180879053957,0.223476636133859,0.251466300815888,0.212288891488664,0,0,0,0,0,0.0707004253882682
BV010082.INDEX,0,0,0,0.0648585435765284,0.0503906406991567,0.00285895276854642,0,-0.0512946075213664,0,0,0.216857850969364,0,0,-0.0971073301794933
CVIX.INDEX,0,0,0.0517966661042964,-0.0734438181521931,0.083801495503553,0,0,-0.111591626512381,-0.0107829458591342,0.9978263196462,0,0,0,0.110342632676787
DXY.INDEX,-0.0494044850688049,0.0138483239959151,-0.0244209138577467,0,0.0494177102878394,0.010765091959972,0.0180210155038847,-0.00320957782731129,-0.0266407882471799,0.0187577965252695,0.105742152710462,0,0,0
SPX.INDEX,0,0,-0.00360822897225671,0.00400054020327681,0.0208550205117617,0,0,-0.00275086680593725,0.00329511381416159,0,0,0,0,-0.0736747440590835
VIX.INDEX,0,0,-0.074247266341769,0,0.119200916901021,0,-0.15134367719049,0,0.368794529940142,-0.920821584530149,0.442000288572428,0,-6.17158336271608,0
