,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,DASH,MIOTA,TRX,NEO,ETC,BNB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,-0.0202424114693655,0,0,0,0.269036847338514,0,0.134266200055724,0,0,0.105820840111983,0,0,0,0,0,0,0,-0.00920831563261147
ETH,0,0,0,0,0.196321113634127,0,0.067990043406491,0.393818046876074,0.0133766834477048,0.0481817018723155,0,0,0,0.228226173711137,0,0,0,0,0,0
XRP,0,0,0,0.220995443219422,0.0569729100251078,0.0365314183006956,0.172244628429416,0.110308352353015,0,0,0.176859447096215,0,0,0.135000284278861,0,0,0,0,0,0
BCH,0.170669019917132,0,0.114791131776759,0,0.211548531325324,0,0.220065282736329,0.170760862069401,0,0.0456550451619703,-0.0000000000000000138777878078145,0,0,0,0,0,0,0,0,0.0583917889444161
EOS,0,0.182507754914736,0,0,0,0.174147794306484,0,0,0.0849604681869317,0.0910279339646041,0.139581635634154,0.192978974622584,0.187188367141498,0,0,0,0,0,0,0
XLM,0,0,0.252035550839229,0,0.168406105537475,0,0,0,0.190327480240089,0,0,0.118860370607418,0,0,0,0,0,0,0,0
LTC,0,0.106032040347904,0,0.354508044317004,0.00936358458662939,0,0,0,0.0690483403615718,0,0.175415244279737,0,0,0.0186122717898797,0,0,0,0,0,0
ADA,0,0,0.102600568631027,0.240260935445021,0.167316868588496,0,0,0,0.0712203933623731,0.108839564725816,0,0,0,0.0703941159331517,0,0,0,0,0,0
XMR,0,0.0399389420123967,0,0.0693384857050589,0.290531092359614,0.0636977516165488,0,0,0,0.202531457425065,0.0484532036248643,0,0.0403154031018666,0,0,0,0,0,0,0
DASH,0,0.370963211896892,0,0,0,0,0,0.0855550387168014,0,0,0,0,0.319708709188448,0,0.0504148932603247,0,0,0,0,0
MIOTA,0,0,0.0820657681723863,0,0,0.213368599656344,0.272528067352178,-0.297894801768929,0,0,0,0.469950367780513,0.229438647027542,0,0.23773009392995,0,0,0,0,-0.0624725809582049
TRX,0,0,0,0,0.147782346278479,0,0,0.262915398675904,0,0,0.0412904751966075,0,0.414242683524764,0,0.0358772970850215,0,0,0,0,0.00208544290193891
NEO,0,0.00544436281620936,0.0561439185465833,0.128608308172447,-0.00000000000000000693889390390723,0,0,0.150781894422148,0,0.125333071866754,0.268306848389495,0.194595911696637,0,0,0.133942110753222,0,0,0,0,0
ETC,0,0.258590832813656,0,0,0.133393044559756,0.257022462536714,0,0,0,-0.0715913399708366,0.265936547281066,0,-0.0987575276192839,0,0,0,-0.317422661414482,0,0,0.179680457882551
BNB,-0.369176386882161,0.0722591154525963,-0.0155883074647092,0,0,-0.058051597815826,0,0.440899827666568,0,0.278649417112204,0.171007055782723,0,0,-0.0452800322681787,0,0,0,0,0,-0.0973225045605724
BV010082.INDEX,0,0,0.0620779254399478,0,-0.00743100070505834,-0.0520067007291263,-0.112136107040176,0,0,0,0,0,0,-0.0157370638132601,0.0980751537581068,0,-0.0333591059289868,0,0,-0.0551808096249736
CVIX.INDEX,0,-0.0649492852637936,0.0283800047736115,0,-0.111915115922361,0,0,0.144646062880629,-0.0356687540029066,-0.022243324893151,0.0843666016644306,0,0,0,0.0778418599152268,0,0,0,0,0.0634962636489101
DXY.INDEX,0,0,-0.0192824053209715,0,0,0.0127800398619108,0.00297422320329905,0,0.00319207031160293,0.00900912611198752,-0.00121199355849697,-0.0240550066789624,0.0171394893425679,0,-0.00965935225133163,0,0.0883322082720379,0,0,-0.000000000000000000216840434497101
SPX.INDEX,0,0,0,-0.00064847802924801,0.0134390242935341,-0.0154287741049424,0,0,-0.000000000000000000867361737988404,0,0,0,0,0,-0.0198155726833068,0,0,0,0,-0.0520522690749298
VIX.INDEX,0,0,-0.308079790679208,0.188781957143193,0,0.130316333170906,0,0,-0.271142062271714,-0.126051310738195,0,0,0,-0.103655142661245,0.427574854615338,0,0,0,0,0
