,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,DASH,MIOTA,TRX,NEO,ETC,BNB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,-0.0939114560484006,0,0,0.0284442840215885,0.213664247345662,0,0.138875981262033,0,0.0262706936617319,0.18143452418063,0,0.000174120286946952,-0.0207329294193683,0,0,0,0,-0.0267603831897392
ETH,0,0,0,0.198197744474082,0.0220030941855155,0,0.255171025934706,0.23200122662727,0.0411327351749228,0.0352192014076881,0,0,0,0.211533833389022,0.0810944168117038,0,0,0,0,0
XRP,0,0,0,0.156612527578728,0,0.0331175580705161,0.117867548122384,0.124914558346239,0,-0.058859450646715,0.231943449563318,0,0,0.172188805577021,0.160283989179937,0,0,0,0,0.0535234887321684
BCH,0,0.0463316264231117,0.0262173905405708,0,0.296340222747434,0,0.233798925681796,0.214035407346865,0,0,0,0,0,0,0,0,0,0,0,0.0569390584288071
EOS,0.220497861048048,0,0.0541408418994403,0,0,0.110447914661059,0,0.206214997519356,0.0927830829951152,0,0.187159223929816,0.101833862964297,0.185154762163224,0,0,0,0,0,0,-0.150443079525152
XLM,0,0,0.195826968835253,0,0.02299813227415,0,0,0,0.189629001742055,0,0,0.00000000000000000693889390390723,0.259476283904715,0,0,0,0,0,0,0
LTC,0.0640269997783424,0.1637697115138,0,0.286327581582363,0.082499834097582,0,0,0,0.0901494103155983,0,0.132429715848405,0.0309166494290352,0,0,0,0,0,0,0,0
ADA,0,0.00148944111625246,0.0746186709542722,0.296991976681374,0.0867316436590807,0,0,0,0.124704407375433,0.168121726697041,0,0,0,0.0239057599931726,0.0393255330412898,0,0,0,0,0
XMR,0,0.0390619892067173,0,0.0706855606319142,0.290689515722278,0.0635518547042211,0,0,0,0.202477189168695,0.0489512604423299,0,0.0394948668071843,0,0,0,0,0,0,0
DASH,0,0.371700083508273,0,0,0,0,0,0.0837548528537375,0,0,0,0,0.319794352675144,0,0.0520257955079928,0,0,0,0,0
MIOTA,0,0,0.0864284833194798,0,0,0.130097329754714,0.152520349442705,-0.0964360636770868,0,0,0,0.442833058210442,0.364741071537865,0,0,0,0,0,0,-0.0281970561373007
TRX,0,0,0,0,0.28346756859432,0,0,0,0,0,0,0,0.495035605925218,0,0.0706230369317347,0,0,0,0,0
NEO,0,0.00544436281620935,0.0561439185465834,0.128608308172447,0.00000000000000000173472347597681,0,0,0.150781894422147,0,0.125333071866754,0.268306848389494,0.194595911696637,0,0,0.133942110753222,0,0,0,0,0
ETC,0,0.258592463516625,0,0,0.133394279683971,0.257020928068396,0,0,0,-0.0715861674973439,0.265947892632376,0,-0.098777656554432,0,0,0,-0.317420957072221,0,0,0.179679090513386
BNB,-0.0632596991803302,0,0.0035842341449931,0,0,0,0,0.369978423131657,0,0.288842217672614,0.143413653402205,0,0,-0.0689018801168713,0,0,0,0,0,-0.081260582418656
BV010082.INDEX,0.0471120593402628,0,0.0406370766233999,0,-0.00879969107802511,-0.041996548822614,-0.17757124716453,0,0,0.0220563813621323,0,0.0541541059595034,-0.0376019022343752,0,0.110815669343391,0,-0.00393486039750771,0,0,-0.0753100875018532
CVIX.INDEX,0,-0.0649568677420026,0.0283618571630175,0,-0.111926097951788,0,0,0.14470331806452,-0.0356703372359088,-0.0222495631275639,0.08432619675475,0,0,0,0.0778980330596336,0,0,0,0,0.0634935449708186
DXY.INDEX,0,0,-0.0221372832616452,0,0,0.0128693483341612,0.0142026606283163,0,0,0.0063362368632233,-0.00464505491556816,-0.0179928705667575,0.0111214427657067,0,-0.0040363059027641,0,0.0862360048562085,0,0,-0.00348541229493515
SPX.INDEX,0,0,-0.00272654658618618,-0.00372356173421103,0.0280216621232404,-0.0175032310574943,0,0,0,0,0,0,0,0,-0.0231186236526579,0,0,0,0,-0.0491961699443819
VIX.INDEX,0.240565379062803,0,-0.138186315340041,0.684183829761253,0,0.084260050388227,0,-0.0579264382571211,-0.385979642023539,-0.284900173307669,0,0.345018426933303,-0.642024117885399,-0.237952225145911,0.541880874566407,-0.709295704054285,0.171501301433613,0,0,0
