,BTC,ETH,XRP,LTC,DASH,ETC,XEM,XMR,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.197989917747607,0,-0.0490024043003399,0.149205658708029,0.26714711910185,0.13057939835184,0.220484864684618,-0.187654521307379,0,0.213063788565987,-0.272592363793048,0.0813045393309759,0.0542549942266351,0,0,0,0
ETH,0,0,0.00305072353626769,-0.0373993958946801,0,0.246802847109477,0,0.764287145291913,-0.212963382871457,0,0.14900631683145,0,0,0,0,0,0,0
XRP,0,0.0743400153370693,0,-0.0613645727232709,-0.203546860495203,0,0,0,0,0,0.948369482981334,0.124748395224709,-0.36209724578238,0,0,0,0,0
LTC,0,0,-0.0193188683890976,0,0,0.0770376521764405,0,0,0,0.351089839346715,0.113686400979444,0,0.115691633248464,0.666871666619507,-0.000000000000000000216840434497101,0,0,-0.018645240218779
DASH,-0.142246005025984,0,-0.0314684910602392,0,0,0.130958049584176,0.0880777936918117,0,0.0923056950648179,0,-0.148258004093,0,0.0598648777313014,0,0.482736486019589,0,0,-0.0735204400108094
ETC,0,0.282031451014327,-0.0401827814180896,0.247603413606839,0,0,0,0,0.143810389666629,0.0143948726762728,0,-0.132502012491718,0.0600867926947449,-0.367125607408148,0,0,0,0.0604492474712534
XEM,0,0.0960879572206879,0,0,0.0559520698153579,0,0,0.150075652911609,0,-0.0812628936334283,0.0770630073190544,0.0756935092935467,0.352215202685491,0,0,0,0,-0.507143412352811
XMR,0.317393652392413,0.310269418080226,0.0143884192705934,-0.123814446905485,0,-0.0759520027443791,0.0187824585334004,0,0.194994081704424,-0.0497943769689845,0,0,0,0,0,0,0,-0.124710852509023
ZEC,-0.150933422657855,0,0,-0.0620988592748574,0.164916377600532,0,-0.0845319945635908,0.259793596228471,0,0.236768980489414,0,0,0,0,0.158396154348558,0,0,-0.205238706392157
DOGE,-0.0896055895185388,0.129325269972436,0,0.275454845490311,0,-0.147794624335061,-0.0184954182853778,0.0897914791291893,0.222960328153083,0,0.424628173522635,0.264569978685372,0.104156074154598,0,0,0,0,0.47045295614683
XLM,0.257625835217357,0,0.332409563841753,0.162314037345748,-0.0296841564225482,0.108082988569291,0,0,0,0.267001029636818,0,0.0344247740197939,0.024183937091967,0,0,0,0,-0.130065885439644
NEO,-0.121788830084524,-0.102569924221054,-0.022428830126822,0,0.241758503036688,-0.078109569540671,0,-0.182089511534552,0.336413854443338,0.278657006605405,0,0,0.0981431298933289,0,-0.0659388940615511,0,0,0
DGB,0.265728407739598,0.0343935416437322,-0.077834653173659,-0.143755665507909,0,0,0.0489711397066712,0,0,-0.0803103556680976,0.239454563181515,0.152766323910642,0,0,0,0,0,0
BV010082.INDEX,0.0890213880792185,0,0.00379614654923437,-0.0111096610913854,0.00636366268891908,-0.0650041156199646,0,-0.0177012968606938,-0.00474277704750311,0,0,-0.0284217135547236,0.0211227182050053,0,0.0536017052573196,0,0,-0.0955282631655334
CVIX.INDEX,0.0603220450798962,0,0,0.0712968928784634,0,0,-0.15300584591322,0,0.0818009718823371,0.0493216046283506,0,0,0.0748670824576478,0,0,0,0,0.175151249770918
DXY.INDEX,0.0245957958146151,0.00853273047131946,-0.00145524013318675,0.00100527026537012,-0.0056380934025236,0,-0.00725739086756255,0,0,0,0.00696187383646859,-0.000661754748806769,-0.00269593111350606,0.0945796040178475,0,0,0,0.0281277501943876
SPX.INDEX,0,0.0102163267304203,0,0.00400754010751254,-0.00290467734881158,0,0,0.000000000000000000433680868994202,-0.0034898577019506,0,0.00411498370997482,0,0,0,0,0,0,-0.0347698825683512
VIX.INDEX,0,0,0,0,0,0,-0.167457137856654,0,0,0.0795490350642778,0,0.0957019091408507,0,0,0,0,0,0
