,BTC,ETH,XRP,BCH,BSV,LTC,EOS,BNB,TAGZ5,XTZ,INNBCL,LEO,XMR,XLM,ADA,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0798747663334358,0,0.182808661194645,0,0,0.00367883024117873,0.0706225469405997,0,0.137429580789431,0.00362690532471554,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0.288119805221763,0,0.172354102668977,0.0792019261316549,0.000000000000000000867361737988404,0,0.243740288202013,0.00582718240520285,0,0.108396841398537,0,0.104268201303293,0,0,0,0,0
XRP,0,0.178733307726148,0,0.110435595709338,0,0.0744623665653409,0.162917972221627,0.00611277641218995,0,0.131592583564481,0,0,0,0,0.0356808337869893,0,0,0,0,0
BCH,0.256454383786839,0.366050812289942,0,0,0.195470897967042,0,0.0716318699857609,0.100205057381662,0,0,-0.00560429569657048,0,0,0,0.0351976141093725,0,0,0,0,0
BSV,0,0,0,0.356263789315173,0,0,0.436921148474627,0,0,0,0.000475064499968318,0,0.24319407526658,0,0,0,0,0,0,0
LTC,0,0.339182924972384,0,0.0375534407713312,0,0,0.164307632717157,0,0,0,0.000145670871251729,0,0,0,0.293904638951276,0,0,0,0,0
EOS,0,0,0.102006372842344,0.263096271852521,0.225986724543183,0.211417549472603,0,0.0474815826195361,0,0,0.00322353210794456,0,0,0,0.0878685884610825,0,0,0,0,0
BNB,0,0.165295797560362,0,0.291291093343046,0,0,0,0,0,0.165185481182414,0,0,0.1831464353716,0,0,0,0,0,0,0
TAGZ5,0,0,0,0.433166370725818,0,0,0,0.0659167614519135,0,-0.00000000000000000173472347597681,-0.000922949833980345,0,0,0.0882073017526885,0.14168528882627,0,0,0,0,0.0918289679866238
XTZ,0,0.29559594717129,0,0,0.0472074444548082,0,0,0.541392849891061,0,0,-0.00317143303635825,0.181315290421595,0,0,0.171351048668618,0,0,0,0,-0.00237621052865938
INNBCL,0,12.9954052414183,6.23335135497813,0,0,0,-4.09226782704337,0,-0.159113918949508,0,0,0,-17.9765417543885,0,0,0,0,0,4.75814300845731,-0.749193223297539
LEO,0,0,0,0,0.0808135339229173,-0.151821825577658,0,0.0495262223378188,-0.0381987193566638,0.125458963233756,0.000000000000000000216840434497101,0,0,-0.0467348341743797,0,-0.0394869484532113,-0.00743102122256849,0,0,-0.0524234788454298
XMR,0,0.122043426376206,0.0679528992146012,0,0,0,0.341322336192193,0.0762374163469728,0,0.144253280008133,-0.00176464430474946,0,0,0,0.149794028224758,0,-0.0266090931241026,0,0,0
XLM,0,0,0,0.264054898639543,0,0,-0.000000000000000000216840434497101,0.186703050138925,0,0.071478871303793,0.00214808623088085,0,0.0244171379890813,0,0.147979302573553,0,0,0,0,0
ADA,0,0,0,0.0134317916620665,0.0202570872010671,0.230634244709534,0.257203155365717,0.0789599641244517,0,0.196884242266698,-0.00118846885159907,0,0.0218158016832202,0,0,0,0,0,0,0
BV010082.INDEX,0,1.1321338732826,0.134387160312715,0,0,0.779872004113631,-1.33476597567237,-0.441658203590292,0.227903333974149,-0.450078966143972,-0.0289069081300227,0,0,0,0,0,-0.0131765369341133,0,0.204521279925874,-0.125767931458747
CVIX.INDEX,0,0,0,0,0.28533946055056,0,0,0,-0.462927966681439,0.392128079098651,-0.00365134013380477,0,-0.464751247650459,0,0,0.288895799514829,0,0,-0.178350082237232,0.369363719124604
DXY.INDEX,0,0,-0.0582711499031272,0,0.0261879765566797,0,0,0,-0.000000000000000000433680868994202,0.028946173377076,0.000553451990536918,0,0,0,0,0.0382303377519447,-0.00846596908034113,0,-0.0218673684432866,-0.00961421796509427
SPX.INDEX,0,0,0,0,-0.15307852537438,0,0,0,-0.0327197850830212,0.150525023177989,0.00440452846832062,0,0,0,0,0.253456021802786,0,0,0,-0.232502839791349
VIX.INDEX,0,0,-0.0342741959325664,-0.0832945116229103,-0.133540338727951,-0.272271266969929,-0.389326770359271,0,0.330844930563002,0.449578594399546,0.0181483352422559,0,0,0,0,0,-0.0277008783138194,0,-2.09028707070637,0
