,BTC,ETH,XRP,EOS,LTC,BCH,BNB,XLM,TRX,BSV,ADA,XMR,MIOTA,DASH,MKR,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.103518185910896,0,0.0718018213698598,0.0251625840707716,0.146608164002395,0.0396313940991004,0,0,0,0.0733004457129313,0.0269550422810649,0,0.0403365990714351,0.0123023229450824,0,0,0,0,0
ETH,0,0,0,0.113435159965897,0,0.33973678692277,0,0,0.0898298881008663,0.0486081695207911,0,0,0.205168883537952,0,0.122581684795904,0,0,0,0,0
XRP,0,-0.00000000000000000173472347597681,0,0.0872196859739653,0.0753589753661507,0.215407084913771,0,0,0.0227093690203343,0,0.155335337523275,0,0,0,0.0391798034741129,0,0,0,0,-0.0139541864756194
EOS,0,0.296641569508188,0,0,0.164444114891519,0.225911428342446,0.0947836895376679,0,0,0,0.049152917026403,0.201145164101473,0,0,0.0929367891755097,0,0,0,0,0
LTC,0,0.106566126230398,0,0.106666545805081,0,0.282133028249348,0.051200839909245,0.09267830544864,0.0822410046554002,0,0.057064844286299,0.498787438420218,0,0,-0.238505975780946,0,0,0,0,0.0368226398213013
BCH,0,0.219533833294471,0.0815599131938517,0.324836236358827,0.0639451091629935,0,0,0,0,0.294398675782878,0,0,0,0,0,0,0,0,0,0
BNB,0,0,0,0.0856312336398788,0.313405917157737,0,0,0,0.372222185638524,-0.0867268339952322,0,0,0,0,0.0431522364369713,0,0,0,0,0.0747529752450825
XLM,0,0.00989665782131942,0.137933288447037,0,0,0.115090048189879,0,0,0,0.0714828438282016,0.299816601729847,0,0.0936053237916342,0,0,0,0,0,0,-0.000589205723719764
TRX,0,0,0,0,-0.0920255219921964,0,0.0166862410684259,0.23079086792355,0,0,0.476047223648822,0,0.144495952292351,0,0.017606307445968,0,0,0,0,0.0409135975589362
BSV,0,0,0,0,0,0.497947852177039,0,0.0827581290193226,0.0394444404501687,0,0.0827778560013246,0,0,0,0.0954217642683761,0,0,0,0,0
ADA,0,0.185193558149803,0,0.115592308998794,0.127654006184734,0.165663686515713,0.0773031482157504,0.0492189245720375,0.0661461859469975,0.0147169229625241,0,0,0.15195643415751,0,0,0,0,0,0,0
XMR,0,0.353525368627933,0,0.0151281454560974,0,0,0,0,0,0.0774082963968565,0.00936201182483273,0,0.174399736416254,0.123739698676012,-0.00000000000000000693889390390723,0,0,0,0,0
MIOTA,0,0.0785884806196854,0,0.460451003738367,0,0,0,0,0,0.0261000684363127,0.139879213962761,0.0530916282641745,0,0,0,0,0,0,0,0
DASH,0,0,0,0,0,0.0000000000000000138777878078145,0,0,0,0,0.382318663725864,0.0400390287249298,0.331641750925324,0,0,0,0,0,0,0
MKR,0,0.218240431103707,-0.168806104317407,0.0813273881605038,0,-0.101598524866621,0,0,0,0.295312732702445,0,0.246977307185185,0,0,0,0,0,0,0,-0.16402433728907
BV010082.INDEX,0,-0.28506425809073,0.127711173818757,0,0,0,0,0,0,0.0327479479914909,0,0.0108879079576051,0.0286237852945515,0.0976515403401704,0.0708226653083914,0,0,0,0,0
CVIX.INDEX,0,0.196445501154451,0.16065681710961,-0.0801705356847214,0.147518625498411,-0.0740823731464353,-0.0290493304694468,0.0843063958979389,-0.268689147891023,-0.116684405434843,0,-0.11777182102229,0,0,0,0,0,0,0,-0.0940048092071331
DXY.INDEX,0,0,0,-0.00605728881641467,0,0,0,0,-0.00552333419546187,0.0110000630163065,0,0,0,0.0328785712090908,-0.00000000000000000010842021724855,0.0421976587098993,0.0294833023620839,0,0,0.0134394254493778
SPX.INDEX,0,0,0,0,0,0,-0.00835310622117985,0,0,0,0,0.000839096954029047,0,0,0,0.0906421882840381,-0.013601219292839,0,0,-0.0647914171359139
VIX.INDEX,0,0,0,0.295157420048763,-0.3621108753952,-0.219942234707852,0.401121635323054,0,0,-0.0415352444703962,0,0,0,0,0,0,-0.391144140330843,0,-2.74798831895775,0
