,BTC,ETH,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0413648594853136,0,0.95649411051045,-0.0270097188650316,0.0103075792850309,0,0.0899314772931015,0.00741074187083525,-0.000922060006192491,0,0,0,0,0.0790976418986842
ETH,-0.416406802016024,0,0.435038030304419,0,0.180669082045121,-0.380502473069288,-0.864867208985044,0.354073083345184,0.0530504910851722,0.117400485857902,0,2.03692307460481,0,0,0.132042122409321
XRP,0,0.0426843242031111,0,0.205868732125647,0.0790603470850705,0,0.0332491112242507,0.0129179058862225,-0.0347031548076852,0.0718222985397368,0,0,0,0,-0.0748476426573344
LTC,0.671511207891731,0,0,0,0.0234363218454907,-0.0279201316297838,0.0511560668846409,0,0.0258138679009893,0,0,0,0,0,0
DOGE,0,0.259719084449987,0.511585983209868,1.27625786342755,0,0.11539044994581,0.72007011306864,0,0.106438796395494,-0.347719671673431,0,0,0,0,0.27077880331149
DASH,0.549781808385979,-0.185973945510374,0.246110152847976,0,-0.0923546328736607,0,-0.0500546016912237,-0.436772636837122,-0.0804869107278008,0.0757800523677786,0,-0.319943758219763,-3.38401875162894,-1.55043310859726,0
XLM,-0.254658855460152,-0.00767879754176613,0.424316676847697,0,0.213388389669081,-0.0113350105311229,0,0.28016345498305,0.147751434743955,0.202377923117201,0,0.531836300312608,0,0,0
XMR,0,0.0556554807876713,0,0,-0.029056600829255,-0.0744831476828384,0.751954244980546,0,0,0.035925135796182,0,0,0,0,0.219278972811068
XEM,-0.707123012307178,0.176328845684394,0.213218371819579,1.2268158839793,-0.137399924203749,0.0217188884402657,0,0.0667878627159845,0,0.154407716988761,0,-0.313258283941186,0,0,-0.248828714135041
DGB,0.620650209956889,0.098019998348593,0,0,-0.579015259614182,-0.107804345648279,0.908242581491431,-0.396519812819682,0.142395607976374,0,0,0.601336206253582,0,0,0.142118905317197
BV010082.INDEX,0,-0.0195109619582381,0,0,0.0417957016079259,0,0,-0.0534403442664138,0.0101736496301705,-0.00447122859406929,0,0,0,0,-0.062250239889188
CVIX.INDEX,0,0.00627239460664769,0.0920738684393049,-0.0954444196517025,-0.0526113296211302,0.0356430193881719,0.06042391244384,0.0284212787619167,-0.0267071484060946,0.00708335074093967,0,0,0.40968266541916,0,0.212781565428274
DXY.INDEX,0,0.00494681633752377,-0.0629720307133511,-0.0116181366558793,-0.00454000443672607,0.00971097170140656,0.00926763730128178,0.0125438365357014,-0.0061210256586594,0,0,0,0,0,-0.0288804590778247
SPX.INDEX,0.0479941640976053,0,0,0,0.00642444122995518,-0.0298844245493395,0,0,-0.0172891642152071,0,0,-0.0205014269770076,0,0,-0.115028881076169
VIX.INDEX,0,-0.175467579122024,0,-0.0714063619431509,0.0953116836767086,0.276891243671957,0,0.000000000000000000867361737988404,-0.0638126265614904,0.110484922867473,0,0.389239859462591,0,-0.31120937657356,0
