,BTC,ETH,LTC,XRP,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0187620811529069,0.253543818418764,-0.0291939664201111,0,0,0.134166158121377,-0.0946326341996013,0,0.0141832367558071,-0.169722667052822,0,0,0,-0.0514097240146651
ETH,0,0,0,0,1.91093758455949,-0.372619582846541,0.870480605121097,-0.798879676864142,-0.542395828462415,0.247294200787398,0,0.345733461391016,0,0,0.612357161624646
LTC,0.618814791317995,-0.00373627614692034,0,0,-0.193456000297168,0.0056852088865531,-0.175942963967424,0,0,-0.0292796853510799,0,0,0,0,0
XRP,0.257913441410403,0.041724116119854,-0.345976821244182,0,-0.334023646199004,0.0683520082726347,0.120654663721631,-0.0757070963365753,0.187241339198949,-0.154607653960925,0.0376927206256008,0.109950077561744,0,0,0
DASH,-0.100278585827603,0.0407008173983761,0,-0.0823226858805425,0,-0.0285785912621674,-0.0643674626110758,0,0.112880273783646,0.114993175703346,0,0,0,0,0.153641623867399
XEM,0.798736836560521,0.0933151122277527,0,0.380817540819288,0,0,-0.486729355848562,0.108203582259952,0.262681590143678,0.173463435433795,-0.191979388206424,0,-0.806550177006724,0,0.148763763323661
DOGE,0.344039310185983,0.0756452302524764,0.00309448774467442,0,0,-0.0398828954031652,0,0,0,0,0,-0.284867819694248,0,0,0
XMR,0.522798076237999,0.549490642881362,0,0,-0.334907923739124,-0.233145057711572,0,0,0.628699028339901,0.00000000000000000346944695195361,-0.572332497948024,0.036374352824927,0,0,-0.110435932056159
XLM,-0.317173351276496,0.0000608885309731876,0.109440919541359,0.353761651031534,0.0483906504025064,0.070848220563103,0,0.00000000000000000173472347597681,0,-0.0137377019224583,-0.0929194624490532,0.30294393257548,-0.696837368558862,0,-0.161147390017502
DGB,-0.816259388645975,0.18722326336345,0.349882386166135,-0.445506410598212,0.56347296185878,0.377072194620439,-0.202122294782406,0.310479539545496,0,0,-0.265319396588778,0,0,0,0.194591450542733
BV010082.INDEX,-0.115133632205288,0.0389485224556693,0,0.114033015906989,-0.208515761275764,0,0,-0.00659702627273118,0.0440405405761649,0,0,0.16060687997788,0,0,-0.123105676179374
CVIX.INDEX,0,0.0413093937964377,-0.224959795212258,0.0666880017201369,-0.26491538514914,-0.0113988371021057,0,0,0.280531461268337,0.0283538230355748,0.0400203825594832,0,0,0,0.0382458598819966
DXY.INDEX,0,-0.000283361595730353,0.0985163635817844,0.0430188485771102,0.039190325259516,0.0147756599467989,0,0.0215919325871611,-0.0646131883264923,0.0225352393091162,0.142563071873334,0.0632981954677052,0,0,-0.00180010373026682
SPX.INDEX,0,-0.00315792010651226,0,0,0,0.00589444202198324,0,-0.0112611065424598,0,0,0,0,0,0,-0.0807630215346387
VIX.INDEX,-0.0425856509710314,0.0350597738265229,-0.452519099012493,0.322826054737314,0,0.0119200861295299,0.211195424155659,-0.0795100493361288,0,-0.119979089664414,-0.305417695707329,0.718703271972576,0,-2.89257991678395,0
