,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,BNB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.00510138237968501,0,0.0283064635177588,0,0.0776414870301032,0,0.0454031276378707,0.128036733634528,0.00323159191318182,0,0,0.0180642359993698,0.150206959697938,0.0547430015441764,0,0,0,0,0
ETH,0,0,0,0.0891275851176751,0.0967613148390493,0,0.0448677572299927,0,0.16899330695446,0,0,0,0,0.270272997233058,0.0336364411570024,0,0,0,0,0
XRP,0,0.296792959997985,0,0,0.0222328196115486,0.204268883240687,0.128504231580583,0.137583614425502,0,0,0.0730700233522207,0.0936308766280201,0,0,0,0,0,0,0,0
BCH,0,0,0,0,0.000000000000000000867361737988404,0,0.205254016684424,0,0.190871750925509,0,0,0,0,0.25075421897065,0,0,0,0,0,0
EOS,0,-0.456909145673764,0,0.229264496572236,0,0,0.0771580862243363,0,-0.0298015903846032,0.00000000000000000693889390390723,0.599955434690352,0.0735174888640099,0,-0.130246903115526,0.446387721096477,0,0,0,0,0
LTC,0,0,0.0928785976131074,0.0693049006744392,0.00000000000000000346944695195361,0,0.0800789426497416,0,0.0549633827618329,0,0.135311010795474,0.0786221426406249,0.00357691882275533,0.123596663924855,0,0,0,0,0,0
ADA,0,0,0,0.126939309663606,0,0,0,0.106902727478803,0.135809376335376,0,0.271508019578341,0.0560461698323242,0,0,0,0,0,0,0,0
XLM,0,0,0.207826586087766,0,0.0515847718930113,0,0.223717923054911,0,0.0715837839079886,0,0.0353319811679651,0,0.119550262707587,0,0.158817952403518,0,0,0,0,0
MIOTA,0,0,0.390306700523435,0,-0.00000000000000000693889390390723,0,0.213061347403759,0.339474537910018,0,-0.135758435358331,0.149789082983362,0,0,0.0165156151285574,0,0,0,0,0,0.0586651488681546
TRX,0,0,0,0.287478978407055,-0.0276338050733237,0,0,0.384638271891139,-0.124628632410132,0,0,0.35892035649614,0,0,0,-0.105851114629165,0,0,0,0
NEO,0,0,0,0,0.0192540947938918,0,0.0249891416793164,0.243411142249619,0.228370768831242,0.031540157799019,0,0.0816334742020606,0.142201787919504,0,0,0,0,0,0,0
XMR,0,0,0.336444796021396,0.0101176999573778,0,0,0.120216898482481,0,0,0.0329821447215567,0,0,0.277201417609873,0,0,0,0,0,0,0
DASH,0,0,0,0.0430018530115085,0,0.086129793468589,0,0.163354982254196,0.127407565732499,0.0847139269149844,0.0619140484284295,0.0503863807348298,0,0.179263732375769,0.00913438442920528,0,0,0,0,-0.0218184490968413
XEM,0,0.0727530179685306,0.0964147949362425,0.124613609016114,0,0,0,0.367900032622773,0,0.119097970020849,0.0462282309639526,0,0,0,0,0,0,0,0,0
BNB,0,0.256233385346543,0.0759537401772546,0,0.101670438122267,0.104349526857575,0,0.0399238178746472,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0.0651658905772327,0,0,0,-0.0329292804492359,0.0806256006654987,0,-0.0472240278169945,0,-0.0118624748618608,0,0.0333248325890822,0,0,0,0,0,0,0,-0.237301078765669
CVIX.INDEX,0.115556274800737,0,0.0638964194881047,0.046454992946957,-0.00962345494584177,0,-0.097657871539732,-0.0407318261939952,0.119513432860272,0.00927613983117723,0.133537428583269,0,-0.370823856316224,0.0121068857098047,0,0.222087695739484,0,0,0,0.0303152279268113
DXY.INDEX,0,-0.0105415580400532,0.0358274734527673,0,-0.00290251431129822,0,0.00578384546019049,-0.0242224635642062,-0.00835654195394045,0.00832477834993084,0,0,0,0.00362268928746651,0,-0.0546118894589224,0.0720250170782122,0,0,-0.00424203642078308
SPX.INDEX,-0.00836356074053492,0,0.0169157048645856,0,-0.000797594541310085,0,-0.0211315465870731,0,0.0000000000000000000542101086242752,0.00886728912713105,0,0,0,0,-0.000000000000000000433680868994202,0,0,0,0,-0.106076090150188
VIX.INDEX,0,0.149521451381186,0,-0.0961513005817918,-0.253026882834598,0.38685714880925,0,-0.063078937894799,0,0.10153822333024,0,0,0,0,0,-1.21411527788696,0,0,0,0
