,BTC,ETH,XRP,LTC,XMR,DASH,ETC,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.295969495500074,0.219981377957736,0.251430411617834,-0.0125167797307737,0.145877120778086,0,0.0285213013240822,0,0,0.082478852910194,0,0,0,0,0
ETH,0.252466213063097,0,0,-0.198922258149712,0.0940162688592633,0.241532024557179,-0.0152124270441504,0.0066132646238319,0,0.00000000000000000173472347597681,-0.0215825897371633,0.164958382234174,0.19060845234118,-0.0445531370648357,0,0,0,0
XRP,0,0,0,0,0.0108039895842124,0.160554483547334,0,0.0463081884179151,0,0.0169004189398252,0.0146340411829041,0.025199897946482,-0.0265660369087298,0,0,0,0,0
LTC,0.666231769393511,0,0,0,0.0155298514746379,-0.159362734968924,0.118571136357429,0.116677611768428,0,0.0798926915666101,0.11564111877943,0,0,0,0,0,0,0.00853526655647859
XMR,0.572114996372754,0,-0.343381541026719,0.249477587274995,0,0,-0.0569922671357363,0,0,0,0.0706777227900871,0,-0.0720447380545931,0,0.443823854221405,0,0,0
DASH,0.430587682573186,0,0,0,0.209104719390887,0,0.332852855002328,0.180762954331648,0,0,0.10628712437156,0,-0.0259688991931723,0,0,0,0,0.0623811433265631
ETC,0.330989462325896,0.356573523801612,0,0,0,0,0,0,0,0.0435206155411308,0.262838549694493,0.056602389042237,0.126656879017335,0,0,0,0,0
XEM,0,-0.257119029071443,0.184616670192628,0.0628179047160086,-0.222759557159236,0.448987495597434,0.0685883298950311,0,-0.140174724444215,0.29151580505496,0,0,0,0,0,0,0,0.0888728516670925
DOGE,0,0,0,0.197700349267999,0,0.000000000000000000867361737988404,0.103660979822451,0,0,0,0.0548663820214086,0.0415956954129063,0.0539908594272935,0,0,0,0,-0.124986388084011
ZEC,0.456444522700176,0.0793327710928397,0.174353282429758,0.0158462328918333,0,0.0376918743475216,0,-0.0231062910962978,0,0,0.0175194747327121,0.0185512961438394,0.258806371748915,-0.473455066010718,0,0,0,-0.060525347689384
XLM,0,0,0,0,0,0,0.215529265814695,0.0903833742873901,0,0.105504277075426,0,0.103909467571774,0,0,0,0,0,0
NEO,0.301572688774106,0.208700017914142,0.98731372857009,-0.262849281603355,0.177281748432994,-0.30237820857803,0,0,0,-0.0486981112456147,0.0516394242772475,0,0,-0.235727403963225,0,0,0,-0.234284128987812
DGB,1.30592377088172,-0.0972254208768701,-0.0176693054523206,-0.809378243023269,-0.236937152381817,0.0000000000000000138777878078145,0.114127463339835,0.172585776214403,0,-0.0446333778049753,0,0.19875970515767,0,0.39188492638879,0,0,0,0
BV010082.INDEX,0,0,0,0,0.0660523719039404,-0.00384191739627916,-0.0175391351859484,-0.0432381429392577,0,0,0,-0.0441185736974886,0,0,-0.0720226949664852,0,0,0
CVIX.INDEX,0,0.104341087687203,0,0.0512951577529646,0.0253379981279848,0,0,-0.0570684024550838,0,-0.0223915495761063,0.107241587785941,0,0,0,0,0,0,0.0794137388841415
DXY.INDEX,0,0,0,0.0135262057827768,0,0.0201775662881571,-0.00559894770156115,0,0,0.00140993217244192,0.00190928009527349,-0.0114098464562317,-0.00729976833647933,0.0614821310621242,0.0162935145133356,0,0,-0.0188589767297209
SPX.INDEX,0,0,0,0,0.00417919318353509,0.00704674799463745,-0.0122175254916466,0.0113705729776019,0,0,-0.00421419789121097,0.0164452407078132,0.0124574897578353,0,0,0,0,-0.0556501314146661
VIX.INDEX,0,-0.1396883531587,0.319952318011144,0.0378073622318384,0.178481782634124,0,-0.242386193772507,-0.109497023321833,0,0,0.104361470260978,0.0842264380129834,0.0771837415872195,0.198915154771858,0.158770419833373,0,-4.56581701911922,0
