,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.348508459197399,0.120342029028609,-0.0393750675947868,0.322336726979699,0.0392356220465902,0,0.031757552743434,0,0.0701242047578677,0.0929939361372294,0,0,0,0,0
ETH,-0.0379325592916027,0,0.339685150542191,0,0.200143170276734,-0.104400571811719,0.220463538305988,0,0,-0.0132323304581882,0.0485951160273114,0.211008550928982,0.0142928811801245,0,0,0,0,-0.179527615658452
XRP,0,0.180926804573861,0,0,0,-0.0886975493497223,0,0.146178327398465,0.0894185410905302,0.0559640391970412,0.0799935956468168,0.0081440167838489,0.00370738345386221,0.0460343030681001,0,0,0,0.0656026335159741
LTC,0.521817105332474,0,0,0,0,0,0,0.0997395340107787,0,0.136943253635684,0.0945137245279804,0.047421107998048,0.0425722858880447,0,0,0,0,0.0361451896543219
XMR,0.516406029426268,0.0788834443578942,-0.0278292249437847,0.111492784100347,0,0,0.00000000000000000173472347597681,0,0,0.0000000000000000000135525271560688,-0.0306289525766956,0.0428101749591534,-0.131199559330222,0,0,0,0,0
ETC,-0.00000000000000000173472347597681,0,0,0.020839830834791,0.261320417104274,0,0.402344822397795,0,0,0.0674991025284219,0,0.207400193833088,0.0932269690913327,0,0,0,0,0.0060040996377913
DASH,0.503621633142198,0,0,0,0.19192494905356,0.309581324173798,0,0.0934843495264686,0,0,0.12613289506334,-0.013101341452729,-0.0653032922298855,0,0,0,0,0
XEM,-0.437454178865307,-0.214569000612751,0.167210027842746,0.120954469375711,-0.0471788513725826,0.0732863312622861,0.425929780802657,0,0,0.317934490365404,0.0994847658944569,0.0373309385531584,0,0.0385971874165537,0,0,0,0.116638649217288
DOGE,0.214651306497718,0,0,-0.00000000000000000346944695195361,0,0.0638171000727854,0.00000000000000000693889390390723,0.0256152090302724,0,0,0.0116324671891843,0.150762541633657,0.0239279346230716,0,0,0,0,-0.0877999003747922
ZEC,0,0.209335933404447,0.367719025761799,0.434354478917207,0.09507040921827,0,0,0,0,0,0.0172823777837752,0.173267580081797,0.374239652363044,0,0,0,0,0
XLM,-0.155293743458304,0.162404056396336,0,0,0.0702572767675345,0,0.149480624434395,0.105579401177051,0,0.151336658854065,0,0.120796511435895,0.137463229540097,-0.454847573581386,0,0,0,0
NEO,0.391273453254535,0,0.836183735424095,-0.35099594671568,0.199897865697113,0,-0.180720152392988,0.184467339350027,0,-0.0801795910987091,-0.00764804676263158,0,0.0985574025552902,-0.203384656647518,0,0,0,-0.190299314146868
DGB,0.671321339495292,0,-0.273610079342187,-0.47736513430862,0,0.149068053051566,0,0,0,-0.0119632955869772,0.0621226283240258,0.220730639105753,0,0,0,0,0,0
BV010082.INDEX,0,-0.0483604272709718,0,0,0.0395556800627016,0,0,0,0.0659181640250615,-0.0356780176399416,0,0,-0.00690671357955571,0,0,0,0,0
CVIX.INDEX,0,0.118990109418494,0,0.0591226025423159,0.0591209556762978,0.067601785282123,-0.0174977985115046,-0.0460879796299402,0,-0.0411334046827624,-0.0524537580957308,0.00560587195094853,-0.0458291009906913,0,0,0,0,0.0739681045935386
DXY.INDEX,0,0,0,0.0102173417713383,0.00356107616399269,0,0.0114643793824709,0,0.0368381874665985,0,-0.00943489792821213,-0.0113364148859932,-0.00663881556204933,0.0470027592354066,0.0012362128469821,0,0,-0.0126097628435429
SPX.INDEX,0,0,-0.00779597191318308,0,0.0076519406197012,-0.00271159635435802,0,0,0,-0.00262094865000105,-0.010112150769854,0.0138122014537238,0.00409144722925332,0,0,0,0,-0.0537249520554724
VIX.INDEX,0,-0.588219262488893,0.763164462209184,-0.0119827020841872,0.164116272237594,-0.15762267992669,0.198331808074873,-0.214497555977702,0,0.00000000000000000346944695195361,-0.076096424012967,0.115236315699879,0.147370790810427,0,0.134885797897632,0,-2.21262727732905,0
