,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XLM,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0167932902625955,0,0.819050478215965,0.0350529699200539,0,0,0,0.0356504573619239,0.0110016985813418,0,0,0,0,0
ETH,-0.822996274159207,0,0.393277520522025,0,0.100614103616,0,0.271126423090581,-0.629520628781115,0.185049931727168,-0.0237610599907708,0,1.07290288127734,0,0,0.237873026421314
XRP,0,0.0570850173532152,0,0.276887453854071,0.0512181000704067,0.00521101311199406,0.00497614916630484,0.0762640147494204,-0.0323234952393479,0.0121063063308164,0,0,0,0,-0.097395643652148
LTC,0.722915536857863,0,0.0758067492048274,0,-0.0123091715771656,0.0213454933575643,0,0.0290066148854308,0.0122331648609189,0,0,0,0,0,-0.0283309415823666
DASH,0.781018137259423,-0.0964863047913642,0.0810065969081767,0,0,0,-0.18215221541753,-0.24620158206669,-0.0770386230781249,0.366699048693618,-0.0824005514886083,-0.749217568630398,-1.81595037705826,-1.4504767341904,0
DOGE,0,0.33260509172389,0.0557218683083895,1.27493303961917,0.291473245978594,0,0.145123437117616,0.7309281521886,0.0766002884325427,-0.233307299675832,0,0,0,0,0
XMR,0.365308381402891,0.375980291290556,-0.0953603941423041,0,0,-0.406735035267271,0,0.835394862053708,-0.273080742682862,0.105382950999398,0,0,0,0,-0.233039259715483
XLM,0,-0.0990259750993674,0.3573271790155,0,-0.347723232543394,0.248392759701378,0.151034510732679,0,0.178966555935328,0,0,0.515109750280464,0,0,0.367924725609615
XEM,-1.6423321856492,0.0561407555555624,0,2.0271423177784,0.264601179799732,-0.038788647279081,-0.0445496659247149,0.130447931427506,0,0.0380952388717525,1.7731859540384,0.604560967460343,-0.292062831062751,0,-0.32104162173505
DGB,0,0.0487827282973556,0.0377709132201061,0.77321498726065,-0.134811908594447,-0.239886868835471,-0.502816788150726,0,0.131914606381419,0,-0.457329515910136,1.08628293238448,0,0,0
BV010082.INDEX,0,-0.0191274792954792,0,0,0,0.0370005915009835,-0.00290283399688629,0.00398278281289019,0.0213258110623769,-0.0178864759716588,0,-0.115534078888634,0,0,-0.0540546766912687
CVIX.INDEX,0,0.0166217950930864,-0.187408346510211,-0.111347976573182,-0.0243967244757874,0,0.0843612930044303,-0.000326288231357157,0,0.0468181938632319,0,0,0,0,0.16309566998672
DXY.INDEX,0,0,-0.0941361094244537,0,0,0.00321190221337623,0,0,0.00462948302064549,0.00497813252654662,0,0,0,0,-0.0156294459071694
SPX.INDEX,0.022263601026572,0,0,0,0,0,0.0148597238919265,0.00561492109576802,-0.0161693122230086,0,0,-0.0667975227573336,0,0,-0.127954652466679
VIX.INDEX,0,-0.21861207972089,0,0,0.222170449022255,0.0795295696786974,0,0,-0.00155858148388801,0.0453753425040293,0,0.608569472719485,0,-1.23850904868608,0
