,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.142489202139859,0.447733430372125,0.0791792650893918,0,0,0.0406906538614872,0,0.0193325109898532,0.014218344971451,0,0,0,0,-0.0227612237773976
XRP,0,0,0,0,0.0877964860035278,0,0.777407091717624,-0.177877289037753,0.0599940815200227,0,0,0,0,0,0
LTC,0.800743544505914,0.0305545967445217,0,0.0723699635565842,0,0.122270162595277,0,-0.187610028068046,-0.00685177782333929,0.0133066074559905,-0.212858575866773,0,0,0,-0.0468326587178086
ETH,0,0,0,0,0.600100648804484,0,0,0,0.0822454633192474,0.307758887754761,0,0,0,0,0.142169564624956
DASH,0,0.0317042878744469,0.361022289704156,0.0188826494714263,0,0.267894923134641,-0.292264348217397,0,0.0402809804278651,0,0,0,0,0,0.0521377996315341
DOGE,0.283269282671638,0,0.190085581463042,0,0.1548736058427,0,0,0,0.0694075643910928,0.015218363364146,0,0,0,0,0
XLM,0,-0.0193844562903599,0.638522259598729,-0.297517627181135,0.163118066193391,-0.514118325197864,0,-0.260018156202908,0.0886615051472577,0.196331180265059,-0.570325550295073,-0.457447278456243,0,0,-0.00624461533242708
XMR,0.169515101426817,0.203191883113623,-0.115725978671537,0,0.00858599767000606,0.631060105471975,0.113055311884664,0,-0.0547105472032494,0,0,0,0,0,-0.0516997170637914
XEM,0,0.249617139282617,0.608003746075253,-0.188223232715799,0.3834281402433,0,0.12868086697149,0.340686585411517,0,0.208891549773855,1.02796700711294,-1.52197887832733,0,0,0.368018998172966
DGB,0,0.0898486166625917,-0.479831622915385,0.283600474665067,-0.877453423550052,1.10022326717276,0.488975214381314,0.183824764930503,0.180852078737072,0,0,0.805951307370426,0,0,0
BV010082.INDEX,0,-0.0444920875264366,0.0567695125892146,0.00170596932293995,0,0,0.0745273634915477,0.0260969427826459,0.0247707594788706,-0.0108744462322508,0,-0.103329066144335,0,0,-0.0575010787088577
CVIX.INDEX,0,-0.121468199179333,0.202813856256094,0.0327877395646979,0.0703869715647854,-0.264003130824871,-0.119156474001361,-0.117482011327017,-0.0283029821912654,0.0430156210261282,0,0,0,0,0.0293307212103694
DXY.INDEX,0,0.000000000000000000216840434497101,0,0.0165447708543135,0,0,-0.0600507020196897,-0.00000000000000000173472347597681,0.00180290688283764,0.00102579077341558,0,0.142577408453455,0,0,-0.0366862637861611
SPX.INDEX,0,0,-0.0107780962080308,0.0147960108552746,-0.0150230885568719,0,-0.00854009241469392,0,0.0168558180301179,0,0,0,0,0,-0.087450170975961
VIX.INDEX,-0.0303116584725244,-0.00777568627822803,0,0.176411184317993,0,-0.163930540058993,0,-0.100386293429909,-0.0259121281896418,0.0961841732988986,0,0.189927851788439,-0.48055858698059,-6.24951390967976,0
