,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XEM,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.000000000000000000867361737988404,-0.047829798093521,0.771740701398151,0.0323233520546991,-0.0178626552500058,0.0256116099733906,-0.0137151579061707,0.0056718002948616,0.00666711550474184,-0.0957661316782354,0,0,0,0
ETH,-3.07262487701253,0,0.363452957901355,0.88765876140764,0.372202564379215,0.114269291000401,0.221901169741689,0.113123230769855,-0.350240241127328,0,0.85729748130934,-0.279655777165452,-3.06862684333748,0,-0.00401760929837894
XRP,0,0.00596743542058795,0,0.318199962309519,0,0.152826047522315,0.028466980631087,0,0,-0.0786310739467808,0,0.216175868813978,0,0,-0.0829541337409709
LTC,0.305008485732889,-0.0371831821104203,0,0,0,0.030512368569022,0,0.0179328124736353,0.0137220852980666,0.00440515238913064,0,0,0,0,0.0163867790765983
DASH,0.0191172723865377,-0.0951398957243121,0.0498491602770288,0,0,0.240029184923953,-0.000000000000000000867361737988404,0.00404901534751326,-0.337278080333246,0.0167419749270962,0.541908706621103,-0.788844400219524,0,0,0.214232222642871
DOGE,0,-0.0508949818260064,0.145793268940473,0.190702989094116,-0.0607203542467524,0,-0.0934284558653084,0.0286687259602352,0.11405625359125,0.0827589769901466,0.275223861953659,0.272666072326904,0.682635069772985,0,0.0736194904859825
XMR,0,0.320546983848603,0,0,0,-0.464725138587188,0,-0.276328537142258,0.821355494004612,0.119547796954248,0,0,0,0,-0.168416107148139
XEM,0,0,0.279100494049981,0,0,0,0,0,0.0231232459171607,0.145809646490217,0,0,0,0,-0.114908301091424
XLM,0,-0.103373619108515,0.485032777922893,0,-0.332198538077556,0.218211395865456,-0.000000000000000000216840434497101,0.244552927095123,0,-0.0139082004924658,0,0,0,0,0.181399676630528
DGB,0,0.00000000000000000693889390390723,-0.511401021719976,0.554576654887827,0.622173937292088,0.668702717140975,-0.179813374305204,0.112823660442673,0.26815878755965,0,-2.24522932903186,-0.450469008586938,0,0,0
BV010082.INDEX,0,-0.0176102220003881,0,0.0407876998686836,0.124490557248019,0.0332561093628163,-0.0408909762822631,0,0.0783493291249652,-0.113746011309192,0,0.0259754839056768,0,0.607479596169202,0.00942995488826453
CVIX.INDEX,0,0,-0.228870932905499,0,0.0525594867442113,0.159098685409882,0.0365902955760637,0.0138353126308311,0.0554267490198168,-0.0251756474514253,0,0,0,0,0.135587149225827
DXY.INDEX,0,0,-0.0691785894036134,0,0,0.000432275775217602,0.00136505915258831,0.00712577043263114,-0.0126854233133348,0.00812339894364887,0.0560680156704134,0,0,0,0.0146402490342527
SPX.INDEX,0,0.00382971579646991,-0.0654270638078209,0,0.00424938681544724,0,0.0094209472143495,-0.00873177101636502,0,-0.00211923384113572,0.0442565858297642,-0.00122938402356764,0,0,-0.12935913225421
VIX.INDEX,0,0.0488406685911524,0,-0.0207476171648541,0.0475615480427231,0.206140385016892,-0.0315881986069559,0,0.0627361524635969,-0.0932341242037095,0,0.0655204235453752,0,-4.72083860656741,0
