,BTC,ETH,XRP,LTC,ETC,DASH,XEM,XMR,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0199025483106889,0,0.513725326900463,0,0,0.0546570404988444,0.168726626473007,0,-0.00972031548797499,0.0477206112349011,0,0,0,0,-0.0310823778756664
ETH,0.779046114003957,0,0,0,-0.239732390402661,0.0329933425869146,0.00000000000000000173472347597681,-1.12958945618678,0,0.0460564185543433,0.776161516743345,0,-0.226334391255931,0,0,0
XRP,0,-0.0393565210178548,0,0,-0.00745911317244077,0.116152701902664,0.00628291893643732,0.0395916084275123,0,0.0823218920991832,0,0,0.216208189536982,0,0,0
LTC,0.822378297334658,-0.0363462957581131,0,0,0,0,-0.0532590525040266,0,0,0.0898490915513658,0,0,0,0,0,-0.0526024444197846
ETC,0,-0.324611965597347,0,0.275895596906623,0,0,0,-0.396348128682273,-0.879423252864306,0.209072376690691,0.3888144509321,0,0,0,0,0
DASH,0,0.0540641823978083,0,0.0942432979957941,0,0,0,0.101315115490176,0,0.0090134030140932,0.0894576583857774,0,0.122697314488287,0,0,-0.0185198220599768
XEM,1.29538372130108,-0.0120119268147087,0.469973712289788,0,0.0454136788071452,0.224445506155532,0,0,0,0.430262430163323,0.186503470676979,0.970041276084649,0.238462568580819,0,-3.87049035751164,0
XMR,1.2430344470511,-0.149311808109121,-0.0490996153812778,-0.202486519964162,-0.0931525027338366,0.174518639790262,-0.0858950871099571,0,0.0775586680981365,0,0.0629910806757749,0.713397080505838,0,0,0,-0.065753777306341
DOGE,0,0.0582074177112846,0,0.410942926247349,0,0.142095238796303,-0.0194415108154219,0.184391884912867,0,0,0,0,0,0,0,0
XLM,0.263656083237347,0,0,0.237602096501441,-0.036404224106791,0.1496667977423,0.204866022851494,0,0,0,-0.222591953187761,0,-0.265045768766185,0,0,0.132964981217222
DGB,-0.209662723334114,0.518072513012406,0,0,0.100059462869423,0.516823673076534,0.129952314502073,0.0218883288323965,0,0,0,0,0.634068406436936,0,0,-0.240180531273562
BV010082.INDEX,-0.253486329635862,-0.0206578225652507,-0.0414921660464334,0.0351954257909777,0.028235527533148,0,0.0197421196299388,0.0753446425664176,-0.0584621230859293,0.0596088518808621,-0.00533679508310983,0,0.062572540352492,0,1.02514411338608,-0.0280512061007566
CVIX.INDEX,0,-0.137640441739596,0.0765119324111512,-0.10110767541139,0.0121893914390598,0.386040134911856,0,0,0,0.0415120433792883,0,0,0,0,0,0.149129936604519
DXY.INDEX,0,0,0.0142551271641433,-0.0154142450402934,0,0.0144802417718368,-0.00348260152461814,-0.00702175641749998,-0.00258375412734089,0,-0.0133264545077833,0.089636651835494,0.0959123652482867,0,0,-0.0185356336228708
SPX.INDEX,0,0,0,0,0,0,-0.00754412963761713,0,0,0.0174089274542944,0,0.00827830042907412,0,0,0,-0.0831549947244487
VIX.INDEX,0,0.297886156249793,-0.364537572472725,-0.142224211531261,0.136237676624053,0.351956194655116,-0.135958197304822,0,-0.501731084547024,0.506068331482004,-0.290453527769167,0,0.918357294529911,0,-1.41431392034105,0
