,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XEM,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0163665209883774,0,0.798377428520863,0,0,0.0550102485935317,0,0,0.0108234536793116,0,0.00307163410858664,0,0,0
ETH,-2.76840433380344,0,0.436525767210981,0.259615577473686,0.431824384461748,0.0361163238682566,0.207459352093269,0.116181114305322,-0.271917180325995,0,0.91562891756606,-0.553931441799228,-2.67536360616773,0,0
XRP,0.167915777085347,0.0212945197510015,0,0,0.0379500859503986,0.0358447261875722,0.0533022691374643,0,0,0.0245764548820771,0,0,0,0,0
LTC,0.372077883891278,-0.0314878346308907,0.00338408237093971,0,-0.00922620477156485,0.036597019267396,0,0.00951432746719938,0.024021012993169,0.000848433706717454,0,0,0,0,0
DASH,0.660324138194231,-0.211048120625094,0.191747663411325,0,0,0.260364459244111,0.104257649564517,0.0390788839266875,-0.527958731921404,0.0134570540628169,0.212142038632618,-0.376583436609691,0,0,0.503630569394728
DOGE,0,0,0,0,0,0,-0.0923748120383868,0.0329052003428375,0.205098822097041,0.0490159360174703,0,0,0,0,0.134281117706134
XMR,0,0.331935378130071,0.472261743556774,0,0.084097655686369,0,0,-0.226230721784176,0.595653884443688,0.0764373455342979,-0.331688288915792,0.465823794026559,0,0,-0.352198740603949
XEM,0,0,0,0,0,0,0,0,0,0.151749717911748,0,0,0,0,0
XLM,0,0,0.399052394306674,0,-0.516283583478257,0.207587729887085,0.093647270636405,0.220751456286929,0,-0.0322853392023983,0,0,0,0,0.394902010658787
DGB,1.60889028869912,0.184890348154387,-0.988488601012636,0.000000000000000111022302462516,0.553091369967843,-0.0414171303761327,-0.110162569971918,0.237030266623582,0.376523123906434,0,-1.15011196897931,-0.476160583477895,0,-8.50858280176891,-1.07846622324607
BV010082.INDEX,0,0,0,0,0.139255713778239,0,-0.0500705488032118,0,0,-0.104595041325875,0,0,0,0,0
CVIX.INDEX,0,0,-0.206709912456115,0,0.0435440334911836,0.117023236914336,0.0352727620942126,0.00846486465226729,0.0577266701925506,-0.0250886308206345,0,0,0,0,0.143123111264033
DXY.INDEX,0,-0.00116361068588076,-0.0700397180582107,0,0,0.0012028314587386,0,0.00745644942451769,-0.0134302897242887,0.00819531688158872,0.0564112864511607,0,0,0,0.0155719394058911
SPX.INDEX,0,0.00249022472751597,-0.0660049730773069,0,0.00253447211245013,0,0.00901905945331387,-0.00812054286925941,0,-0.0025358952973514,0.0407318712873223,0,0,0,-0.126061850426679
VIX.INDEX,0,0.0622347121249334,0,-0.0209533716523155,0.0637642839134562,0.132123642335077,-0.037913035317876,0,0.131614727244104,-0.0875618469381514,0,0.0821366523466953,0,-4.07421365965419,0
