,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0365150861606897,0.267704737079966,0,0,0,-0.0196346809004937,-0.0270219294603771,0,0,-0.166998538886428,0,0,0,-0.0513302012999103
ETH,0,0,-0.074862018077874,0,0,0.24798238222659,0,0.319249181219847,0,0.0170959222465126,0.890714462936003,0,0,0,0.357345502774619
LTC,0.768895927761146,-0.0137321733290854,0,0.0978369500034502,-0.186250949643086,-0.285232763635088,0,-0.0741639331812423,-0.221764369564282,-0.0108942464839819,0,-0.0391706634654181,0,0,0
XRP,0.13132463199028,0.0351369498647912,0,0,0,0.176463316665916,0,-0.0308592564274549,0.100427742989258,-0.10483387292065,-0.281786775610009,0.0894286113925664,0,0,-0.0266678569602213
DASH,-0.224065841493758,0.0791086632730378,0,-0.099586054990847,0,0,0.0961877381457229,0.0680498153705019,0,0.122021954737891,-0.200194224160464,-0.356729755411437,0,0,0.175619002545613
DOGE,0.186105234309158,-0.0425571935084829,0,0.0570280217008661,-0.021505375944987,0,-0.071502840365626,0,0,0.0354662196389168,0,-0.263886415884385,0,0,0.0280313186096354
XEM,0.521650839277562,0,0,0.136245747080189,0.69476663349222,0,0,0.158429661373037,-0.140464238000129,0.136869087332267,0,0,0,0,0.290589376401847
XMR,0,0.277508232805327,0,0,0,0.15864533558593,0,0,0.333403545535426,0,-0.238180456673435,0.325691413680338,0,0,-0.0368732251598802
XLM,0,-0.0389388219117267,0,0.164193920352922,0.0730578314305103,-0.116517481541784,0,0.155465382343901,0,-0.059803079772504,-0.0254287607199597,0.340903448624398,0,0,-0.109195405038998
DGB,-0.610990888985107,0.16158721674676,0,0,0,-0.220864881676906,0.32675247182176,0.258500723136855,-0.327974114718867,0,0,0,0,0,0
BV010082.INDEX,-0.0313782136716361,0.0851128996853345,0,0,-0.187865726431374,0,0,0,0.0297484770830452,-0.0580728628792818,0,0.146752479450891,0,0,-0.0966809773833537
CVIX.INDEX,0,0.107013354660395,-0.152233137370288,0.0474134391743794,-0.194676818053334,0,0,-0.00525579951338729,0.314413145344268,0,0,0,0,0,0
DXY.INDEX,0,-0.00558053242404551,0.0546963307619723,0.0422676752451054,0.0104467099948948,0,0.0459178004589284,0,-0.022627492552203,0.0161124107338699,0.162160228677913,0.0385730736239759,0,0,-0.0209100940507245
SPX.INDEX,0,0,-0.0111701516720008,0.00956110681323766,0,0,0.028918400091441,-0.0360876824355104,0,0.00670190342622937,0.00684282627873907,0,0,0,-0.0872813948833351
VIX.INDEX,0,0.0956259041926653,-0.372699646755303,0,0,0.165093376344275,-0.0198446469614782,-0.122169931100536,0,-0.212015417646842,0,0.385382415620924,0,-3.65046418233779,0
