,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0758615402486822,0.0747922651489549,0.299866216102185,0,-0.0391547373042997,0,-0.00838873408892851,0.0584484082364822,0.0226784126386169,-0.12042271223638,0,0,0,0
ETH,-2.1744214068194,0,0.397854376899177,0.182695439224713,-0.11114664899691,-0.944764739665471,0,-0.120737072374626,0.291946365141184,0.0618507227195417,0.013210293560209,-0.416328358708814,1.78888576900709,0,-0.00000000000000000173472347597681
XRP,0.738203871050799,0.11869439216992,0,0.0582163183350569,0.476679015200047,0,0,0.0362841143224484,0,-0.0508407484133783,0,0,0,0,0.0797429471553284
LTC,0.769363126484001,-0.07636254501916,-0.0232461715309179,0,-0.152688789343004,0,-0.0399015579389176,0,0,0.0446107435665894,0.149311700668357,0,0,0,0
DASH,-0.00000000000000000346944695195361,0.099479946666774,-0.210151875955323,-0.441694054618872,0,-0.00937152172136557,-0.0259634467224192,0.126997377699825,0.0782380606335597,-0.0715356029170343,0.135900924117634,0.0871553703454304,0,3.06620445951995,0.482995656401232
DOGE,0.0786371939983063,-0.0298353893039985,0.0273702303411769,0.170643701392674,0,0,0,-0.035056095540926,0.0294537229737736,0.0487775714921213,0.310609384668248,0,0,0,0.0254619843715933
XEM,0,0.0703003473184193,0,-0.11891417267079,0,0,0,0,-0.02451404582728,0.0901159253325526,0,0,0,0,0
XMR,-1.05029238153331,0.313118446881482,0.181451507938901,0,0.392803694037991,0.171291550180206,-0.166568527929298,0,0.49486116972252,-0.140532967269893,0.301961227312108,-0.380311441137546,0,0,-0.592460244047193
XLM,0,0.120426409930136,0.441545022261819,0.366606268946031,0.183019423542058,0.159057132840394,-0.0529647269605012,0.123186886988184,0,0.027074310389512,0.000000000000000000216840434497101,-0.239371603231308,0,0,-0.0680711376246829
DGB,0,0.529639540583277,-1.61918429079738,-0.59061499030158,0,0.553577694257374,0.0974360117397062,0.129110489095922,0.275451543316259,0,0,-0.989614663167429,0,0,0
BV010082.INDEX,-0.0669127488475255,0.0842265858931951,-0.0695423791016193,0.234138589313713,0.158516384472981,0.139440436301485,0.0318247681990131,0,0.0475420905121195,0,0,0,0.902788322369663,0,-0.103172134669726
CVIX.INDEX,-0.0161405418051667,0.0252662679217657,0.229071514337763,-0.151723303193437,0.0405523619948332,0.119079285619198,-0.178996762462776,0.0681265724355487,-0.00000000000000000346944695195361,0,-0.055733237948717,0,0,0,0.105036436225468
DXY.INDEX,-0.0305705412647622,-0.0201160346635187,0.023411568686823,0.049833740105463,-0.0200456413861271,-0.0275349585203222,0,0.00896641375932445,0.0333854708160988,0.0145961974064124,0.071393813560448,0.0285694038580761,0,0,0.00423280547492889
SPX.INDEX,0,-0.000963435368617984,0,-0.0172237559039749,0.00756767307500564,0,0.0206996627212414,-0.0112814233163528,0.00834311171686459,0.0000223043690767716,-0.0245197047322906,-0.0215077446235635,0,0,-0.0955144148765856
VIX.INDEX,0,0.115502257651244,-0.0000000000000000138777878078145,-0.098595917013175,0.412230761563107,0.408413137427663,0.0941796574641635,-0.290372099367514,0.0701071250540379,-0.155944537027009,-0.295718369200892,0.11787101959052,0,-3.8943651376989,0
