,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0202227267908654,0.121196303946162,0.10536327743604,0,0.112390331850184,0.0814663958161833,0.0335038185600937,-0.0222794672350338,0,0,0,0,-0.0244432839571828
XRP,0.663772874464453,0,0.0940341642746206,0.152258495849336,0.201318102558399,0,-0.11546175922259,-0.176967906926302,-0.0561658489058651,0,0.0704022352544974,0,0,-0.00000000000000000173472347597681
LTC,0.665319479027771,0.145758770302465,0,0.107328792559919,-0.238980364603471,0,0.0579191560390529,0.0437368349638819,-0.0306186006514246,-0.195665062616166,0,0,0,0.0641453381301852
DOGE,0,0,0.206548759644269,0,0.39659608726631,0,0.192417131015342,0.236142002022681,0.0931137619618541,0,0.520585200088999,0,0,0.0285149866889337
XLM,1.2626515367513,0.368452947194968,0.477708540207605,0.120278923455604,0,-0.369979299371403,-0.490358094894072,-0.189467683906252,-0.105595174842583,-0.860057075729968,0.236705071985056,0.794272919630324,-1.60946244808421,-0.430006445947582
DASH,0.19476701300372,-0.0559489516049389,0.084575100007026,-0.115785936943589,0.680878977733728,0,-0.0449288643872112,0,0.210587863724564,1.62876360026824,0.151441182333844,0,0,0.00317129847664407
XMR,0.798509830698385,0.111256197511254,0.410992234184752,0.114522364148884,-0.385503303554465,-0.457150050996353,0,-0.143437871218529,-0.15802313219583,0,0.249439155926118,0,0,-0.307305999709173
XEM,0,-0.438690140602496,0.38926935263165,0.845340951333538,-0.221526300476826,0.331596554755457,-0.227971807019435,0,-0.42141287830904,0,0,0,0,-0.321758101907893
DGB,0,0,0.257341881639616,0.10040682516984,0,0.0781919509298339,0.370734410413267,0,0,0,0,0,0,0.212194426653539
BV010082.INDEX,0,-0.0166872605343667,0,-0.0685469337685171,0.0160079674435716,0.0327798695277796,0.0439371663595414,0,0,0,0.221901286527725,0,0,0.00562967797809274
CVIX.INDEX,0,0.0146618652997379,-0.0254750972324482,0,0.0912563838290083,-0.0489176734043943,0,0.00527100044712886,0.136683339803431,0.30974366561029,0,0.615111285904481,0,0.0809561894414847
DXY.INDEX,0,0.0280216481771293,-0.0543681174433406,0.0257761958103505,0,0.0380966092861994,-0.0188113349766946,0,-0.0194596862137232,0.177232930722719,0.0715238664466246,0,0,-0.014753235200937
SPX.INDEX,0.0194828864110518,0.00400922774809751,-0.0114895344956753,0.0143686682383432,0.00110922281442622,0.00175693753397519,-0.00221037097802688,0.0053755154098618,0,0,-0.00160771964905167,0,0,-0.0869664557918105
VIX.INDEX,0,0,-0.100955890382917,0.120616086774457,0,0,-0.248417928483194,-0.00000000000000000693889390390723,-0.000506512110088399,0,0,0,-5.48523042217023,0
