,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0994481204951158,0.298945265793238,0.0692077007795367,0.0455933211390235,-0.0421410416437145,0,-0.00286384393075553,0,0.0210899072206934,-0.141814884138599,0,0,0,0
ETH,-1.81936605179721,0,0.435033016553706,0.56000198106425,0.235298743661215,-1.0835967052414,-0.132377017462881,-0.128908012150196,0,0.251448465195349,0.248137007534953,-0.110326882423944,0,0,-0.0686150184428563
LTC,0.550325102056373,-0.0712325123792452,0,0,-0.0798118967915221,0,-0.0725610822893257,0,0,0,0,0,0,0,-0.00777026996188287
XRP,0,0.131194017797567,0,0,0,0,-0.0603193221952986,0.0992300853430761,0.161785695120606,-0.242180194507418,0,0,0,0,0.123450649570678
DASH,0,0.0617762064002244,0.112124699203607,-0.243463216143461,0,0.197885814441866,0.163683000962989,0.280018752158161,0,0.00554301166317307,-0.0789344728626768,-0.230562342024775,0,0,0.127352762517537
DOGE,0.127182163428924,-0.0706206606032508,0.359511624851335,0,0,0,0.0362404485576748,-0.0819230966578647,0.117716890040184,0.133021795064655,0.479235814275064,0,0,0,0.118595485399201
XEM,0,0.0230867867962138,-0.165370774216205,0,0.391265302821208,0,0,0,0,0.158575111854624,0,0,0,0,0.112389706715797
XMR,0,0.514623987490102,0,0.119545681265844,0.159750493937124,0.416084973868128,-0.156842741942669,0,0.297312788762519,-0.163053571696929,0,0,0,0,-0.675323732089269
XLM,0,0.0866600815873077,0.307449917429868,0.357341388291237,0.0664403650070633,0.0690790183906897,-0.059369896121632,0.177883714151666,0,0.0333602660843521,0.0608580636116233,0.443719813553273,0,0,-0.0855473140815041
DGB,-0.767170286914075,0.383985798568679,-0.304693314565845,-1.09217215923396,0,0.509588043981379,0.435347739015432,0.177322119859082,0.310978226646736,0,0.10194099620659,-0.366160579020572,1.23724613209297,-2.32127442773658,-0.406718493654961
BV010082.INDEX,0.0253253826056265,0.0584250494883444,0,0,0,0.125257951861025,0.0691039269072045,0.096632435530338,0.180780746770527,-0.0892329365234051,0,0.166425922139443,0.757935494425419,0,-0.027371363133367
CVIX.INDEX,0,0.0540469781233842,-0.209015203189013,0.0268608419821869,-0.121762660102247,0.0977498609627605,0,0.0180797359402002,0.334694499210889,0,0,0,0,0,0.0879420723126599
DXY.INDEX,0,-0.0190411491811588,0.0276369261745994,0.0225066328353961,0.000402579658015443,0,-0.0136540458459144,0,0,0.0298397677922856,0.0763965861504241,0,0,0,-0.00727059260557482
SPX.INDEX,0,-0.00740569428378825,-0.0268376990947682,0,0,0,0.0151938556921739,-0.0141983167018157,0.0172611600267124,0.00594805604158659,0,-0.018709480427142,0,0,-0.0947903051202361
VIX.INDEX,0,0.14979550072233,0,0.0770861553093915,0.498766050172073,0.405752971166108,0,-0.426154947703649,0,-0.168083783726305,-0.155243344417193,0.0302175551418225,0,-1.73418270491934,0
