,BTC,ETH,XRP,LTC,XMR,DASH,ETC,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0417991949912358,0,0.358466334637666,0.157734939195168,0.256067395706136,0,0,0,0,0,0.029843158479065,0.0738303555345688,0,0,0,0,0
ETH,0.244464494805465,0,0,-0.199045240215392,0.0950292129340331,0.24056536617414,-0.0115386649099796,0,0,0,0.0389920604062149,0.160849067462563,0.192519380771797,0,0,0,0,0
XRP,0.00000000000000000346944695195361,0.0959872925475148,0,-0.0567841286695354,-0.000000000000000000216840434497101,0.00420531873780546,0,0.0635425711551201,0.445267500518589,0.0705547355068081,0,0,0.0186049460640698,0,0,0,0,0.085720712630279
LTC,0.667750005883703,0,0,0,0.0131474287463891,-0.156883703228866,0.123967647588744,0.113719327425781,0,0.081387685400278,0.0932211768653896,0,0,0,0,0,0,0
XMR,0.633371952862799,0.19613640717342,-0.32848533492974,0.239230882139482,0,0,-0.0883033724604993,-0.0865714185849235,0,0,0.144028707711122,-0.0592383849373566,-0.121857667965285,0,0.238687970717123,0,0,-0.113246946718961
DASH,0.284875777387399,0,0,0,0.187594042911865,0,0.308125486962994,0.145106743855757,0,0,0.0202417111102373,0,0,0,0,0,0,0.0588893494186688
ETC,0.254637977216425,0.324789392008912,0,0,0,0.0762629352701886,0,0,0,0.117759035476203,0.267810948292061,0.0727803018670985,0.111071444257544,0,0,0,0,0
XEM,0,0,0.267933382898766,0.0911652084196233,-0.0923493060875988,0.200626617666127,0.202354097311693,0,-0.998876455022469,0.21675823632312,0.403459234679554,0.0470542950964161,-0.0901563788964429,0,-0.983140823426901,0,0,0.0460204913238587
DOGE,0,0,0,0.168609220765155,0,0,0.0991472233376741,0,0,0,0.180979457044436,0,0.0211632597992834,0,0,0,0,0
ZEC,0.485252236672734,0.093497717654066,0,0.295965313000728,0,0,-0.018836768576831,0,0,0,0,-0.148900305794568,0.138534113349226,0,0,0,0,-0.0811506314353347
XLM,0,0.0808896805084651,0,0.0102615762761379,0,0.00949996333592189,0.189045698388727,0.0493152076067159,0.274329652160647,0.081541186344259,0,0.0551577320867561,-0.0673665886768951,0,0,0,0,0
NEO,0.238337462267032,-0.00960338850374557,0.549190921785543,-0.236846497166864,0,-0.300586039467697,0,0,0,-0.0521296851097156,0.700755977775102,0,0.0236638099885527,0,0,0,0,-0.329686967336187
DGB,1.33625755329542,0,-0.0576110954044902,-0.862637388057343,-0.339232006479112,0.0474793053859693,0.163168320170235,0.0784863096223786,0,0,0,0.169436575885128,0,0.0315521284288712,-0.127720377164093,0,0,0.122827789010631
BV010082.INDEX,0,0,0,0,0.0795712066218521,0,-0.00897834160147887,-0.0171164543646251,0,0,0,0,0,0,0,0,0,0
CVIX.INDEX,0,0.120268717462421,0,0.122757884998665,0.039903459367204,-0.0360034497545233,0.0339110463482865,-0.104149536536319,0,-0.030903056385111,0,-0.0172488673784451,0,0,0,0,0,0.0603627618064841
DXY.INDEX,0,0.0102642846328547,-0.0236229290189179,0.0170059429206381,0,0.00747975819471974,0,-0.00599708189761213,0,0.00470106224245585,0,-0.00375100469823797,-0.0107850253024655,0.146594234097477,0.0238211240242125,0,0,-0.00902706587671128
SPX.INDEX,0,0,-0.00734348410454059,0,0,0,-0.00544720462125602,0.00437128926998077,0,-0.00591734957298822,0,0.00537549330800622,0.00158030662819209,0.0455905117785074,0,0,0,-0.0539618193148557
VIX.INDEX,0,-0.327026546270294,0.340624262693243,0.0539023678753269,0.163360654755048,0.0961170288222527,-0.160391829380356,-0.0881787046580493,0,-0.0285912534263418,0.0803446877440562,0.115819089512591,0.0462677481961341,0,0.141412505739884,0,-4.93209111742805,0
