,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,DASH,XMR,BNB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.113552122271152,0.0282387053451386,0,0.0833320508569199,0,0.119928985183615,0,0,0,0,0.083458700084212,0,0,0,0,0,0
ETH,0,0,0.356471501786526,0,0.0751733804994113,0,0,0.0534289952431668,0.0889398743446862,0.0440081884717254,0,0,0,0.0885647456067182,0.181029461248315,0,0,0,0,0
XRP,0,0.0220970814773108,0,0,0.00382963300541084,0,0.0887895654545249,0.076296734658758,0.108010906278424,0,0,0,0.208635709280146,0,0.270994631124093,0,0,0,0,0
BCH,0,0.23617036631194,0,0,0,0,0,0.165116482668911,0.203150741910183,0,0,0,0,0,0.170519776454056,0,0,0,0,0
EOS,0,0,0,0.129023032086152,0,0,0,0.374135046534965,-0.109701623249672,0.199334125886617,0,0,0.321249392602007,0.395751846492075,-0.14286255247296,0,0,0,0,0
LTC,0,0,0.229173823810826,0.0764364490386606,0.00000000000000000346944695195361,0,0,0.0341721594919309,0.0538350907998603,0,0.121691947997427,0,0.0415103239726899,0,0.0981947722103733,0,0,0,0,0
XLM,0,0.0524286295684686,0,0.0885240195864615,0.179615568313628,0,0,0.16468431282152,0.0685306138332246,0.0426009205586409,0.134406268323009,0,0,0,0,0,0,0,0,0
ADA,0,0.0136719882619143,0.137577589787965,0,0.127992234680005,0,0.196155660538856,0,0.1511273446894,0.131087151560251,0,0,0,0.0571903506884644,0.087524060254168,0,0,0,0,0
MIOTA,0,0,0.107887666086441,0.0954710803398184,-0.000000000000000000867361737988404,0,0.437293432617461,0.235622967408597,0,0,0.0777545221330473,0,0,0,0,0,0,0,0,0.129913396041935
TRX,0,0,0,0.179300700619442,0.209840898067952,0,0.379426427739388,0,-0.0886966207507224,0,0.157699147549409,0,0,0,0.154946102687335,0,0,0,0,0
NEO,0,0,0,0,0,0,0.0998785202149891,0.0178951077418311,0.102642524441897,0,0,0,0.0230945643213249,0,0.475025862506488,0,0,0,0,0
DASH,0,0.00220782944703899,0.267715171806197,0.132593548038873,0,0,0,0,0.113718023290616,0,0.154070199924085,0,0,0,0,0,0,0,0,-0.0404924778988448
XMR,0,0,0.325377036624576,0.124553168913981,0,0,0.091318885343116,0.119158479047005,0.03510319069747,0,0,0.0368918554477497,0,0,0,0,0,0,0,0
BNB,0,0.331798857961872,0,0,0.0200979419606589,0.304071101163973,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0.193144994171889,0.170447214758666,0.0297987850653605,0,0,0.23433091302052,0,0,0.032810820563785,0.125127365857924,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0.113720016810973,0,-0.0173275240097345,-0.0175967861516527,0.0676256748643216,-0.132104583999186,0.0336239284887413,0.0378974202391754,0.0762314372691451,0,0,0.111243080521184,-0.0466234482651992,-0.13855524111205,0,0,0,0,-0.274206821074707
CVIX.INDEX,0,0,0.0129553080529776,0.0279346629195569,0.00851346437143768,0.0494619468989101,-0.114834688828439,-0.15978865304633,0.114134499504531,0.101019440126537,0.0686479804109655,-0.210331666979914,0,0,0.131383459148357,0,0,0,0,0.0578592798001337
DXY.INDEX,0,0,0.0348670769034115,0.00420815207345373,0.000555648230806268,0,-0.0227523797949749,0.0120455078379176,-0.000365297516189774,0.0125115366826839,0,0,0,-0.00103783144665033,-0.0235923720063389,-0.0651633748117193,0.0165645041568894,0,0,0
SPX.INDEX,0,0,0.0121393669457839,0,-0.0192179365228652,-0.00915321490605637,-0.00598656550863456,0,-0.0210493564052416,0.0121493055949339,0.0192085067408856,0,0.0136661564532668,0.005343840858242,0.00481628420202853,0,0,0,0,-0.0904801496427113
VIX.INDEX,0,0.0000000000000000138777878078145,0,-0.0397686656668975,-0.23593620170964,0,-0.455469778015822,0.109248368084031,0.268330796476821,-0.00000000000000000010842021724855,0.568870934141102,0,-0.0888874654503595,-0.28898368934801,0,-1.34250220798337,-0.485574648054468,0,0,0
