,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,DASH,XMR,XEM,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.22809221141213,0,0.0336247079734876,0,0,0.000591977243285407,0.076967111273527,0.0301722685270148,0.0494681912319373,0,0,0,0.147010402777315,0,0,0,0,0,0.0178467052166871
ETH,0,0,0.220072845829075,0.172791034237346,0.0440445112949054,0.312647125212551,0.0391879010176783,-0.0267205652881299,0.0272308240588728,0.0264710940888958,0,0,0,0.114835034705182,0,0,0,0,0,0
XRP,0,0.20288374221744,0,0.068700148827355,0,0,0.0505694134553361,0.182643551567205,0.0331915826210139,0,0.107770566608078,0,0.0193208997100376,0.0269344568503841,0.0574090675677188,0,0,0,0,0
BCH,0,0.0646553089448267,0,0,0,0,0.21529315542025,0,0.154742090867671,0,0,0,0,0.212017858146455,0,0,0,0,0,0
EOS,0,0,0,0.403702543277838,0,0,0.219158176490668,0,-0.43385708029748,0,0.486134763160428,0,0.089492843962509,0,0,0,0,0,0,0
LTC,0,0.196183703597612,0.0592152403926358,0.134748120092816,0,0,0,0.124017731382589,0.0766457778657179,0,0.101026414055927,0,0,0,0.0595850744030375,0,0,0,0,0
ADA,0,0,0,0.0925337028565925,0.0479874552713263,0,0,0.0460908881238968,0.164987387162941,0,0.260861634981182,0,0.197768981340018,0,0,0,0,0,0,0
XLM,0,0.0390679414562634,0.177969553563196,0.139512220529821,0.0597181093531559,0,0.17539060842209,0,0,0.0104722762375703,0.0252743889525519,0,0,0.131146447397092,0.0488970162089081,0,0,0,0,0
MIOTA,0,0,0.330119569664263,0.00908460899303365,0,0,0.097038725210377,0.141015558325031,0,0,0,0,0,0,0.229324603191653,0,0,0,0,0
TRX,0,0,0,0.38460412163844,0,0,0,0.364269871391215,0,0,0,0,0.0359716539724659,0,0,0,0,0,0,0
NEO,0,0.00000000000000000346944695195361,0,0,0.0980025239136482,0,0.0291999054356194,0.126836151002513,0.224947386685335,0.0237722516184669,0,0.0921603992133798,0,0,0.196253403896905,0,0,0,0,0.00152807003556655
DASH,0,0,0,0.0478974399056243,0,0,0,0.175194333799415,0.147644818374926,0.0206948128931505,0.10184366870549,0,0.0440323920571059,0.180910948892208,0.0265081480723946,0,0,0,0,0
XMR,0,0,0.113727836425339,0.115796024447863,0,0,0.145604810149178,0,0,0.0559533522246541,0,0.159261257042775,0,0.0696571113829977,0.135243548307753,0,0,0,0,0
XEM,0,0,0.182919610257764,0.0589075813630131,0,0,0.0180237273252374,0.366464439759052,0,0.126245498443811,0.0519621010006156,0,0,0,0,0,0,0,0,0
ETC,0,0,0.355271316321512,0,0,0.265438364196036,0.0947137391243024,0.089737377337102,0,0,0.104188044790585,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,-0.0327525126622129,0,0,0,-0.0201310642436741,0,0,0.0582572588033569,0,0,0,0,0,0,0,-0.062712158787571
CVIX.INDEX,0.0948303482432683,-0.0396613918560237,0,0.122591283460745,0,0,-0.0779945681242194,-0.0856257010722544,0.0558763513259594,-0.00321135092542493,0.126654305763326,-0.280044484971019,0,0.0345729996969676,0.0134253693664424,0.350622616383396,0,0,0,0.0361666757286965
DXY.INDEX,0,-0.0208922017221707,0,0,-0.00385990696792464,0,0.00725830561211543,0,0,0.00864060220523167,0,0,0,0.00117295167206777,0.0105431883928714,0,0.0601136918315979,0,0,-0.00236438037697547
SPX.INDEX,0,0,0.0163291731909826,0,0,0,-0.00403845480746593,0,-0.00122143082241071,0,0,0,-0.0343515427036424,0,0,0,0,0,0,-0.126089496296161
VIX.INDEX,0.347247712582292,0,0,0,0,0,0,-0.02673721579378,0,0,0.20442794285515,0,-0.0772140936891937,-0.0752450404597175,0,0,0,0,-1.15317281691132,0
