,BTC,ETH,XRP,LTC,DOGE,DASH,XMR,XLM,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0246226712338078,-0.028460434366125,0.868358523869688,0,0.0200741774343824,0.0757162141749105,0,0,-0.0000918427806165436,0,0,0,0,0.0459896984603162
ETH,-0.540505706553742,0,0.336683892701456,-0.142795645713798,0,-0.0187424841543846,0.237919967518903,-0.664600681037876,0.118732811791996,0.0271720470964645,0,0.873728974426663,0,0,0.300461491378496
XRP,0,0.0417408636524954,0,0.209396727185243,0.0808560350504957,-0.00345245155223134,0.0138067295894288,0.0304744314525257,-0.0342135557230924,0.0728475385759177,0,0,0,0,-0.0731393129867364
LTC,0.770263746503356,-0.0136929217669954,0,0,0.0416133862480155,-0.0576581980336251,0,0,0.00745431609963929,0,0,0,0,0,-0.010612261381301
DOGE,0,0.287649237652161,0.321669775630338,1.20378730341517,0,0.168972482385304,0,0.778301459426209,0.120930083824325,-0.246151612842237,0,0,0,0,0.0949554971444554
DASH,0.673450688219007,-0.188894007771473,0.218760796404181,0,0,0,-0.261948070591296,-0.239255875248213,-0.0853174664409437,0.0891363582158787,0,-0.455005038853193,-2.7800025294172,-3.59953367315748,-0.449024559309185
XMR,0,0.049903608434209,0,0,-0.0367277482861942,-0.0744435467956893,0,0.759340333753867,0,0.0428823850051955,0,0,0,0,0.228269730355586
XLM,-0.505284190308409,-0.20579148802955,0.316979389727906,0,0.19647477124422,-0.052936101977577,0.323159507802389,0,0.195140224527595,0.200459615094757,0,0.765426119937821,0,0,0
XEM,-2.41858477911209,0.113937484568617,0,3.08271659647965,-0.187657511129652,0.375799072060676,0.116024713387745,-0.0000000000000000138777878078145,0,0.0867904694823125,0.152598717810833,0.290985783222337,0,0,-0.157819617138098
DGB,0,0,0,0,0,-0.08006740021804,-0.375917452475267,0.820324129223197,0.135933509267672,0,0,0,0,0,0.27197506612664
BV010082.INDEX,0,-0.0122642477892611,0,0,0.0416907169166355,0,-0.052317253322378,0,0.0102826657638744,-0.00367700196029033,0,0,0,0,-0.0644820512869514
CVIX.INDEX,0,0.01335432916867,0.090698360306311,-0.117843928817136,-0.0522390420366959,0.0271558623933241,0.0397954159651972,0.061092867421427,-0.0177083338728388,0.014759673064793,0,0,0.363870008971312,0,0.208628470954606
DXY.INDEX,0,0,0,0,-0.00493603390388403,0,0,0,-0.0158539454329252,0,0,0,0,0,-0.0218437579134276
SPX.INDEX,0.0480062314790378,0,0,0,0.00642382785715507,-0.0298806773530113,-0.000000000000000000433680868994202,0,-0.0172898880070315,0,0,-0.020520996313296,0,0,-0.115026096980429
VIX.INDEX,0,0,0,-0.117125191643062,0.0345956641774788,0,-0.167871828849381,0,-0.0921688233302515,0.158003978875489,0,0.0301931399285042,0,-3.62536286052934,0
