,BTC,ETH,XRP,BCH,EOS,LTC,BNB,XLM,ADA,TRX,XMR,DASH,BSV,XTZ,MIOTA,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.211202376405785,0,0.0977574546041193,0.0499958259855369,0.00938485991412943,0,0.0389390504299628,0,0,0.0318795493133802,0,0.0478009698343436,0.00478217730904344,0.0599466786026921,0,0,0,0,0
ETH,0,0,0.275468892846016,0,0.232728626539703,0,0.0752054643114286,0.0392298379144744,0,0.033921059773905,0.0407464708292614,0,0.0529170408892624,0,0.012271390852638,0,0,0,0,0
XRP,0,0.235059524704411,0,0,0.12096130657634,0,0.0257175064382536,0,0.0258339205007926,0.0702939986229906,0.121752007241178,0,0.00745068056662094,0.045910831216801,0,0,0,0,0,0
BCH,0.139763181221834,0.0986871580036574,0,0,0.0689003978520437,0.3595497844614,-0.0575498659343353,0.166756391385577,0.263922842522351,0,0,0,0,0,0,0,0,0,0,0
EOS,0,0.503511190585162,0,0.172491750017195,0,0.218434489344549,0.00895798405746547,0,0.0281678097982059,0,0.0725052317911117,0,-0.0484329333003563,0,0.0998253004915868,0,0,0,0,0
LTC,0,0.0340109735796041,0,0.173495463128307,0.243206225121865,0,0.123084940895916,0,0.106321499920043,0,0,0,0.234810175692341,0.0583940808187985,0,0,0.0490076148065968,0,0,0.0301125720397208
BNB,0,0,0,-0.189825829157063,0,0.38825876087383,0,0,0.0355057570336008,0,0.31011419680161,0.0422345973342587,-0.118983385670599,0,0.0833038355998467,0.172614096340624,0,0,0,-0.191095593569197
XLM,0,0.194573115673323,0,0.0996065717502582,0.0144966295487075,0,0,0,0.00131969428262593,0,0.156524840981822,0.154519841776337,0.0399277273708263,0,0.102782124981424,0,0,0,0,0
ADA,0,0,0.227999491925686,0.249445019705481,0,0.242358304768825,0,0.0707877442828846,0,0.01646477508031,0,0,0,0,0.154788791813969,0,0,0,0,0
TRX,0,0.0000000000000000138777878078145,0,0,0.198787727334611,0.0409018288379479,0,0.264037265157739,0,0,0.259138866146891,0.139201128246965,0,0.0945316197591513,0,0,0,0,0,0.0655453669574869
XMR,0,0.264827169588107,0,-0.0348381628518975,0,0,0,0.182885146662858,0,0.17250822275093,0,0.180182400348526,0,0,0,0,0,0,0,0
DASH,0,0.338860373658599,0,0.0173181041661307,0,0.0379768466547727,0,0.0935697609358586,0.00114546684528465,0,0,0,0,0,0,0,0,0,0,0
BSV,0,0,0,0,-0.22449148464932,0.563527144603063,0,0,0.201053622766524,0.250252971215734,0,0.104115586222818,0,0,0,0,0,0,0,-0.0690218245609094
XTZ,0,0,0.760862629638921,-0.348504892692329,0.100427138380149,0.254554652694215,-0.0295954096465705,1.01986152043452,0.32104669205068,-0.0490975040218179,-0.564423314870414,0,-0.303919046058431,0,-0.159736114477864,0.113553930864881,-0.949866798769772,0,0,-0.00000000000000000693889390390723
MIOTA,0,0.437465060019288,0,0,0,0,0.030075312244771,0.083225655395995,0.123919162315619,0,0,0,0,0.026888760154302,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0.168353196348688,-0.020505182370071,-0.204984886677411,-0.169326350531189,0.0610335407615825,0.266777375675773,0,0,-0.041273855683618,-0.10724659101407,0,0,0,0,-0.100216047837194
CVIX.INDEX,0.736310247717784,0,0,-0.194386352104065,-0.209494463301563,0.271218142462912,0,0.403850362421184,0.0219704903176076,0,-0.41566531589088,0.115690923925472,-0.268882305717761,-0.24095525525296,0,-0.594179852889011,0,0,0,-0.0373051595085805
DXY.INDEX,0,0.00926652020569109,0,0.00441310883496295,-0.00349838267662515,0,0,0.00987719333396224,0,0,0.00654308336739324,0.015646329433943,0.0134763269008086,0.00271868058362201,-0.0733566389820995,0,0.00319251000288629,0,0,0
SPX.INDEX,0,0,0,0.0162088607915818,0,0,0,0,-0.0180468896813502,0,0.0246086244619892,0,0,0.00761001257020505,-0.00405982834032438,0,0,0,0,-0.081975753383713
VIX.INDEX,0,0,0,0,-0.443531121402289,0.148932906645127,0,0,0,0.389915380605329,0,-0.173726138926557,0.0970346075760208,0.0540512005931634,0,-0.715789324823679,0,0,-4.1404293718046,0
