,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,ZEC,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.00791800066611035,0,0.439813622989271,-0.0436421381765749,0,-0.0175478156944794,0,0,0.00178179229967608,0.000816762823495898,0.0115974949702193,0,0,0.02774744413053,0,0,0
ETH,-0.304889452913713,0,0.501760743838691,0.581743677584949,0.09103594309308,0.0910150392701271,0,-0.0345142093736832,0.412564895528622,0.0856861515310449,-0.00121988001504359,0.00852065797420389,0,-0.47059795368886,0,0,0,-0.15967606527942
XRP,0.126494489706177,0.162266205029728,0,0,0.0812678291826304,0.0279696025665452,-0.158539164712316,0,0,0.0844077440379284,-0.0507401627562284,-0.0671888243456126,0.0120047197194668,0,0,0,0,0
LTC,0.496129656471624,0,0,0,-0.0334698108498291,-0.0529157708449082,0.0506729178089001,0.0203351304941381,0,0,0,-0.0369684124048672,0,0,0,0,0,0
XMR,-1.02837064681455,0,0,-0.20912660205148,0,0.0738500136115905,0.467876174384435,0.118036773471896,0,-0.0127543050588549,-0.0273296388053389,0,0,0,0,0,0,-0.0065552789818746
ETC,0.129327652978974,0.0969572352563344,0,0,0.0801675229136928,0,-0.204758648032169,0.191828315515213,-0.258646058522163,-0.00374827898508997,0.0297814503025751,-0.0556398073491977,0.453915654503944,0,0,0,0,0.101351567888257
DASH,0,0,-0.138444854434543,0.225037793641974,0.145905803795054,0.0757827422234158,0,0,0,0.0814034729514913,-0.0926081413677951,-0.108438593412413,-0.139740874969816,0,0,0,0,-0.0494902766129105
XEM,-0.361079676584552,0,0.234747000127509,0.390475430063978,-0.0279324422326402,0,0.189230825223201,0,0,0.0120914015809327,0.0200044536907669,-0.0768336565114301,0.370204467882165,0,0,0,0,0
DOGE,0,0.165874407672755,0.0144374607037729,0,-0.0818756089825487,0,0,0.0598664730829668,0,-0.0491458443289528,-0.0142546807854191,0.0218825619445372,-0.133581578453829,0,0.106214708791396,0,-0.267389070257352,0.0084028829114669
XLM,0,0.106768075811144,-0.129230499185162,-0.596669022679647,0.173205175803387,0,0,0,0,0,0,0.0604919630061835,0.565232611615687,0,0,0,0,0
ZEC,0,-0.418625983237744,-1.83768761490297,0.709084805451407,0.291308083156555,0.278587751345225,-4.37718742374759,0,0,0,0,-0.129893851430496,-0.557056178335922,0,0,0,0,-0.652945821921838
NEO,0.461092129828908,-0.0271111756665283,0,0,0,-0.450099907604301,0,-0.208625539909456,1.62888243351087,0.0870658999745875,0.0957815982772021,0,0.628697589902634,0,0.122212890289008,0,0,-0.049394525047958
DGB,-0.23742334218037,0.0110382474565208,0.238134944893625,0,-0.0326800787441499,0.0937603263843986,0,0.107060110291598,0,-0.0279166854536137,-0.0197648012625769,0.0780274823486091,0,0.324951257385472,0.0964612693700799,0,0,-0.0354774772054107
BV010082.INDEX,0,0,0,0,0,0.0805755235229953,0,0,0,0,0,0,0,0,0,0,0,0
CVIX.INDEX,0,0,0,0,0,-0.061786331094029,0.240750191457868,0,0.053350709587152,0,0.0130136387913131,0.0531853339207316,0.08930907129118,0,0,0,0,0.24610505573069
DXY.INDEX,-0.0153025304058071,0.0064737340188881,-0.0158109145859004,0,-0.00386228106978065,-0.00996611482873681,0,0.0313184613969235,0,-0.0135934759295855,0.0021838634844895,0.00378767605907768,0,0.0909094219359086,0.0125842084468815,0,0,-0.0212788027087791
SPX.INDEX,0.00677289326794673,0,0,0,0.00589679261799874,0,0,0.00680693019935246,0,-0.00357678835396152,-0.000832708491705476,0.017524305971006,0,0,0,0,0,-0.0364295235587733
VIX.INDEX,0,0,0,0,0.0448155229480291,0.169955990090997,0,-0.237157302180547,-0.0000000000000000138777878078145,-0.0795123512346947,0.0240137699496488,0.0724570331161788,0,-0.30151565725466,0.660734755716071,0,-4.59390672532376,0
