,BTC,ETH,XRP,DASH,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.164022499857997,0,0.119721190896578,-0.0298609670935392,0.170326215488835,0.23404473270558,0.181505130597203,-0.12963192237943,0,0.171240949820923,-0.381814591140035,0.0822193315262357,0,0,0,0,0
ETH,0.201129294727063,0,0.0370645931329023,0,-0.0594037840343131,0.86752013274633,0.284956388286625,-0.081665966986614,-0.172726504173771,0,0.0642197504715164,0,0.000000000000000000867361737988404,0,0,0,0,0
XRP,0,0.106454647640247,0,-0.289086086033043,-0.233707825816689,0,0,-0.141942513277933,0,0,1.26536343818803,0.208007554315926,-0.517285193426225,0,0.456729104714555,0,0,0
DASH,-0.25695454733247,0.0407666396676988,0,0,0.0678905713653614,0,0,0.104997034723742,0.154817245996179,-0.14111599893144,-0.12389682214468,-0.0359202890423173,0.069292056287863,0,0.668813334153809,0,0,-0.131167433225581
LTC,-0.161983695389272,0.0928944701606354,-0.0515146638141174,0.0766635573507761,0,0,0.0758529175711759,-0.0598807030193204,0,0.360918149874176,0.188979371458061,0,0,0,0,0,0,0
XMR,0,0.300509034219775,0.0306361985534236,0,-0.0324326162286899,0,-0.137363302032576,0.390192765953755,0.0844083148356551,0,0,-0.0656011504234843,0,0,-0.0882261076736655,0,0,0
ETC,0,0.275576755076468,-0.0212771156007308,0.139611829466114,0.140818042175251,0,0,0.0629099079623002,0.0274771280029531,0.0942498979436882,0,-0.036025504305172,0.0834172112527293,-0.5361626083566,0,0,0,0.0000000000000000138777878078145
XEM,0,0.0324930580810095,-0.000000000000000000867361737988404,0,0,0.308521654056061,0,0,0,-0.00534979464117163,0,0.223917507546296,0.167229386451745,0,0,0,0,0
ZEC,0,0.062745769389675,0.0121555177557345,0.247474536125511,-0.0844950740227722,0,0,-0.0154634596341115,0,0.224929657134857,0,-0.0261967873140444,-0.13732568172021,0,0,0,0,0
DOGE,0.165769679144847,0.194234483470026,-0.0341613218101213,0.0638276473027006,0.307269034315957,0,-0.250878742968985,-0.106406406891029,0.347983012579259,0,0.353115784445033,0.0752241397296663,0.0628366543799716,0,0,0,0,0.24629492350189
XLM,0.315729220133485,0.114161332120687,0.306341891219696,0,0.144525746185064,0,0,0,0,0.30349421072443,0,0,0,0,0,0,0,-0.158491091103184
NEO,-0.0636126371988972,-0.257022873900268,-0.112307749079931,0.0238129606162484,-0.22345663865339,-0.291996726375311,0.277389315806582,0.0964552171771113,0.16135803278836,0.248026904091249,0.19329184259941,0,0.0194217412751692,-0.417714651674994,0,0,0,0
DGB,0.149626070187915,0.104564281110643,-0.119673966754932,-0.0870894447142193,-0.242003022278313,-0.223913894515415,0,0.11652048510229,0,0.0813075168287386,0.332211035836574,0.0391167322729576,0,0,0.423959858782539,0,0,-0.673519003513068
BV010082.INDEX,0.087578558213703,-0.0277011275796215,0,0.0482343481691427,-0.0355499641207202,-0.0153123040649543,-0.0874827097741217,0.0205353540280001,-0.0670526105506249,0.0519891681717155,-0.000255765501287367,0,0.0278787375820688,0,0.194868133364395,0,0,-0.0230013885109769
CVIX.INDEX,0.052163471986594,0,-0.0160224664105375,-0.000846778588624268,0.0536452874986702,0.000000000000000000867361737988404,0,-0.0280614611318105,0.0866889528505224,0.109026953435121,0,-0.0981517954264341,0,0,0,0,0,0.293857926356891
DXY.INDEX,0.0152235121545888,0,0,-0.00634995224872388,0.00572460153238339,0,0,0,-0.00805777532787816,0,0.00106786056554531,-0.00246728664455323,0,0.071859652899159,0.0169747443439616,0,0,0.00825329905958485
SPX.INDEX,0.0113687165834187,0,0,-0.00199428332809264,0.00646170738116843,0.00422603313376305,-0.00310496692817233,0,0,0,0,0,0,0,0,0,0,-0.021863547900324
VIX.INDEX,0.0429809796473709,0,-0.0286011560070743,-0.0656676317179828,-0.0444625430518546,0,-0.121203515739961,0,0,0.137553804445885,-0.0236401771943077,-0.0503252995583379,0,-0.573110606551955,0.797837588792939,0,0,0
