,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.318100141487973,0.0641415566744205,0.0635728580619155,0,0.0559438902477547,0.148572277087801,0.0333944970361234,0.0167276802482858,-0.132161244059935,0.194499246445063,0,0,-0.107343619008481
XRP,0,0,0.154324244060086,0.0110067717789729,0.219959854637074,0.360958382789894,0.163234844905124,-0.278364334075034,0.0250125904802398,0.0581729167096956,0,0.684609960517437,-1.70371370851842,0,-0.338129191746096
LTC,0.402690879847376,0,0,-0.0204746351593798,-0.200933555623237,0.293609652999137,0.0805250228931066,0,0.0122733906524924,0,0.396799891669614,0,0,0,0.0092106805449698
ETH,0.62477364436931,-0.247895562958875,-1.79543402218498,0,-0.581647133660202,0,0.361607865704469,0,-0.052492170276321,-0.244511376517207,1.01128121229459,0,0,-0.211499869131354,-0.0613048282000608
DASH,0.74146355173794,-0.0379667799173581,0,-0.0810612653169694,0,0.325820256287281,0,0,0.0114781568146002,0,-0.15633900213722,-0.108535869775105,0,0,-0.0399350905482873
DOGE,0,0.187106626728945,0.0883660138254548,0,0,0,0,0.140768522871632,0.00245765502094358,-0.0429740461615522,0,-0.05152906113403,0,0,0.0310077457417845
XLM,0,0,0,0,0,0,0,0,-0.0513587538141686,0,0,0,0,0,0
XMR,1.06579471250882,-0.0645495746268498,0,-0.0774427154401249,-0.215098340734998,0,0.173902281122292,0,0.00537832641838529,-0.0561718488176528,-0.0450022941112219,-0.221533299811358,0,0,0.107234067717908
DGB,0,0,0,-0.0182466777310398,0,0,0,0,0,0.332305738557774,0,0,0,0,0
XEM,2.85064319292964,0.337319440094924,-1.43365811359449,-0.416545238634043,0,0.821952192778382,0.361098276194863,-1.70060552840108,-0.0544245055191166,0,0.995066437767589,0.0873286926396567,6.99635867140853,2.30624762184436,0.687095188783026
BV010082.INDEX,0,0,0.207231977145824,0,0,0,0,0,0,0.0792645908854488,0,0,0,0,0
CVIX.INDEX,0,0,0.278403413351397,-0.00275307425239264,0.109241933132103,0,-0.0942785576175778,-0.179343421179864,0,0.0458264457143071,0,0,0,0,0.0592674058616844
DXY.INDEX,0,-0.0263498743190259,0,0.0179976951714204,-0.0155084470266734,0,-0.0206060883974902,0.027617440927487,-0.00611594249435688,0.0290136363622748,0.0213175337926288,0.00760638745338445,0,0,-0.0381648899894035
SPX.INDEX,0,-0.0433614416788726,0,-0.0282962688724333,0,0,-0.0299221523981515,0,0,-0.00352366625660312,0,0,0,0,-0.125202772724884
VIX.INDEX,0,-0.352937293360025,0.369089874341024,0.0392159542500011,0,0.249883372112533,0,0,0,-0.0193209546814423,0.0613164670560343,0.310318330391586,-2.99769597404913,-3.89599340162606,0
