,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XEM,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.00389212985484659,0,0.733584334861264,0,-0.0388810700093637,0.0104452013201995,-0.00486159523698129,0,0.0115841041805903,0,0.0651980790410757,0,0,0.0352148740362093
ETH,-2.77720202095039,0,0.569520419857341,0,0.448763071380965,0,0.206649393152399,0.113931493127679,-0.262447830940451,-0.0731723604119133,0,0,0,0,0
XRP,0.541613470114195,0,0,0,0.12279935617569,0.213893248825275,0.110279889151685,0.0836541621788575,0.00540812618700575,-0.0481591801774498,0,0,0,0,0.138417520864958
LTC,0.381911018567368,-0.0312296418216823,0,0,-0.0124272637370935,0.0373474669772269,0.00250529316601571,0.0090863288531902,0.0235095303842226,0,0,0,0,0,0
DASH,0,-0.168083763107841,0.718034409932445,0,0,0.144712036551093,0.0314990208250694,0.0111903875663424,-0.389473937197098,0.0358767079172085,0.507555376385886,-0.663140278850318,0,0,0.518552241360003
DOGE,-0.556756391118828,-0.0957790091624047,0,0.415226802418925,-0.0686678580549992,0,-0.0673849787800318,0.0574060923322469,0.0906123363275431,0.0892091619350439,0.276553304187542,0.401825345040682,1.31616198189631,0,0
XMR,0,0.400799398958701,0.0591564662827388,0,0,0,0,-0.287123218768566,0.778404260122791,0.0819687206498078,0,0,0,0,-0.558501915529633
XEM,0,0,0,0,0,0,0,0,0,0.151749717911748,0,0,0,0,0
XLM,0,-0.0196024002503118,0.820534042080416,0,-0.583371620906706,0.247946273819899,0.0961620565832801,0.22045551109726,0,0.0437197833587615,0,0,0,0,0.309504464470745
DGB,0.52098926497367,0.0444061491114958,-1.98495694236992,0,0.648162690085466,0.789816622273533,0,-0.0362453143489284,0.793594045153523,0,-1.57777096628082,-0.233396648766636,0,0,-0.176207479037546
BV010082.INDEX,-0.00000000000000000346944695195361,0.0814882578227155,0,0,0.045741852294882,-0.0646315179062976,0.0182266986637404,0.055868497144819,0.0190948970015934,-0.0909195368527202,0,0,2.10917843173634,0.890011864705591,0.026642284752415
CVIX.INDEX,0,0.00000000000000000346944695195361,-0.196375983250051,0,0.0290736066310727,0.120161866420964,0.0319611262952218,0.0155330540971041,0.0523105208208472,-0.0273630520259243,0,0,0,0,0.143624673215073
DXY.INDEX,0.00101832546114563,-0.00443931866051265,-0.0191354960712247,0,0,0.00159143698169004,0,0.0145004451134266,-0.0230306661120133,0.000698572137212436,0,0.0595411656232089,0,0,0.0158014425263887
SPX.INDEX,0,-0.00908163764868811,0,0,0,-0.0330342980397404,0,0.00492407109031194,0.00239597193470457,-0.00775808562297123,0.00577279241842153,0,0,0,-0.0848209232698353
VIX.INDEX,0,0.0947425630033798,0,-0.354717278782776,0.128397794709405,0.192650421539342,-0.0969644164228783,0,0.11436709311318,-0.0463067338665707,0,0,0,-5.65705833322532,0
