,BTC,ETH,XRP,LTC,XEM,DASH,ETC,XMR,XLM,DOGE,ZEC,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0978569906728078,0,0.00000000000000000693889390390723,0.117737421774536,0,0.304261118846166,0.0278571790231691,0.0466949335455411,-0.00000000000000000693889390390723,-0.126911924358519,-0.0724534609776752,0.15990700311434,0.105372660883237,0,0,0,0
ETH,0,0,0.123019109370242,-0.0416137868295842,-0.0867370644042174,-0.162985457171191,0.392715120093108,1.06163795468104,-0.1404969358028,0,-0.299430423016165,0,0.127143388112447,0,0,0,0,0
XRP,0,0.0124120100134637,0,0,0,0,0.141869677550499,0,0.494123704933158,-0.0826495447075178,0.0920727942863996,0.0853728000351103,-0.480897855325556,0,0,0,0,0
LTC,-0.274231530765277,0,0.0497082605575912,0,0,0.0490004561877665,0.145937419338862,0.302324115737235,0.0281604951597552,0.334179197225855,-0.451445998565508,0,0.0180395690274551,0.484908989693636,0,0,0,0
XEM,0,0,0.0109260332103678,0.0952248287673632,0,0.0435660526053747,0,0.271653019293155,0.08461938546186,-0.244912812596701,0,0.295486573195192,0.245517952550433,0,0,0,0,-0.191004329973587
DASH,-0.197254665119104,0,-0.104899409354223,0.0613963960450621,0.16919548112329,0,0,-0.122979333976252,0,-0.026379091534595,0.125396113375132,0,0,0,0,0,0,-0.130752918727398
ETC,0.336155965828606,0.295893692444746,-0.000484741804020356,0.124549458338351,0.112139607108746,0,0,0,-0.05926958515243,0.0530175733221719,0.285489735042454,-0.214982876905771,-0.00934558003709724,-0.30837187346386,0,0,0,0.249037325221727
XMR,0.355565796440684,0.310384075038271,0,-0.0839303764208345,0,0,-0.0356212047223898,0,0,-0.00907114114563662,0.261963800443204,-0.0139492285945385,0,0,-0.00969468878437395,0,0,0
XLM,0,0.0405890887128558,0.353613088866206,0.190174222286828,0.0585253414408234,0,0.00936490624068329,0,0,0.258033591428328,0,0.101458951417165,0.040294163939831,0,0,0,0,0
DOGE,-0.151148993317512,0.0812636459028526,0,0.265240909055421,-0.122814763750151,0.184751571509078,0,0.0512490238211411,0.249441278482141,0,0.13374231231707,0.128596058273243,0.0559416600937673,0,0,0,0,0.397253582500013
ZEC,-0.0772217103985018,0,0,-0.0186341046779787,-0.100412923610136,0.170860368517471,0,0.254272683031361,-0.0317184940854386,0.264747413139864,0,0,0.00664993708396478,0,0.0880630703868821,0,0,0
NEO,0,0,-0.0164505481078406,0,0,0.0572061492438338,-0.177261232437506,0,-0.0860536511622455,0.270666701942263,0.20269997738007,0,0.0595703046048442,0,0,0,0,0
DGB,0.217149777230177,0.0697694946516318,-0.0245789421102663,0,0.0397828165125632,0,0,0,-0.0445290853924376,0,0,0.191137100888994,0,0,0,0,0,0
BV010082.INDEX,0.0802503206179752,-0.00600269934485977,0,0,0,0.0107910299063784,-0.0568073126063287,0,0.0130143897585743,0,0,0,0.019329062995744,0,0,0,0,-0.0355325594440638
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0.0132429890985207,0,0.00206337850747463,0,-0.00450140808440519,-0.00303915087096477,0,0,0,0,-0.00000000000000000010842021724855,0,-0.00233756729214202,0.0689274798338825,0,0,0,0.0270345254935972
SPX.INDEX,0.00501953410708967,0.00701182137095842,0.000976640879753978,0.00336767484999095,-0.00130364388823504,0,0,0.00249502883508316,0.0023385844213239,0,0,-0.00331255863025998,0,0,0,0,0,-0.0390358388004086
VIX.INDEX,0,-0.214612427603055,-0.0263153174887074,-0.0239254936958935,-0.106920305496518,0.0409172877410783,0,0,0.0521929798039893,0.0954724041811217,-0.0722255792811278,0.0896324575120341,0,-0.548445262176172,-0.360548705458341,0,0,0
