,BTC,XRP,LTC,DASH,XLM,DOGE,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0650282788872554,0.614979360046343,0.0210687816701623,0.0775997347323484,0.1465763582317,0.048707152558662,-0.0467250868647911,0,0,0,0,0,-0.0043995062332407
XRP,-0.0000000000000000138777878078145,0,0.180256449493228,0.1467729339902,0.242751034899797,0.36346944156311,-0.266983181961923,0,0.0397307845698481,0,0.174536487710682,-1.33976970136401,0,0
LTC,1.01227879407778,-0.00782540935759351,0,-0.149782466988533,0.0307029348396992,0,0,0,0.0137574663733625,0,0,0,0,0.106611178999279
DASH,0,0.16584042441887,0,0,-0.09408628774036,1.38534303883062,-0.145639706665455,-0.0416564346472355,-0.100008408236222,0.404258948058962,0.231826268603352,0,0,0.0784386439078938
XLM,0,0.110778174323922,0.601267462902816,0,0,0,-0.0126808277765208,-0.0955863682100679,0,0,0,0,0,0.152407453122748
DOGE,0.411091023584352,0.136562803605196,0.391909869743819,0.0846133747060538,0.0506022620379505,0,-0.0383062919911873,0,-0.0117737752427314,0,0,0,0,-0.0299051640543082
XMR,0.84074759271294,0,0,-0.0639635425098068,0.283516927263954,0.475236948137877,0,0,0.0616554035873325,0,-0.195365574405422,0,0,-0.478287448271431
XEM,-1.09432610267755,-0.984304816158774,1.04304800444354,0.402215646947303,0,1.59851456525596,-0.272000662066786,0,0.220122575137164,0,0,0,0,-0.469608780203329
DGB,0.676825537481901,0.0783543565270352,0,0.0552358303836753,0,0,0.0497581153063749,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,-0.0189182743893205,-0.0199757612059498,0,0,0,0,0,0
CVIX.INDEX,0.40407100260473,0.053748096138193,0,-0.0204535326177281,-0.150526108860093,0,-0.0203593699395286,0,0,0.405587668252048,0,0,0,0
DXY.INDEX,0.0138785152491541,-0.0144065758588242,0,-0.0136070895525736,0,0.0225369713214185,0.0178460573577261,-0.026437090126756,0.000000000000000000216840434497101,0.194547065177394,0.133918285793069,0,0,-0.0140594347275184
SPX.INDEX,0,0,0,-0.0120626882097408,0.0172600672217953,-0.0366400897436151,0.00441266953635574,0.00278753497502018,0.00972281251016558,-0.00837242702895519,-0.017772132883915,0,0,-0.105059990628635
VIX.INDEX,0,0,0,-0.0260260256248769,0,0,-0.0959165547552403,0.00257917489302947,0,0,0.109700161914554,0,-5.63246683330075,0
