,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0337803691810147,0.0672552322149696,0.321015207663482,0.0751885761116403,-0.0447186503234291,0.0213320829538983,0,0.0165942274968886,0.00223767247473971,-0.115402511668373,0,0,0,0
ETH,-1.0844000221379,0,0.317080448306265,0,0,-0.498513673927963,0.0921895026890806,-0.0629837247941872,0.341421070174481,-0.00114979088778781,0.858461127218234,0,0,0,0.0892112352335591
XRP,1.23058400697488,0.0887557012175196,0,0.071475984734539,0.456604668871501,0.047133089798946,0.0814617632510948,0.0322092292075452,0,-0.0432053215125371,-0.405472965830939,-0.0629079734053701,0,0,-0.0182032498831638
LTC,0.938398253241567,-0.0191299036732541,0,0,0,0,0,0.0309238926225513,0,0.0293471435863057,0.191018720611119,0,0,0,0.01545991254268
DASH,0,0.0508298317842231,-0.121671071992408,-0.273217840325588,0,0.0771596644450085,-0.101139005685552,0.0809864270408481,0.154692724814513,-0.00129654427755756,0.0514001999591239,0.220261453485124,0,0,0.0878577471017009
DOGE,0,0,0.151745274241723,0.26010423210018,0,0,0.01890502678743,-0.0245881605779435,0.115507868610986,0.0697111787994896,0.412702568047109,-0.193632977547972,0,0,0.245031736232906
XEM,0,0.0943986817690505,0,0,-0.119437515069806,0,0,0.0636010926146856,0,0.194255436673709,0,0,0,0,0
XMR,0,0.413048612879611,0.199175946912257,0.425735439119745,0.118686855023454,0.146981723353835,-0.274096199252539,0,0.87327656773458,0,0,0,0,0,-0.699853034751326
XLM,0,0.103922771094125,0.266879040431369,0.261443635841291,0.0652163374613027,0.14619346251966,0.0203683103981419,0.0216350253767834,0,0.0804145970640775,0,0,0,0,-0.0516429240930066
DGB,0,0.595279292710227,-1.18651546173551,-0.367612689356983,0,0.696349040710528,0.621531070212359,0.327287757182846,0,0,-0.747946154417461,-1.06655052375346,0,0,-0.0496711654891507
BV010082.INDEX,0,0.0975613231192689,0,0.0321937592053279,0,0.0991120312677454,0,0,0.0231011343423576,-0.115598777223377,0,0.126674850341939,0,0,-0.109302653462588
CVIX.INDEX,0,0.0591526290527383,0.137117842082869,-0.105933765921501,0,0.0690134845261757,-0.152985066651373,0.0564398546891325,0,0,0,0,0,0,0.178237620461783
DXY.INDEX,0,0,0,0.0571686437432799,0.00976784077715476,0,0,0,0.0753026989188744,-0.00195677461032502,0.0230127343398545,0.00224700096316883,0,0,0
SPX.INDEX,0,0.00118279421520645,0,0,0.0278182478857968,0,0.0250254477404567,-0.00970985137893368,0,-0.00749327335155462,0,-0.0340098794108905,0,0,-0.0906279374542684
VIX.INDEX,0,0,0.0334640912432582,0,0.380697842289278,0.44149324788383,0.0829933207383592,-0.213795084184817,0,-0.0823884368060847,-0.352705237523078,0.0417182485710192,0,-3.4115513229504,0
