,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.547488582343402,0.0635823601704176,0,0,0.0454143289975339,-0.0636053292563047,0,0,0.0850310840960692,0,0,-0.00834864939332134
ETH,0,0,0.747155076528825,0,0,1.35284674909279,0.0923695565417274,-1.24999571129541,-0.391744190830792,0.32785501440058,0.360184716477855,0.210129540297333,0,0,0.335955088988495
XRP,0.0860621388724138,-0.0546961436686261,0,0,0,0,0,0,0.169735621682918,-0.167088776374976,0,0.1401550345141,0,0,0
LTC,0.605668723830096,-0.0424145177236728,0,0,-0.0768779111447649,0,0,0.129289515962083,0,0,0,0,0,0,0
XEM,0.64552635465006,-0.108204636206546,0.423342848990996,0.260197862319165,0,0.324861080428693,0,0.0250086072108059,0,0.204372781750075,0,0.326173272776021,0,0,0.116940912107148
DASH,0,0.0408000381431517,0,0.0996297075224879,0,0,0,0.0799343732649032,0.00121494188938222,0.0848056689936891,-0.376232243324968,0.199999861855053,0,0,-0.0831828902332313
DOGE,0.27435503300269,0.0656652825270597,0.155650934555937,0.276864582390321,-0.179562947556282,0.0243764965214207,0,0.20758377721858,0.394604881661432,0.0940979298967415,0,-0.392792080007341,-0.554871842957806,0,0.135081398629109
XMR,0.552534638180324,0.107299432908932,0.622972821418167,0,-0.147644148924928,0.170247069131988,0.0804668586377654,0,0,0.1529029051458,0,0.171260791304478,0,0,0
XLM,0,0,0,0.0918093380319317,0.0311137039811425,0,0,0.130557727967572,0,0,0,0.194765031392901,0,0,0.0510548177391805
DGB,-0.300270894369768,0.319706140816709,0,0.11148970283731,0.21317390408041,0.0427842690759676,0,0,-0.0539765748162063,0,-0.636962691586575,0,0,0,0
BV010082.INDEX,-0.263624129403879,0.072473721574841,0,0.0936324486334653,0.00252926691990718,-0.19309429019292,0.0399649345335493,-0.019004567983107,0,0,0,0.217272005526645,0,0,-0.155192670960786
CVIX.INDEX,0.370976394454525,-0.0712851662801338,0.184059372212322,-0.432262418477489,-0.0763420178036172,0.0845444871827764,0.0488890754884562,0.0672437425282369,0,0.0618026976608665,0.131513992602482,0,0,0,0.0971471005471137
DXY.INDEX,0,0,0.0101059183425149,0.0189651017780215,0.00646740138621207,0,-0.0223179224991282,0,0,0.013126366774096,0.131312552793876,0.0176480173824799,0,0,0.0179726151606558
SPX.INDEX,0,-0.00760639796559215,0,-0.0216835459642204,0.00338636151032093,0,0,-0.0232113109903326,0,0,0.010154190827157,0,0,0,-0.0862241165359691
VIX.INDEX,0,0.0606770325771722,0,-0.273122969896251,-0.0331149252878229,0.275416074164273,0.291473695049761,-0.155284400511231,0,-0.249092394747207,-0.318615557946688,0.826583102706937,0,-3.0978721517646,0
