,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0438655924019022,0,0.357977238352389,0.149410002054601,0.00964173961626447,0.216793437352817,0,0,0.0407944287761723,0.0526116270681174,0.0273226969162089,0.0410163089690419,0,0,0,0,0
ETH,-0.315547895221697,0,0.478403376209718,0.0937257392783037,0.318576071552263,0,0.00169814138347247,0.134136187476282,0,0,0.13965231824498,0.177491382762374,0,-0.308250673733367,-0.0737813138783251,0,0,-0.0794196261894684
XRP,0,0.184938388493767,0,0,0,0.0133462107271937,0.061104116636382,0,0,-0.0617108444853346,0.079856137109869,0,0,-0.176053639464399,0.210640825560874,0,0,0.0408790025813347
LTC,0.514986722077792,0.000000000000000000867361737988404,0,0,0.0141160318655336,0,-0.0322035105499869,0.195755733797245,0,0.129973012907302,0.0956760779238257,0.0611271320432395,0.0598096033637155,0,0,0,0,0
XMR,0.387594295818497,0,0,0.0643989417124829,0,0,0.0846844448329922,0,0,0.0982528009019853,-0.000000000000000000216840434497101,0.0837286318198063,-0.126088466092799,0,0,0,0,0
ETC,0.17520034372271,0.28759334262629,0,0,0.0973069799047544,0,0,0.383705651666885,0,0.0678913692946234,-0.0555722699171995,0.151640278221893,0.163689937797856,0,0,0,0,0
DASH,0.547758329509334,0,0,0,0.145221504987765,0.374384606082398,0,0.15113331496297,0,0,0,-0.0141364497051231,-0.0789390585014354,0,0,0,0,0
XEM,-0.29439217896375,0.0667375975231494,0.066459145564322,0.250749929122221,-0.0494787057823545,0.0895424762271311,0.326171659511769,0,0,0,-0.012417538990646,-0.00862503394664628,0,0,0,0,0,0
DOGE,0.207256850115783,0,0,0,-0.0250846565971671,0.114224284985706,0.00701941204210018,0.00992548283801668,0,0.022730831230049,-0.0112805097634535,0.134763168922534,0.0257484775003641,0,0,0,0,-0.172042227959779
ZEC,0,0.612565469748117,0,0,0,0.20414256617767,-0.0000000000000000138777878078145,0,0,0,0,0,0.0250313652453101,0,0,0,0,0.132419479512938
XLM,0,0.145385460403228,0.169120324576194,0,0.0372703493915444,0,0.109232734047902,0.0015256804524062,0,0.10925726535545,0,0.0903477512212123,0.161011932137699,0,0,0,0,0
NEO,0.546414822910869,0.0872849819005118,0.739346180480271,-0.364204300049993,0.167081828957861,0.0189856266165229,-0.262419358537629,0.171180381982545,0.0625359235125027,-0.065085458363887,0,0,0.0413966777935851,-0.228370167088471,0.148613680324968,0,0,-0.153787098364004
DGB,0.667395573222833,0,-0.431200227037867,-0.249077853186472,0,0.125919516150231,0,0,0,-0.070988283668832,0,0.156106444048132,0,0,0,0,0,-0.0380161095623586
BV010082.INDEX,0,-0.0847330459340302,0,0,0.0661410783532285,0.010492922426582,0.00395177584094198,-0.00468250199415438,0,-0.0342620289151195,0.0221346330362748,0.0170100546997957,0,0,-0.280207402252577,0,0,0
CVIX.INDEX,0,0.0623509380403437,0,0.0894941936319819,0.0659903098821101,0.0560047958443113,0,0,0,-0.0566308133045074,-0.0389535669727759,0.0139698111712679,0,-0.0321604525563733,0,0,0,0.0544583674451114
DXY.INDEX,-0.000000000000000000216840434497101,0,-0.0253211572520176,0.0244786729660861,0,0,0.014385254825087,0.0220452199970426,0,-0.000462345814634103,-0.0131224176539938,0.00545037360652858,-0.000542491856436144,0.0549102641551555,0,0,0,-0.0326311126660846
SPX.INDEX,0,0,0,-0.0000000000000000000135525271560688,0.0167133986158513,0,0.00148000307119498,0,0,-0.000150611719014699,-0.00650145211881554,0.0170143243307715,0.00498304925779097,0,0,0,0,-0.0509344469078396
VIX.INDEX,0,-0.375944588140172,0.460696825313382,0.0783483411876614,0.167580511474283,0.016312191834139,0,-0.00315527254545048,-0.113264188962593,0.00661271148165196,-0.0661619683787043,0.117326103019598,0.13500814317321,-0.263993932356507,0.031929001457615,0,-3.35890479331381,0
