,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.114750372100936,0.134723924091426,0.550135173558392,0,0.161457622117451,0.0194239169232992,0,-0.05538278251518,0,0,-0.0559082788674492
XRP,0,0,0,0.133410408007019,0,0.316761156157744,0.226704613392785,0,-0.160669346539722,0,0,0,0
LTC,0.689584403675965,-0.00000000000000000346944695195361,0,0,0,0,0.143063163928269,0.125900205710711,0,0,0,0,0
DASH,0.356745296219207,0,0.341175809641328,0,0,0.246131141446421,0,0.0694652699127655,0,0.147021646275057,0,0,0
DOGE,0.227809160721842,0.0358741330683151,0.135059903414883,0.0520007569436598,0,0.107398875974179,0.125062728093684,0.0113082541461077,0,0,0,0,0
XLM,0.463373730299233,0.915160875127347,0,0,-0.218246716137699,0,-0.128603492435421,-0.0478617777880432,0,-0.210337011066725,0,0,0.0703983026856697
XMR,0.848829715930265,0,0.152476282650105,0,0,0,0,0.0785844239009793,0,0,0,0,0
DGB,-0.426390193869755,-1.14079402640948,0.27242627742828,-0.28094713491772,1.9774483665931,0.716640345252559,0.126784025000079,0,0.637377808762,0.645999568482864,0,0,0
BV010082.INDEX,0,0,0.0328013914024261,0.0090094144958194,0,0.00578204778357244,-0.075204863751585,-0.00202109978860073,0,-0.0252100971109277,0,0,-0.0302873950419936
CVIX.INDEX,0.314309793670281,-0.226565017888066,0.122792428213128,0.0535443211265359,-1.00227596812887,0.221020583966761,0.0804060673691542,0.0891388166163557,-0.273080032545555,0,2.08252917031567,0,-0.0714232864302382
DXY.INDEX,0.000555600749807742,-0.0426870372147893,0.0135157304194975,-0.0152355849190076,0.0408284132226531,-0.00921582817903252,0.0156414787500306,0,0.030275068553162,0.00589091038529895,0,0,0.0203180526468103
SPX.INDEX,0.0326586913128422,0,0.000914606427293182,0.00866791454963012,0,0.00130599896299716,-0.0435414411714623,-0.00521958924982846,0,0,0,0,-0.106222437733909
VIX.INDEX,0,0,0.0596104945147659,0.0487830603256434,0.234233974996414,-0.0107067272748017,-0.342480399696907,0,0,0,0,-6.17794259486016,0
