,BTC,ETH,XRP,DASH,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.248968972394315,0,0.0920561081757316,-0.0956371828311704,0.226407413426491,0.313958661634026,0.11791068842982,-0.193726106859555,0.0803391409271097,0.174885888662863,-0.350236471734826,0.0597701804763274,0,0,0,0,0
ETH,0.582938231027856,0,0,0.0591366473066039,-0.0304495754796447,0.810837493833351,0.23385693078485,-0.113243348243649,-0.275136114601828,0,0.127853597308584,-0.107310767270117,-0.0906944714632468,0,0,0,0,0
XRP,0,0.039323865559725,0,-0.351079794345743,0,0,0,-0.141793034572688,0,0,1.19898616839549,0.439071599533311,-0.632245943014771,0,0.502649811096202,0,0,0
DASH,0,0,0,0,-0.0222385153368461,0,0,0.0508887045310209,0.191604876909742,0,-0.266858559777991,0,0.146679471851634,0,0.539865847408683,0,0,0
LTC,0.117824383213663,0,-0.0618058137786606,0,0,0.132234894136123,0.103456529365615,-0.0828869608301952,0.03708286199202,0,0,0,0,0,0.00893664887830527,0,0,0
XMR,0.300076301341025,0.257294188496856,0.00916750576890253,0.0257017401865329,0.103550279934999,0,-0.0877347370355711,0,0.12060717005948,-0.120858036030526,0,-0.0207592349548671,0,0,0,0,0,-0.0512037736137334
ETC,0,0.290475334288689,-0.0528169254832202,0.182930496692546,0.500619020713167,0,0,0,0.077975067579019,0.0827929748724311,0.0260239378315155,0,0.0362560840592503,-0.167835029255108,0,0,0,0.273756696847052
XEM,0.252708979576591,0.224193965693025,0,0.194925404427734,0,0,0,0,0.233321546162307,0,0.0665079806182018,0,0,0,0,0,0,-0.23892270413578
ZEC,0,0.00719169713851707,0,0.352853020165147,0.183379960655668,0,0,-0.0185073863536507,0,0.257687712862643,-0.0370019405150652,-0.000161357812016544,-0.119559041059484,0,0,0,0,0
DOGE,0.232343142208768,0,0,0,0,-0.0427611432480695,0.0272908078924413,0,0.235741371373922,0,0.446907619452182,0.000000000000000000433680868994202,0.0883805491841793,0,0,0,0,0
XLM,0.354018618132165,0.132229689967305,0.340181732273823,0.210062220949183,0.26297319656191,0.264628838232944,0,-0.252229272202384,-0.179303322776231,0,0,-0.206214873955471,0,-0.261386268259817,0,0,0,-0.169109898981328
NEO,0,0,0,0,0,0,0,0,0.081236372669536,0,0,0,0.0512811802027329,0,0,0,0,0
DGB,0.0754811402234523,0.170595924569027,-0.103552485727651,0.0950417106924932,-0.0944314387865877,-0.191115209500424,0,0.102269448261171,0,0.288916367273424,0.171245113455979,0,0,-0.138776819203275,0.360802730770644,0,0,-0.263023436546835
BV010082.INDEX,0,0,-0.020519369032827,0.0630197686111379,-0.0169098551346023,-0.041572176327409,-0.0887050385095687,-0.0423668019939406,-0.0275276467735634,0.0352360788643152,0.048910604609701,-0.0430273821607085,0.0979063836667032,0,0.162636873872518,0.63396676941271,0,0.0198333030852353
CVIX.INDEX,0.14646174763794,-0.0228996989337393,0.00559902246724281,-0.0437116508369597,0.0486585105708531,0,0,-0.0644810485618565,0.0933599174459689,0,-0.00674482751506198,-0.0901987187060844,0.0312241638416709,0,0,0,0,0.34720614917723
DXY.INDEX,0,0,0,-0.000396542128411715,0.00907739770877744,-0.00714753434661655,0.0153833986775559,-0.0120767114458654,-0.0146220032097692,0.00262795398753555,0,0,0,0.0887365989258111,0.0234103360467168,0,0,0.00262594464642989
SPX.INDEX,0.00931435891054677,0.00853656386957637,-0.000291930633419057,0,0.0035468585506289,0,0,-0.00132215294977687,-0.00249073926618894,0,0.0035901293759226,0,-0.0054703076730996,0,0.00564121921794343,0,0,-0.0447631720960544
VIX.INDEX,0,0,0,0.0257015069345919,0.00119143709210053,-0.197752440821267,0,-0.126099360048637,0.0103971752436924,0.0438387842991622,0,0,0,-0.482218027773522,0.306056170529727,0,0,0
