,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0373583324317694,0.062434529759818,0.309802624008516,0.0167113204507006,-0.0456223673690869,0.0122120767518513,0,0.043310677589173,0.0146616865442643,0,0,0,0,0
ETH,-1.33330801775458,0,0.237831824805466,0,0.294417275845778,-0.356133133652324,0.465133132509892,0,0.327219102087748,-0.0671266542236817,0.725181700987762,0.0702563363818875,0,0,0
XRP,0.0211327140481774,0.113113312790264,0,0.236694133569188,0.182653648408123,0.144635563777234,0.000000000000000000867361737988404,0.0487551296183341,0.137578299672347,-0.145572286059094,-0.374029275853306,0,0,0,0
LTC,1.04557470805512,-0.0209584897252145,0,0,0,0,0,0.0239106562939974,0,0.0283104599497644,0.214711539781121,0,0,0,0
DASH,0,0.103149220420331,-0.193316785805481,-0.347874382535967,0,0.08102965234961,-0.0369194288506507,0.126935816255063,0.139108319545413,-0.0570026095522507,0.0678400406875413,0.204472032700983,0,0,0.0960575526930199
DOGE,0,-0.0677113188658134,0.136961609420752,0.487655852596216,0,0,0.0611808571042698,0.00717373037399501,0,0.054525866454619,0.477774864802638,0,0,0,0.151437478290382
XEM,0,0.0943986817690503,0,0,-0.119437515069807,0,0,0.063601092614685,0,0.19425543667371,0,0,0,0,0
XMR,0,0.374286477530305,0.193330204846898,0.56562522793762,0.105101503537616,0,-0.223397961366714,0,0.801583891749918,0,0,0,0,0,-0.542495909453472
XLM,0,0.0932048274100465,0.42743694158932,0.0744562630286466,0.125347265272918,0.119217282876989,-0.054145669826108,0.135006162814646,0,0.0698803167665359,0.221033313318724,-0.392335255627739,0,0,0
DGB,0,0.561225041270033,-1.24012464339803,-0.397384263670635,0,0.703051079904674,0.639016217298658,0.332519652870574,0,0,-0.905504737652738,-0.93884928875217,0,0,-0.101628675593557
BV010082.INDEX,0,0.0975613231192692,0,0.0321937592053286,0,0.0991120312677454,0,0,0.0231011343423574,-0.115598777223377,0,0.126674850341939,0,0,-0.109302653462588
CVIX.INDEX,0,0.0250629222345604,0.0369870327537852,-0.0716250579820754,0,0.0650353301351383,-0.167215930223756,0.0430390527651603,0,0,0,0,0,0,0.180683577386534
DXY.INDEX,0,0,0,0.0574899802081234,0.0114132430742394,0,-0.000873757633039562,0,0.0740631362772953,-0.00168256224109073,0.023314184775955,0,0,0,0
SPX.INDEX,0,-0.000000000000000000867361737988404,0,0,0.0178755787321215,0,0.0168064249205075,-0.0112140873932533,0,-0.00475055146821536,0,-0.0116404135307903,0,0,-0.0919397895064349
VIX.INDEX,0,0,0.116397250999233,0,0.428989912985582,0.459030112042127,0,-0.24642142448838,0,-0.0837211434456339,-0.363447160938968,0.0611971417097538,0,-2.31935859101521,0
