,BTC,LTC,XRP,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.177904035758838,0.00905993002462531,0,0,0,0.0766325971850159,0.216519782671572,0.0296503949656799,-0.0171438479794471,0,0,0,0,0
LTC,0.479743082511357,0,0.216118884752854,0.0351724477892436,0,0.204409274750436,0,-0.125559915074092,0.0207119420765328,0.109717290380744,0,0,0,0,-0.0664447660626196
XRP,0.689030498895354,-0.292485943449304,0,-0.100565463365342,0,0.933274825887609,0.487546420972599,-0.344830494777205,-0.0103783567804756,-0.141498614817057,0.0553151129946218,0,0,0,-0.13349537248772
ETH,-0.888093752584748,0,-0.308188904311149,0,0,1.18694908171637,0,-0.14170442820158,-0.0194509964171278,-0.275588165579952,0,0.553181876462208,0,0,-0.340916702786551
DASH,-0.0984745788517889,0.438031246169438,-0.124231825575999,0,0,0.330690220013531,-0.164706409313032,-0.0731349118650538,0.042453060965795,0.105723667691571,0.043292820442647,0,-1.36495241684253,0,-0.226957013746971
DOGE,0,0.464562132319745,0.0994221091093081,0.033104452270028,0.03942709585074,0,0,0.141695288868301,0,0.0116769587150628,0,-0.0290584942873637,0,0,0.0348768148218475
XLM,0,0.251200150378361,0,0.0848434680858227,0,0,0,0.119674979708335,-0.0368030994283437,0,0,0,0,0,-0.0222566959516211
XMR,0.474521504733885,0,0.0467791332698434,-0.0359859430008906,0.327202387697805,0,0.506420991791181,0,0.0798894929551454,0,-0.44384950945817,0,0,0,0
DGB,0,0,0,0,0,0,0,0,0,0.337972122943154,0,0,0,0,0
XEM,0.548025479997521,-0.77344862848473,-0.0763218232467889,-0.119782722201748,0.0613158078426412,1.88869469807574,1.186556898219,-0.529878736822063,0.129384849631055,0,0.485956901685752,0.353844093385451,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,-0.00922465644542072,0.0798521233377853,0,0,0,0,0
CVIX.INDEX,0.201810882247919,0.138782243071003,-0.00000000000000000693889390390723,-0.00000000000000000346944695195361,0,-0.374231174390316,-0.309297260964612,-0.0880600477618163,0.00468356601357998,0.0530496890493083,0,0,0,0,0.0270257015437874
DXY.INDEX,0,0.0142709407111562,-0.0103010072741004,0.0073425588417935,0,-0.00916617270433897,-0.0391431270845481,0.0455729462511171,-0.00568550800574473,0.00503271010158143,0.0566292980549058,0,0,0,-0.00301405708779955
SPX.INDEX,0,0,-0.0422718674978932,-0.0058803124193769,0.0312910229939176,0.0385490258234477,0,0,0,-0.0189357309220857,0.00791303928702165,0.0346849327641544,0,0,-0.137236435271477
VIX.INDEX,-0.223168843455985,0,-0.253444692362407,0,0,0.41828936794163,0,0,0,-0.0935797508906172,0.0363841078635364,0,-0.669624531168022,-5.54577117485838,0
