,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0252128694119742,0.282028012330112,0.0864253411064682,0,0.0247529678461287,0,-0.0414501983322571,0,0,-0.213619344298978,0,0,0,0
ETH,0,0,-0.295093636619371,0,0,-1.29833785288969,0,0.213402150357466,0,-0.0463174169590902,0.146945486093333,0,0,0,0
LTC,0.593911338835128,-0.0323554013534132,0,0,-0.153177154151093,-0.137062359878751,0,0,0,-0.0347270687790972,0.00147415820433033,0,0,0,0
XRP,0.190961527229539,0.0838978608999438,0,0,-0.00265801401664539,0,0.0840744752671886,-0.0762962777417295,0,-0.166251147808815,-0.382471692770497,0.134219991904471,0,0,-0.118199097293108
DASH,-0.236255036456258,0.0281497785445795,0,-0.20858825220723,0,0,0.095613310815888,0.130939026125372,0,0.118854773193536,-0.145720895680202,-0.265102803523257,0,0,0.19307360584629
DOGE,0.232195940271187,-0.0334622821954826,0,0,-0.00800592670155373,0,-0.0804304600390378,0,0,0.0297283534501354,0,-0.233998650138519,0,0,0
XEM,0.543529779828422,0.059930987617671,0,0,0.620413094451369,0,0,0.108090924675067,0,0.144437285677801,0,0,0,0,0.242125024944361
XMR,0,0.274352078963474,-0.00975129969820777,0,0,0.138162727599109,0,0,0.328509757385313,0,-0.228218091964945,0.31494515613074,0,0,-0.0323281835074131
XLM,0,-0.0370674191054916,0,0.139417731987753,0.0784511516562247,-0.123055655391483,0,0.155850982862964,0,-0.0606278234445125,0,0.32746564521771,0,0,-0.10446154014574
DGB,-0.670529974714602,0.160512410320083,0.0896835058311689,-0.710054695510518,0.0209968466253754,-0.352919457681341,0.296844240671034,0.529204447714907,-0.505119245129155,0,0,0,0,0,0.0125935502935006
BV010082.INDEX,-0.0431495728313742,0.101211011655324,0,0,-0.172912809507869,0,0,0,0.0163056971241263,-0.0734821829820808,0,0.138755239223612,0,0,-0.107728549855972
CVIX.INDEX,0,0.0868832366322803,-0.161347355478449,0.121977493215019,-0.210477671116243,0,0.00000000000000000693889390390723,-0.00452890472296315,0.397302559125523,0.0313717539695767,0,0,0,0,0.0791118345269794
DXY.INDEX,-0.00254679106864259,0,0.0851972100313866,0.0959393586681045,0.0380735795140048,0.00578246633139396,0,0,0,0.0180674412832296,0.136781090334925,0.0238986273302252,0,0,0
SPX.INDEX,0.0174509682481366,-0.018011849105495,-0.0419853206614219,0,0,0,0.0238119931870828,-0.0262749843967797,0,0.00697932596752856,0.0375070099163387,-0.0187719176066623,0,0,-0.0844948197826427
VIX.INDEX,0,0,-0.221753043920378,-0.0375345437228685,0.141554291809987,0.219290529609867,0,-0.138360493599616,0,-0.202500405807463,-0.492940734410357,0.828523997341629,0,-2.64842079125668,0
