,BTC,ETH,XRP,LTC,EOS,BCH,BNB,XLM,ADA,TRX,BSV,XMR,MIOTA,DASH,MKR,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.163448760907965,0,0.0582203709193806,0.0495834313409531,0.0958922810570077,0.0181510413623601,0.0589762614821169,0,0,0,0,0.00525179927887281,0.0194584371864916,0,0,0,0,0,0
ETH,0,0,0,0.0475488601340546,0.305397440756115,0.202182651559156,0,0.0167887078052564,0.0538345868657939,0,0.0388522862645953,0,0.0368381082427364,0,0,0,0,0,0,0
XRP,0,0.106070028663442,0,0.0905102446480418,0.0347826957573744,0.137737183190989,0,0.15789400075025,0.0597180454588873,0,0,0,0,0,-0.00000000000000000173472347597681,0,0,0,0,0
LTC,0,0.130208805826973,0,0,0.19999516604207,0,0.0621814749103259,0,0.185235210725182,0.275143030085466,0,0,0.280537916551629,0,-0.0572579365376238,0,0,0,0,0
EOS,0,0.28484187929261,-0.098745189986958,0.206834198914495,0,0.173540512719449,0.0576612277906691,0,0,0.0473723005942057,-0.0608535460950806,0.0631138485436302,0.108938826039102,0.236970467717468,0.166931759270982,0,0,0,0,0
BCH,0,0.0929067491077546,0,0,0.372514351665417,0,0.0013957647047138,0.0595640424401048,0,0.00674113778249403,0.258775484390547,0,0,0,0,0,0,0,0,0
BNB,0,0,-0.309453008362228,0.449617353810111,0.0836044041709153,0,0,0,0,0.437119655491907,0,0.109267911536026,-0.0890753679007356,0,0,0,0,0,0,-0.0814996976999116
XLM,0,0,0.195261952078828,0.0482273663827291,0,0.250998332873851,0,0,0,0,0,0,0.0833702670838002,0.137102368960647,0,0,0,0,0,-0.00782398972746696
ADA,0,0,0.0226087826552173,0.131304090377873,0.113182449616233,0.284020932017196,0.0535601040250051,0,0,0.0196261556283679,0,0,0.226996808164886,0,0,0,0,0,0,0
TRX,0,0,-0.0406363334377519,-0.0689940615799034,0.107842939704877,0.207365420715355,0.0697582087012769,0.141842305880427,0,0,0.117324547076418,0,0.171657470460085,-0.159152122036894,0.0744465832827514,0.121771804286579,0,0,0,0.145524513585711
BSV,0,0.176029940288375,0,0,0,0.248237259223166,0,0,0.00319849278362726,0.142847290614825,0,0,0.155679696541974,0.0725263995355366,0.109140270747296,0,0,0,0,0
XMR,0,0,0,0,0,0.183299795149973,0.0153013484275716,0.142336286133613,0.147497451049548,0,0,0,0,0,0.0677567735467463,0,0,0,0,-0.0266706106278813
MIOTA,0,0.336418505076584,0,0,0.0786833306314796,0.122096823596187,-0.00000000000000000693889390390723,0.00834862978482571,0.0965575445840758,0,0,0,0,0,-0.00000000000000000693889390390723,0,0,0,0,0
DASH,0,0.123410606310476,0,0.0778850860536961,0.0603420426400998,0,0.0469708036983259,0.160140439775263,0.188153006936261,0,0,0,0,0,0.0484644079672096,0,0,0,0,0.0484743072632468
MKR,0,0,-0.486071756055441,0,0.347034883795336,0,0,0,0,-0.122050700950749,0.591262264504227,0.205487984877593,0,0,0,0,0,0,0,-0.0107437055940308
BV010082.INDEX,0,0.122861603133073,0.254285491631289,0,0,-0.108219628498283,0.0288331020647959,0.0726122356568661,-0.150422083288,0,0,0,-0.272537348080806,0.0279350917021886,0.074740889685898,0,0,0,0,-0.0148168676820738
CVIX.INDEX,0,0.12957779669331,0.317449051888884,0,0.015733970299217,-0.32641995597954,0.0129624375371638,0.0444674729626567,0,0,-0.0523905737358979,-0.0400067258403727,0,-0.159508983349098,0,0,0,0,0,-0.155679737086033
DXY.INDEX,0,0,0.00721883788639925,0,0,0,0.00578651847740412,0.0201251724800823,-0.0182354993928374,-0.0133834075888297,0.013844874327219,0.0217178266225922,-0.0253152009072049,0.0260198264891827,0,0.037044674505856,0.020906248912483,0,0,0.0151340108701429
SPX.INDEX,0,0,0,-0.0127955714666409,0.0203810422685441,0,0.00762949385331715,0,-0.0278260802906387,0,0,0,0,0,0.00662625838724214,0,-0.0224578355917706,0,0,-0.074678320853867
VIX.INDEX,-1.20173830833936,0,0,-0.104568107867778,0,0.309454323366538,0.104879633568846,0,0,0,0,0,0.339757698354837,-0.240075277212898,0.0733864052088381,-0.237532114452227,0,0,-4.24731551280145,0
