,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,ZEC,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.324087692867323,-0.000000000000000000433680868994202,0,0,0,0,0,0.00510118533855126,0.0189657002904657,0,0,0,0,0,0
ETH,0,0,0.191225456095732,0.0775269468296693,0.172382915065359,0,0,0.0908685391804385,-0.0229651307212801,0.169926280470144,0,0.152550810115656,-0.043403476327404,-0.380502190588356,0,0,0,-0.146498439666353
XRP,0,0,0,0,0.0198616434449203,0,0,0,0,0.102707661460061,-0.0254616581642171,0.0196378719062023,0.171456993972205,-0.134183985928349,0,0,0,0
LTC,0.689833091266103,0,0,0,0,0,0,0.0543767538036671,0,0,0,-0.04365620932075,0,0,0,0,0,-0.0218747268293571
XMR,-0.96877095832887,0,-0.347763125911614,-0.418677658666144,0,-0.114630228427578,0.206093254700739,0,0,0,-0.0619461649688459,0.125683514775681,0,0,0,0,0,0.0000625639056536431
ETC,0.139257728340158,0.294372136820353,-0.834832445176282,-0.249036685970966,-0.110450625721825,0,-0.0550417496457221,0.196354197417925,-0.0922237620843559,0.00196484755645946,0.0000000000000000000135525271560688,0,0.644986287368501,0,0.142778587146374,0,0,0
DASH,0,0.11190565407849,0,0.160762887718674,0.0877486146953052,0.310938204839839,0,0.130638172593352,0,0.0889167731508838,0,-0.104912657143012,-0.261324747230737,-0.243551346298522,0.150886363468366,0,0,-0.0611550833214402
XEM,0,0.085824586169462,0,0,-0.0825879417513384,0,0.0949089615288841,0,0,0.0315772420579826,0.0396714338183025,-0.0995167245970932,0.11587246586637,0,0,0,0,0.181818573865272
DOGE,0,0.101670980231754,-0.0257925242509788,0.183995680802914,-0.0770777765697379,0.000000000000000000433680868994202,0,0.0424620798741576,0,-0.0202327761616292,-0.0154117026122999,0.0489499083874893,-0.0805016722496974,0,0.0909888163840344,0,0,0.0329470828332361
XLM,0,0.102684927471738,0,-0.2592210297165,0.09922896084756,0,0,0.0178227681819897,0,0,0,0.072373727660447,0.453854246208961,0,0,0,0,0
ZEC,0,-0.0426345551162609,-2.56765522532847,0,0,0,-3.0671942346628,0,0,0,0,0,-0.243498818320423,0,0,0,0,-0.571944562782392
NEO,0.890557555519951,0,0.0938863907784799,-0.878635928964907,0.054244255435276,-0.358269063747366,0.40609847462255,-0.108087593624194,0.911509130638698,-0.00475911654120647,0,0,0.382498229241254,0.222993550425987,0,0,0,-0.131727342398817
DGB,0,0,0,0,0,0.181627370595997,0,0.125691764091049,0,0.0177001465708089,-0.0437328036092625,-0.00000000000000000346944695195361,0,0,0.212133115190758,0,0,-0.070981288081507
BV010082.INDEX,-0.130487595227538,-0.112836818315729,0.122186060597918,0.0772722076720506,0.0749542992938253,0.0519958249646748,-0.113021590511729,0,0,-0.019164507978346,-0.0158799422354426,0.0240095874419541,0,0,-0.20079344997453,0,0,-0.0299073486117348
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,-0.0131472197934435,0.0470164687362283,0.0593318840180807,0,0,0,0,0.219772210900151
DXY.INDEX,0,0,-0.0352951821100642,0,-0.00160222135031118,-0.0124798637267974,0,0.0240254688228748,0.012556116907438,-0.0100252702069557,0.00278661355330622,0.0019506075062994,0.0214599229307538,0.103029349763299,0,0,0,-0.0197977084768832
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,-0.00176916793325612,0.0184062090112309,-0.00874998000886675,0,0,0,0,-0.0372584244241941
VIX.INDEX,0,0,0,0,0.065835736649767,0.270799121688194,0,-0.312895007204167,0.436687287732074,-0.0606949550169057,0.047452881417487,0.00986684747310272,0,-0.288836498521352,0.690295005309524,0,-4.26439910100606,0
