,BTC,ETH,XRP,LTC,ETC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.00750643729538176,-0.0789928717684944,0.590740807278043,-0.0315883436371581,0,0.0523575073709138,0.0887740480916509,0.129127685689334,-0.0257497044660681,0.0107341275628032,0,0,0,0,0
ETH,0.762900598793248,0,0,0,-0.2393764080653,0.453780306253029,-0.0102378441671225,0,-1.57186190636087,0,0.370095859206341,0,-0.253994055047827,0,0,0.0983572112057229
XRP,0,-0.0263059090494245,0,0.0752145024308052,-0.0212061200783759,0,0.0219829730417334,0,0.0115646365048065,0.0479115026739799,0,0,0.390224015852658,0,0,-0.122822307539141
LTC,0.896771923163809,-0.0719182366548835,0,0,0.0160889175225376,0.30744637570391,-0.0825881383065899,0,0.0414190423014374,0.116201481930185,-0.00833837750591097,0,0,0,0,-0.0837079460385205
ETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,0.0146453864760308,0,0.196812694721367,0.0115339131332387,0,-0.0164762772653637,-0.1070540363758,0,0.143966213055944,0.0878771913944579,0,0.247261486607059,0,0,-0.0267319371879047
XEM,1.00773728399025,0.172418492961957,0.296467090699155,0,0.0513778271624488,0,0,0,0.0848007690527009,0.450846009336958,0.299077158553152,1.2427662964261,0.395194610481722,0,-2.92883676308829,0.117173545750801
DOGE,0,0.0845365602591502,0,0.450944680126763,0.0194130311987646,0,-0.0856282162654239,0,0.19890853160342,0.088262858384733,0.0181428654295667,0,-0.215234232863567,0,0,0.076545350636727
XMR,0.601963357364069,-0.367491395513094,0,0,-0.112817865566319,0.131489148330097,-0.0422295899414732,0,0,0,0,0,0,0,0,0
XLM,0.263656083237349,0,0,0.23760209650144,-0.036404224106791,0.149666797742299,0.204866022851494,0,0,0,-0.222591953187762,0,-0.265045768766185,0,0,0.132964981217221
DGB,-0.430843431133679,0.25790055818904,0.209370293064296,0.500007700914211,0.0366494471176226,0,0.0267542250135083,-0.15158551756858,-0.0431294373654912,-0.0449763323871096,0,0,0,0,-2.20483871465811,-0.157637106075818
BV010082.INDEX,-0.231580441267476,0.0391216871925096,0,0.107281866734768,0.0380216183887651,0,0.00490394119509649,-0.133203490170979,0.0285716875468231,0.0830732312691692,0,0,0.1228159711127,0.495343245733627,1.0710530234542,-0.046837926479643
CVIX.INDEX,0,-0.143722837430199,0.064403425773481,-0.0728656183408607,0.0125818825536706,0.401258814044406,-0.0165768900451115,0,0,0.0670371340624446,0,0,0,0,0,0.149781317863918
DXY.INDEX,0,0,0,0,-0.000757209138998637,0.0426789613007627,0.00639261037088627,-0.0334545656044384,0,-0.00337747913859807,0,0.182660325829184,0.0397431146512765,0,0,0.0135324579191317
SPX.INDEX,0,0,0,0,0,0,-0.00796248611101827,0,0,0.0168497776672093,0,0.0166184805529605,0,0,0,-0.08186138423145
VIX.INDEX,0.253299051309069,0.197348722979021,-0.732716524107242,0,0.111057716312825,0,-0.168424384683165,-0.845763497144104,0,0.569186404969047,-0.269839088606891,0,1.21253950774054,0,-0.889051012161937,0
