,BTC,ETH,BCH,XRP,LTC,MIOTA,XEM,DASH,NEO,ETC,XMR,ZEC,EOS,BNB,XLM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,-0.0193718177124615,0,0.110438378724435,0.0407280190246072,0,0.168718601869182,0.0360925694460454,0.0765361713695024,0.0571465884755015,0,0.0512237909523851,0.0731146092228087,-0.0737036492667297,0,0,0,0,0
ETH,0,0,0,0.388024711678463,0.0163009615068,0.00118667005956493,0,0,0.0834770613103904,0.217962537482958,0,0.292384475744462,0.0404928695421271,0,0,0,0,0,0,0
BCH,0,0,0,0,0,-0.380685204011304,0.972003573797566,0.00110546056304194,-0.16651525064764,0,0.294632375272293,0.738534355436149,0.0363995994673135,0.195395771092404,-1.14946348823136,0,0,0,0,-0.454077815263313
XRP,0.0720039411293472,0.417508094371706,0,0,0,0,0.142797955554084,-0.0473827787992713,-0.0655530297552797,0,0.117813556514361,0,0.014098525323615,0.0255409743622857,0.0996001447954548,0,0,0,0,0
LTC,0,0,0,0,0,0.0861413265506562,0,0,0.0309070108980002,0.229094421191259,0,0,0.0434355500003709,0,0.0456769550854309,0,0,0,0,0.0192484053756407
MIOTA,0.294170900930513,0,-0.0823531410903516,0.224797365110302,0,0,0.117973894112972,0.33687956481327,0,0,0,0.298654255688726,0.00327727395807664,0.0417591866704104,0.126954956248647,0,0,0,0,-0.0521185383606678
XEM,0.201170656086636,0,0.104805465978918,0.196115084052338,-0.0255474918564209,0.0964785744728716,0,0,0.104047771945131,0,-0.190472116063809,0,0.113984679729839,-0.0837654435524024,0.382271652439517,0,0,0,0,0.0828496508854804
DASH,0.130361850063377,0.225705416115749,0.0628396286038208,0,0,0.051238434467462,0.115204669366221,0,0.0692498027687657,0.111534678911416,0,0,0.0601161485958428,0,-0.0135119597928041,0,0,0,0,0
NEO,0,0.475210685750446,-0.0701101157799283,-0.787519506798923,0,0,0.41879288264904,0,0,0.0487825632663074,0.364744826396537,0,0.0303253067062285,0,0.0177533725450153,-0.93150463125759,0,0,0,-0.0732722722358099
ETC,0,0.321184858097053,0.00236340389838399,0,0.267232189705979,0.032825794930911,0,0,0,0,0.0699343847519718,0,0.00000000000000000010842021724855,0.00642291587363583,0,0,0,0,0,0
XMR,0.13803451761252,0.00000000000000000346944695195361,0.0662548803754914,0.181977627872262,0.0695685996995242,0.0141442975137419,0.00500570173448149,0.247278529474825,0.0551510156367152,0,0,0,0.0352130893266338,-0.0521255951761133,0.18055188359905,0,0,0,0,0
ZEC,0,0.188597131046128,0,0,0,0.170577000519942,0,0,0,0,0.0674797172966398,0,0.04590185394709,-0.000766792132906014,0.132756962370255,0,0,0,0,0
EOS,0,0,0,0,-0.285393760183154,0,0,-0.036117859324394,0.134637941610954,0.58498220202981,0,0.37594078278179,0,0.0783110844236673,0.222848054696979,0,0,0,0,0.0680243083368441
BNB,0.08796941348473,0,-0.0271970042521631,0.13483801476249,0.224619778284957,0.0754296277591382,0,-0.209806059378441,0,0,0,-0.0825423464775473,0.0296679327636025,0,-0.063847469330646,0,0.865285566046046,0,0,0.338780598932699
XLM,0,0.226619951369152,0,0.13069474211564,0,0.14242245181522,0.221292686918059,0,0,0,0,0.184455027759806,0.0864134141081603,-0.00613960951944324,0,0,0,0,0,0
BV010082.INDEX,0,0,-0.0115315291475041,-0.00922735027323281,0.046635093965723,0,0.0261316291517941,0.027539771117636,-0.0158348639561469,-0.00376422533138476,0,0.0466647767288457,0,0,-0.0579723615430058,0,0,0,0,-0.00985642752795449
CVIX.INDEX,0,0,0.0091194541191503,0,0,0.0437960894860476,0,0,0.0247727032965557,0,0.0656579974589743,-0.0863529487031655,0.0209941522370403,0,-0.0575472023931256,0,0,0,0,0.0502760903674308
DXY.INDEX,0.00177372525389491,0,-0.0000699121728698054,0,0,0.00804657599967444,0,0,-0.00426236185650439,0,0,0,0.00342232982830894,0.00302620922609739,-0.00362253090472334,0,0,0,0,0
SPX.INDEX,0,0,0,0.00301320109839552,0,0.000334472372358479,0.00178678740731338,-0.0167876054812436,-0.000475829651823454,0,0,0,0.00201012749289865,0.00175162366091074,0,0,0,0,0,-0.0537018648227659
VIX.INDEX,0,0.0185874796004399,-0.0155359328202818,0,0,0,0.109614038076184,-0.121722872037821,-0.0513829562518033,0,0,0,0.042401726258104,0.094185784798831,0,0,0,0,0,0
