,BTC,ETH,XRP,LTC,ETC,DASH,XEM,XMR,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0338708697561923,0.150952267021238,0.631422700149225,-0.0108253749857022,0.0717004071729402,0.036118696342707,0.052833143953707,-0.00000000000000000346944695195361,-0.0472155975549042,0.0872776499510444,0.167001300367804,0,0,0,0.0203182761638043
ETH,0,0,0,0,-0.190560425813867,0.28564619092603,0.0732579388118196,0.090194331152061,0,0,0.226619934971252,0,-0.614342067535457,0,0,-0.0400494179528414
XRP,0,0,0,0.133448771861366,-0.00551833663236148,0.0447709272562918,0.028913164828253,0.0286633384073677,0,0,0.00337065520338797,0,0.286345642418852,0,0,-0.0897276396113633
LTC,0.95572405899131,0,0,0,0,0.0241075263084627,-0.0290707120759099,0,0,0,0,0,0,0,0,-0.00238957532022515
ETC,0,-0.704021813687593,0,0,0,0.477703073278501,0.0485633813193098,0,-0.878720074901149,0.171981827400791,0.0525892217676391,0,0,0,0,-0.497317441370278
DASH,0,0.0690460699286692,0,0.0665603203814705,0.0294404125773433,0,0,0.0812711582817355,0,0.191625730529661,0,-0.367960580053274,0.194069407113337,0,0,-0.0826256187563843
XEM,0.931690489747228,0.0152678231985218,0.314476139431397,0.245056314829162,0.054287348302172,0.412663053752752,0,0.083562572086715,0,0.527008449129772,0.158503579385308,1.01721383342089,0,0,-4.32195742671349,0
XMR,0.934642808125928,0,0,0,-0.0416721251727613,0,-0.0256071529385495,0,0,0,0.0587625597370287,0.254537095692099,0.206603577699515,0,0,0
DOGE,0.299177703132014,-0.000000000000000000867361737988404,0.238548056106718,0.424681839354782,0,0.128009057635014,-0.0460279428695183,-0.00992880204149303,0,0.141545626629699,-0.0747241207253325,0,0,0,0,0.116830421376554
XLM,0.11878657282155,0.291235995092433,0,0,-0.0143958462908778,0,0.124178073442463,0,0,0,-0.343032067031714,0,-0.145839463443339,0,0,0.119061918997495
DGB,0,0.684153208517469,0,0,0.113985687816856,0,0,0,0,0.313037118631577,0,0,0.578592976528106,0,0,0
BV010082.INDEX,0,0,-0.467627883520666,-0.187289027086551,0,0.0668540086962427,0.0308136836123398,-0.0193982239934987,-0.0103537179414779,0.013223813063872,0.0255391621931133,0,0.0979454423919905,0,0.202477884033976,-0.100319292922639
CVIX.INDEX,0,-0.224773092335578,0.0532767935082233,0,0,0.274717283275919,-0.068164741794327,0.0407235572078304,0,0.146618245292763,0,0,0,0,0,0.149259564806333
DXY.INDEX,0,0.00129678163394299,0.0476200614114136,0,0.00221611889962313,0.0416606336530214,-0.0120363085498646,0.00230433002107925,0,0.00558892984794627,-0.0262013350390374,0.111022096359462,0.00422463853636623,0,0,0.00725399228998055
SPX.INDEX,0,0,0,0,0,0,-0.00478789558845436,0,0,0.00961994609899601,0,0,0,0,0,-0.0842787350539492
VIX.INDEX,0,0.264977228831236,-0.703877527921315,-0.0104878991843179,0.0925284405988738,0.115512465533757,-0.138549152108923,0,-0.493753823832511,0.543925154825216,-0.235546985582503,0.327378470203882,1.24819709965949,0,-0.526303967048473,0
