,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0344646384523216,0.0228644110440995,0.293656679340434,0,-0.0377647147375923,0.0429174621563958,0,0.029781239559424,0.00997250160183269,0,0,0,0,0
ETH,-2.0589157046012,0,0.39406873428512,0.470375110148305,0.402686564740432,-0.303537303023372,0.433691958106908,-0.0120424073669807,0.340474164891158,-0.0862252718890121,0.43805696791055,0,0,0,0
XRP,0.0203575514643141,0.114842512771493,0,0.231833986963637,0.18478730578,0.141473445226894,0,0.0476595905017008,0.137753798982202,-0.149410327185138,-0.362737145571155,0,0,0,0
LTC,1.06378594254831,-0.0203547428572062,0,0,-0.0138310729370849,0,-0.00996953381427066,0.0266142673267794,0,0.031888339378955,0.239345506288745,0,0,0,0
DASH,0,0.103318683217224,-0.19529284931406,-0.353743751398075,0,0.0809899776927546,-0.035086595153377,0.128144992118309,0.138460780351582,-0.0595444312133387,0.0648650134405948,0.205263326034963,0,0,0.0972639549412686
DOGE,0,-0.0398689413863837,0.142025128028815,0.471854702102499,0,0,0.0205884632142066,0,0,0.0726454382476665,0.419485634975364,0,0,0,0.178770062249429
XEM,0,0.092676546956951,0,0,-0.129560659585001,0,0,0.0597818904377402,0,0.186490129677718,0,0,0,0,0
XMR,0,0.398145206043192,0.0134362974155562,0.194452134954976,0.593594682052179,0.660616281836455,0,0,0.415905933623749,-0.125002398173521,-0.413957067658669,-0.445793659800307,0,0,-0.836957937806036
XLM,0,0,0.48633413609042,0,0,0.156911365228172,0,-0.0269152024703047,0,0.103609555747693,0,0,0,0,0.0743912554453152
DGB,0,0.237903694080704,-1.3583534556704,-0.625758570481959,-0.466968233223862,0.685332418722438,0.46270344478222,0.163599530236794,0.467023425763312,0,-0.223495694379086,-0.678716000347819,4.28304383242186,-1.99793444475223,-0.211121995985157
BV010082.INDEX,0,0.106561918054535,0,0.0420856718893413,0,0.0970186285895148,0,0,0,-0.112957846108584,0,0.116940800384123,0,0,-0.101870838177565
CVIX.INDEX,0,0.0429624526342746,0.0656740218239663,-0.0735479368354557,0,0.0530967182093946,-0.171501207186292,0.0421057611546776,0,0,0,0,0,0,0.186032062645432
DXY.INDEX,0,0,-0.0207456964397396,0.0602268447332229,0.0335513643979906,0,0,0.00344087345660803,0.0649567399772123,0,0.0238093500006599,0,0,0,-0.002852961969636
SPX.INDEX,0,-0.00340250688815673,0.0109529726285573,0,0.0056303592616274,0,0,-0.0175763424432684,0.0135556456380024,-0.00338719666648461,0,-0.00749535763651278,0,0,-0.095592286928808
VIX.INDEX,0,0,0.108461526382756,0,0.424781240185712,0.47998563665169,0,-0.287422153791451,0.000000000000000000867361737988404,-0.0821098872710365,-0.328017913421574,0,0,-2.00110265062189,0
