,BTC,ETH,XRP,ETC,LTC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.00620116575266575,-0.109517593372087,-0.0299257535062059,0.570499157281825,0,0.0696519427596104,0.0908097606367619,0.123901742543526,-0.0276203935721699,0,0,0,0,0,0.0215152825495228
ETH,0.983121272345301,0,0,-0.249374730447324,0,0,-0.0256996372937156,0,-1.53088606565187,0,0.435354269857954,0,-0.237307205383772,0,0,0.0751815283881707
XRP,0,-0.0263059090494245,0,-0.0212061200783757,0.0752145024308051,0,0.0219829730417335,0,0.0115646365048066,0.0479115026739799,0,0,0.390224015852658,0,0,-0.122822307539141
ETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.805919200649373,-0.0416152216097633,0,0,0,0,-0.0449772024090721,0,0,0.0859381524831827,-0.00928440646398255,0,0,0,0,-0.102131450556534
DASH,0,0.0146453864760309,0,0.0115339131332387,0.196812694721367,0,-0.0164762772653637,-0.1070540363758,0,0.143966213055944,0.087877191394458,0,0.247261486607058,0,0,-0.0267319371879047
XEM,1.17706215507672,0.0240816687971219,0.453504994871085,0.0429671879568565,0,0.0422075089068247,0,0,0,0.434597266777803,0.261533895184233,1.09141526022868,0.447810966683342,0,-3.79506947313233,0
DOGE,0.00000000000000000693889390390723,0.0668595761253509,0,0.0269352462986945,0.439385562374009,0,-0.0829231173883559,0,0.166600406225436,0.147678696223699,0.01747503027175,-0.357797888861155,-0.220711105063203,0,0,0.0430885493144107
XMR,1.01510501199939,-0.226575552655663,0,-0.0903355932961677,-0.229771519786216,0.0174613076714564,-0.106133144080319,0.208340600950684,0,0,0.156833748048916,0,0,0,0,0
XLM,0.238786033252287,0,0,-0.0347643443765738,0.282680979619629,0.206040335866896,0.204960632664484,0,0,0,-0.207851959984334,0,-0.254806201356183,0,0,0.140364796786784
DGB,-0.85851495462529,0.238677925281422,0.139568561445656,0.0433475624934208,0.685694494560032,-0.306823691371338,0.144158034925128,0,-0.166104834471153,0.000000000000000000867361737988404,0,0,0.284339252025139,0,0,-0.00000000000000000693889390390723
BV010082.INDEX,-0.233672652641811,0.0270948025795099,-0.105158283231815,0.0336717070934852,0.00530534733778045,0,0.0237262196384979,0,0,0.0511481331766879,0,0,0.107238116159669,0.617368464554512,1.37278414635823,-0.0318236517961082
CVIX.INDEX,0,-0.143714230880956,0.0644282125535678,0.0125819931886882,-0.0728858953449134,0.401233139634849,-0.0165616314398485,0,0,0.0670136209068286,0,0,0,0,0,0.149776623667033
DXY.INDEX,0,0,0,-0.000957984591417261,0,0.0464803989794436,0.0064275447996138,-0.0275719119749851,0,-0.00872523821338029,0,0.182218487970463,0.0375134731323091,0,0,0.0138708225751379
SPX.INDEX,0,0,0,0,0,0,-0.0079660720133983,0,0,0.0168418192498502,0,0.016619883211027,0,0,0,-0.0818624040160676
VIX.INDEX,0.245439139454106,0.195090696132843,-0.723293131595227,0.110521659628551,0,0.0443389864369531,-0.168872531843953,-0.850983304486361,0,0.562974942248466,-0.269329715871271,0,1.18700616685303,0,-1.00020888158173,0
