,BTC,ETH,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0736773115395275,0,0.842607970024555,0,0.00901961263721961,0,0.0328844199408603,0.0423532882801554,0.0242802175436065,0,0,0,0,0.0555232502007255
ETH,0,0,0,0,-0.143763344080808,0,0,0,-0.0332458733660717,0.0912680859894799,0,0,0,0,0.0946200524180571
XRP,0,0.046265073306214,0,0,0,0,0.483560662985956,-0.281162983537775,0.037132355797436,0.0698648392893727,0,0,0,0,0.00000000000000000173472347597681
LTC,0.649692782403689,0,0,0,0,-0.025546134720294,0.221332132785876,0,0,0.020802525597565,0,0,0,0,-0.032287494701921
DOGE,0,0.0105094848923889,0,1.54971525904221,0,-0.102895042375111,0.988763889120129,0,-0.113026875721917,-0.184709412131701,0,-0.0834670854234755,-1.66231832880288,0,0.249639523746652
DASH,0.364103624727632,-0.288551285432543,0.209304190174626,0,0.00000000000000000173472347597681,0,-0.271588782778101,-0.396379278965497,-0.0953755036583649,0.0544288514329894,0,0,0,0,-0.0455661712440374
XLM,0.0837938278738068,-0.08861060285356,0.514549198045592,0.143644258504607,0.241928781947186,-0.167116354725279,0,0.0535546758921467,0.0262290403859156,0,0,0,0,0,-0.0794686122960364
XMR,0.432838238737625,0,-0.239912071078306,0,0.100804249649356,-0.110592483475877,0,0,-0.0267190725899718,0.0466122101825052,0,0,0,0,0
XEM,0,0.0672971155043722,0.526287169561181,0.179728573648597,0,-0.199539996069126,0,0.0808446192010656,0,0,0,-3.04506436152805,0,0,-0.00000000000000000346944695195361
DGB,0.626435779898565,0.016223653371755,0.475208483369349,1.00868707441356,-0.170551108276653,0,-0.446443759582005,0.0962066569224857,0.175913990628497,0,-1.24094609170694,0,0,0,-0.0000000000000000277555756156289
BV010082.INDEX,0,-0.00523977533423156,-0.072367767518339,0,0.0287140656692606,0,0.0376641567574076,-0.0202389362447036,0.0215376921906884,0.0394160241344093,0,-0.052732749263011,0,0,-0.0915035006402205
CVIX.INDEX,0,-0.0150192873902997,0,0,-0.00909523692208809,-0.0524946250907745,0,0.052059892614391,-0.0397635632172261,0,0,0,0,0,0.094513376907423
DXY.INDEX,-0.0165231415120233,0,-0.0279117697079032,0,-0.0264507511188977,0.0142429607810861,0.0354893889040666,0.018242385229258,0,-0.0176880872743487,0,0.0134702239276087,0,0,-0.0115796257860571
SPX.INDEX,0,0,0,0,0.00180003953314228,0,0,0,0,0,0,0,0,0,-0.128417387360848
VIX.INDEX,0,0,0.0890658297986015,0,0,0.0520492769014358,0.00501562717806088,-0.136048433721222,-0.148847495147829,0.190195603839464,0,0,0,-4.72778566866196,0
