,BTC,ETH,XRP,LTC,EOS,BCH,XLM,BNB,TRX,ADA,BSV,XMR,MIOTA,DASH,MKR,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.152864961865598,0,0.0121478499376269,0.0671636561862695,0.117810902405312,0.0449512505123237,0.0403803142698001,0,0.0288381927425958,0,0,0,0.0174415318906111,0.0000948719236953762,0,0,0,0,-0.00349080919295525
ETH,0,0,0,0,0.264174271651286,0.238397348394108,0,0,0,0.163003097825585,0.0308427537799168,0,0,0,0.00407349015293045,0,0,0,0,0
XRP,0,0,0,0.076808315020561,0.149526959111176,0.10673224404218,0.152920564497246,0,0,0.0980776505881374,0,0,0,0,0,0,0,0,0,0
LTC,0,0.25939772184579,0,0,0.231576244006691,0,0.0211717042113336,0.146794657464156,0.166274716542331,0.150113654753004,0,0,0.176486160376403,0,-0.127778478332309,0,0,0,0,0
EOS,0,0.306486647689,0,0.271474501797402,0,0.181871723420122,0,0.129929322475386,0,0.0167342246997079,0,0,0,0,0.201622939583709,0,0,0,0,0
BCH,0,0.166486555693914,0,0,0.303447990699804,0,0.0789730943822379,0,0,0,0.252214149889068,0,0.132395513553604,0,0,0,0,0,0,0
XLM,0,0,0.0762877206261503,0.0562032587616191,0,0.237954117270322,0,0,0,0.107295591142536,0,0,0.075482349507722,0.124828021679021,0,0,0,0,0,0
BNB,0,0,-0.321952523199185,0.421686340978875,0.0726772869427019,0,0,0,0.509828156775233,0,-0.00243748498725026,0,0,0,0,0,0,0,0,-0.0537460863763809
TRX,0,0,0,0,0.117941763140167,0,0.277016751147676,0.0133987982759898,0,0,0.28225787844532,0,0,0,0,0,0,0,0,0.0357276246542973
ADA,0,0,0,0.166800271396742,0.100021731766994,0.307077066209145,0.00154713051369026,0.0462247446532707,0,0,0,0,0.207290593691482,0,0,0,0,0,0,0
BSV,0,0.189184216859327,0,0.0558889063066595,0,0.248875438960972,0.0223570731085796,0,0.101468392640476,0,0,0,0,0.0569610458594404,0.0974962829333494,0,0,0,0,0
XMR,0,0,0,0.0790869832816144,0,0.0246242426077493,0.184338435822714,0,0,0.140332154904115,0.115673597796734,0,0,0.0681179257029217,0.0511368668245584,0,0,0,0,0
MIOTA,0,0.270074063658007,0,0.0358791476305256,0,-0.00000000000000000693889390390723,0.107874762448717,0,0,0.32925036305218,0,0,0,0,0,0,0,0,0,-0.0445920330266388
DASH,0,0.12895808131147,0,0,0,0,0.114549757477177,0.0683416935068135,0,0.386536743375912,0,0.0559795661748486,0,0,0.020348919817072,0,0,0,0,0.0321210778318286
MKR,0,0.512835849029125,-0.564822928984089,0,0.202368502106964,0,0,-0.0476674990869281,-0.110548487154925,-0.17284249020631,0.544191541143849,0.377937025543582,0,0,0,0,0,0,0,-0.0207252968051368
BV010082.INDEX,-0.329968274718207,0,0.136327385727552,-0.024592356008082,-0.074075782153783,-0.130967165772644,0,0,0.132610990619085,0.0977593000485328,0,0.0344384067705344,0,0.10343473633411,0.090270344465414,0,-0.30413826093047,0,0,0.0685109764860193
CVIX.INDEX,0,0.292519463384662,0.31566076250592,-0.00000000000000000173472347597681,0,-0.435415389598283,0,-0.00000000000000000010842021724855,0,0,-0.0602615568439196,-0.0784558110539385,-0.000434624487071222,-0.0190927533724625,0.0242828717864063,0,0,0,0,-0.0344710720800831
DXY.INDEX,0,0,0.0161905914165551,0,0,0,0.0225464386667033,0.00555511079101089,-0.0553114466244557,-0.0175168888211485,0.0113084139384145,0.0185708021702806,0,0.0213045494157194,0,0.0973807467190268,0.0428797407684178,0,0,0.0229177147521037
SPX.INDEX,0,0,0,-0.0121686942503993,0.0174574436750762,0,0,0.00994692761846826,0,-0.0303393688326784,0.0139354715598398,0,-0.00780867473029783,0,0.0044945078192101,0,-0.054396718317178,0,0,-0.0738991293536165
VIX.INDEX,-0.667314298308439,0,0,-0.064702360252362,0,0.19514064841506,0.222602781424068,0.124689746191792,-0.107259089157563,0,0.140362658065271,0,0,-0.317423976067676,0.046440987971158,0,0,0,-3.95017868329057,0
