,BTC,XRP,ETH,BCH,EOS,XLM,LTC,TRX,BSV,ADA,MIOTA,BNB,XMR,DASH,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0,0.00000000000000000346944695195361,0.154494563125349,0.0985280481220114,0,0,0,0.0283196175406709,0.10327549864398,0.232808650236469,0.0991372261030166,0,0,0,0,0,0
XRP,0,0,0.204449054471038,0.0461544942336772,0,0.039700542728333,0.184063836954078,0,-0.00742085672393264,0,0,0.0489969123970617,0,0.0421220591801196,0.072631078605397,0,0,0,0,0
ETH,0,0,0,0.16048941196135,0.252055947158806,0,0.0000000000000000138777878078145,0.043746193022933,0,0,0.204833622861969,0.115641908079122,0,0.0655361110343324,0,0,0,0,0,0
BCH,0,0,0,0,0.235353830532356,0.297400348266502,0,0,0.141359053343978,0,0.019262088402108,0,0,0.353460794800194,0.06221159772338,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0,0,0.614796482497508,0,0.164764908494145,0,0.1452288964862,0,0,0,0,0,0
XLM,0,0,0.0189507621432754,0.129241629120501,0.0313462058778578,0,0,0.0135931417811425,0,0.0729440797022324,0.0653975624456413,0.13947184654778,0.242560737071134,0,0,0,0,0,0,0
LTC,0,0,0.0409877111060417,0,0.27012938720996,0.0648394832483983,0,0,0.0718925386608592,0,0.0518016353499978,0,0.236454296014281,0,0,0,0,0,0,-0.0166891353709107
TRX,0,0,0,0,0,0,0,0,0,0.507540296685935,0,0.119862344632504,0,0,0.0699916295466311,0,0,0,0,0
BSV,0,0,0.133360612217701,0.344844264151732,0,0.173023282049637,0,0.302450552873507,0,0,0,0.085202534442253,0,0.267126161290896,-0.469637166607754,0,0.343352624690523,0,0,0
ADA,0,0,0.0666827462846482,0.0835125065291891,0.285513650489951,0,0,0.152816323388255,-0.00968019555179035,0,0.13689300482829,0,0.178671659806922,0,0,0,0,0,0,0
MIOTA,0,0,0,0.00980142479794639,0.252816434487173,0.153442559483334,0.123867828743279,0,0.0602681350245583,0,0,0,0.0312975812969828,0.0281081286025967,0.287753879904521,0,0,0,0,0
BNB,0,0,0,0.0875448958103111,0.215794210160158,0.359727581187241,0,0,-0.150593504174321,0.250829044806801,-0.0141249388103795,0,0,0,0,0,-0.159518530645632,0,0,0
XMR,0,0,0.193736196642767,0,0.0318825234295374,0.302659248039759,0.0656609051385522,0,0,0.166109927758274,0.0208218154577209,0,0,0.0331282140911366,0.0314778853885146,0,0,0,0,-0.0486705620761412
DASH,0,0,0,0,0,0.592339865159395,0.1136939101102,0,-0.0329103306839276,0,0.0908742209294891,0.0390517280824014,0.287096064731208,0,0,0,0,0,0,0
XEM,0,0.338755955342911,0,0.0731237727189557,0,0.280394846932089,0,0.101203527122928,0.0611862716536718,-0.0000000000000000138777878078145,0.000000000000000000867361737988404,0,0.0868438792831198,0,0,0,0,0,0,-0.0840930859445298
BV010082.INDEX,0,0,-0.265069681349962,-0.0305280862377506,0.066819223641673,-0.0237211993535284,0.0128862244591924,-0.000727202236926142,0.00566278127017831,0,0.0602371599736784,0,0,0,0.216003520228004,0,0,0,0,-0.0736775113729691
CVIX.INDEX,0,0.0559444181817963,0.27639802990224,0.061368278800486,-0.41698772533137,0.289200114077612,0,-0.229539121693556,0.0190228409057012,0.156283595256282,0.0676091617936889,-0.0646041928061153,-0.399167346436795,0.0989097596992836,-0.00000000000000000346944695195361,0,0,0,0,0.000000000000000000216840434497101
DXY.INDEX,0,0,0,-0.00509187888810096,0,0,0,-0.0396515670712822,0.00379077826587424,0.0127567424506029,-0.00175507369583732,-0.00433933285339817,0.00941398368777417,0.00495171019519153,0.0228383746299429,0.0426924680617605,0,0,0,0.00462948580180697
SPX.INDEX,0,0,0,-0.0123481713129497,0,0,0,0.0152144526927089,0.0188544570067688,0,0,0,0,-0.0392878628333031,0.0311625363549785,0.0853532316768113,-0.0460230011986106,0,0,-0.140764581057509
VIX.INDEX,0,0,-0.426041955427462,-0.126059155238232,0.269968760941898,0,0,0.348576949657536,0.142596865661425,0,0,0,0,0,0,-0.202598105974878,0,0,-3.71862843237153,0
