,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0373581354902847,0.0628236457171082,0.309751212897283,0.0166230267784478,-0.0456727708539813,0.0119398303707247,0,0.0431461204368545,0.014697907116149,0,0,0,0,0
ETH,-0.850742114461236,0,0.323280335284297,0,0.183084007429539,-0.327706685764692,0,0.189419690441641,-0.257253416614823,-0.0129956450565503,1.27788485333095,-0.707862674274412,0,0,0.00000000000000000693889390390723
XRP,0.170620376986177,0.0880086961316426,0,0.242475144925763,0.209731587019071,0.151709894873054,0.0702546722236303,0.0504509540378286,0.152435851125557,-0.137589563821814,-0.385889876207419,0,0,0,-0.0315085761904758
LTC,0.584693933566453,-0.0374376377867387,0,0,0,0.0677985476188726,0,0,0,0.00475331645308214,0,0,0,0,0
DASH,0,0,-0.124458933489445,-0.343920812465442,0,0,-0.0482140282664285,0.0923678013419313,0,-0.0211226352702833,0.0794582721046381,0.217115180964262,0,0,0.0971770726624138
DOGE,0,0,0.0198393229638201,0.481461516422277,-0.109246261986464,0,0.0573497290652531,-0.0396858864250979,0.156938716713727,0.0395487647576154,0.317215129591597,0,0,0,0.102437255730796
XEM,0,0,0,0,0,0,0,0.0567198534294118,-0.00000000000000000173472347597681,0.140144447119705,0,-0.328272166939542,0,0,-0.0138971825634922
XMR,0,0.404813693821289,0,0.501760860127034,0,0,0,0,0.124819451016192,0.0893328870742533,0,-0.119321498520608,0,0,-0.440050409855477
XLM,0,-0.136225422749911,0.37655788528242,0.565313381147079,0,0.272495960485611,0.162874058570068,-0.0924673609415652,0,0.10644022281248,0,0.338824845354957,0,0,0.0121730068574903
DGB,0.54026632100905,0.425922545513637,-1.44905038102793,-0.892011148424616,0.270207896005839,0.76394871537387,0.211844556331846,0.0941896473062774,0.407950001441933,0,-1.32289659204979,-0.978063167767237,1.91622917624283,-6.4385733486297,-0.621785911408717
BV010082.INDEX,0,0.0536984564079612,0,0.289101065410167,0.218810849545537,0.170971242127558,0.0234254203528937,-0.0181922063364535,0,-0.0663164584834292,0,0.158364459995859,0.531714640757722,0,-0.0851833340450563
CVIX.INDEX,0.0764290210842883,0.000000000000000000867361737988404,-0.0647440966070204,-0.22883449183021,-0.0144561533087935,0.0690190375328541,-0.0630926725012387,0.0552049628438061,-0.0158109673181865,-0.0183727758932896,0,0,0.550814058854104,0,0.179474746980708
DXY.INDEX,0,0.00233487620496475,-0.0693644135108833,0.0691340643975028,0,0.0193208713818277,0.0182732165302751,0.0264370527997369,0,-0.00447835616237943,0,0.0429055014215002,0,0,0.0020184781394553
SPX.INDEX,0,-0.0109177070672283,0.0208671310348841,-0.0381971618048729,0,0,0.00444314952508095,-0.00338390039474702,-0.00748767345121642,-0.00690457367355538,0,-0.0161116764188611,0,0,-0.0773217482315103
VIX.INDEX,0,0,0.149579114442196,0,0.156141311676475,0.150210384355848,0,-0.101045877705586,-0.0222897199642481,-0.0516450644197387,0.0000000000000000138777878078145,0.124841582604671,0,-4.93139611591128,0
