,BTC,XRP,ETH,BCH,ADA,XEM,XLM,LTC,MIOTA,DASH,NEO,XMR,TRX,EOS,BTG,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0828508132080931,0,-0.127190936564452,-0.0125690598645808,-0.0179908793765008,0.107558625723692,0,0,0.071034259460111,0.0817074625067384,0.173548401194665,-0.0754383562989845,0.165515127946223,0,0,0,0,0,0
XRP,0,0,0.542460949546703,0.17462980691653,0.0889801260616578,0,0.00992299349940468,0,0.0211517099676837,-0.0971265208669215,0,0.150462764158314,0,0.0444315444137053,-0.0313826907446292,0,0,0,0,0
ETH,0,-0.00461066511542762,0,0,0,0.0247656893428041,0,0.185488324667835,0.0215909581297882,0,0.101445161035558,0.0985426745689089,0,0.0812793143780346,0.0698673774293419,0,0,0,0,0
BCH,0,-0.109085912421931,0,0,-0.0155344613962638,0.0595301598218752,0,0,-0.000000000000000000216840434497101,0.163905637798159,0.172759586786672,0.162905027053973,0.0584458596540307,0.0155674066867478,0.183421714925476,0,0,0,0,0
ADA,0,0.171169768485226,0.241138375485034,0,0,0.133020615179303,0.274151649462158,0,0,0,0.110122356620163,0,0.0410992083332323,0,0.062920409007205,0,0,0,0,0
XEM,0.0806943815510144,0.186151157541026,0,0.0407227504211788,0.0350786230908648,0,0.225555363704393,0,0.152773840560274,0.189095809487811,0.142543248026306,0,-0.0569175918367927,0.0344308298144882,0.0163912762050486,0,0,0,0,0
XLM,0,0.0614170763569278,0,-0.0745409681338209,0.384559220109189,0.00470434205465724,0,0.149564073930229,0,-0.0585021825814574,0.106999311705968,0.157953778387992,-0.0607814562003774,0.09309328607501,0.041282007452105,0,0,0,0,0
LTC,0.231706951309805,0,0.347647839442769,0,0,0,0,0,0.170911947639313,0,0,-0.0615911361644529,-0.0257057499738999,0,0,0,0,0,0,0
MIOTA,0.309272115642035,-0.1532752180999,0.0895703761721498,-0.146372669872408,0,0,0.214930122777729,0.0729566247406248,0,0,0.225218872719567,0.369098270813381,-0.114665292666894,0.115583320910145,0,0,0,0,0,0.250601142710182
DASH,0,-0.000000000000000000867361737988404,0,0.117228153296716,0,-0.00442261988415371,0,0.271812349291364,0.0617621542021377,0,0.107255513148406,0.103183921762403,0,0,0.0312732249230447,0,0,0,0,0
NEO,0,0.0151716117989,0.629589927790559,0,0.00839775491657805,0.0300513616057582,0.188667365268118,0,-0.105452430870141,0.131046676081462,0,0,0.0483450051778929,0,-0.0408873578158099,0,0,0,0,0
XMR,0.22079186801277,0,0,0.0686784072996952,0,-0.00180679111230274,0.131621311308224,0.0960481265663303,0.135211397759823,0,0.198643528202449,0,0.105202353706187,0,0,0,0,0,0,0
TRX,0,0,0.0748147557985573,-0.0805709457462474,0.0544202252083976,0,-0.141520885737945,0.124912296142896,0,-0.0574302645945284,-0.0899968318137152,0.296435824889695,0,0.183327110481624,0.0466060642438912,0,0,0,0,0
EOS,0,-0.0264553023314577,0.191897028657534,0,-0.0344980411770542,0.121799440114851,0.272249618372104,0.114347556810433,-0.000459239848845862,0,0,0,0.124260500727713,0,0.210544180593409,0,0,0,0,0
BTG,0,0.0808333381434433,0,0.428026433235392,0.0331951586336764,0.0440377327059268,0,0.322803757480411,0,-0.329969401676865,0.402589075143965,0,0.123973318442842,-0.193768080515027,0,0,0,0,0,0
BV010082.INDEX,0,-0.0124558766073082,0,-0.0397351531188689,-0.0083041104411739,0.00894636812861978,0.0126192803043966,0.0143879956287333,0.012177944931489,0,0,0.00228955302497001,0,0,0,0,0,0,0,0
CVIX.INDEX,0,0.0459469862890542,0.0797573353795107,-0.00279185795641886,-0.00992425411762661,0.030678199271279,0,-0.0395078526604487,0.00325864270740201,-0.0229551425592127,-0.0393267021469864,0.0393620312981902,-0.0363490463647547,0.0121871079559708,-0.0483562161783905,0,0,0,0,0.0603548316548784
DXY.INDEX,0.00196039466347139,-0.00341782868039826,0,-0.00856900632464883,0,0,-0.00712252739462362,0,0.00856875883908158,0,-0.00238155473428837,0.0146233739113966,0.0100282703303972,0,0,0,0,0,0,0
SPX.INDEX,0,0.00090216113867697,0.0119867449248114,0.00224422209422209,0.00277044312638127,0.00116621239625582,-0.00133857280930493,0,0,0,0.00115236666579839,0,-0.00247761847169546,0,0,0,0,0,0,-0.0323826056973009
VIX.INDEX,0.133129644452915,0.0677168839754542,0,-0.129793626725217,0,-0.0566859450254049,-0.142605757295136,0.0235500432780724,0.11405736477681,-0.00421020102060843,-0.0710162525674708,-0.00869303167573429,-0.0584701430922467,0.253010149116519,0,-0.451955667575927,0.407477412403378,0,0,0
