,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0567859264525527,0.130784297753673,0.082080818078816,0,0,0.025677105347358,0.121792094046722,0,0,0,0,0
XRP,-0.127507969001263,0,-0.00866784985368959,0.0016916754539224,0,0.551468972658444,-0.171137694208677,0.163139767261179,0.0317540504377736,0,-0.227831144524816,0,0,-0.0303273263985643
LTC,1.81016249690313,0.331601301731913,0,-1.89770811276768,0.215750336941563,-0.111786766770387,0.0775073127684771,0.0000000000000000277555756156289,0.800840308232366,-0.192278503886211,0.808730965766671,0,0,0
DASH,0,0.163434688415197,0.195259290516474,0,-0.0654616972469078,0,0.15178330482805,-0.0408593169460848,0.181889857238454,0,0,0,0,0
DOGE,0,0,0.112370124870681,0,0,0.456757478931465,0,0,0.33576561517097,0,0,0,0,-0.109840180597788
XLM,0.0154193123200963,0.416939354004376,0.0328964043170175,0.206568322809054,0.276250820531852,0,0.251434091329089,-0.00615745527058633,0,0.256152879701439,0,0,0,0
XMR,0,-0.136464936995602,0.0398229670933691,0.34176377897036,-0.0810463306528296,0,0,0.20956489761313,0,0,-0.161310031097275,0,0,-0.029889200635903
XEM,0,0,-0.167707641424101,0,0,0,0.324425216381167,0,0,0,0,0,0,-0.0279325321119678
DGB,0,0.312065705805634,0.0778615825333802,-0.277915911369437,0.0637873308619265,0.156835382488809,0.702729282638639,0.190017960920501,0,0,0.363809269138783,0,0,0.055311195112715
BV010082.INDEX,0,-0.0340025971733475,-0.0178463864216249,0,0.0205985946363176,0.037880188012157,0.0438534915719626,-0.0469279656199816,-0.00431300390581351,0,0.186433681802852,0,0,-0.105422921172382
CVIX.INDEX,0,0.00485414441535974,0.0467834421167221,-0.094138998427273,0.0847396138941639,0.0249658705780716,0.0107288895195361,-0.0972936112079855,0.038651141735827,0.730632814772581,0,0.465187136962244,0,0.0574329657510217
DXY.INDEX,-0.090652167982804,0.0294732606561534,-0.0176319303479283,0.0102199635045205,0.0225241616865909,0,0.035015222301587,0,-0.0115742977735944,0.138948957358964,0.045670792637063,0,0,0.0173985532141311
SPX.INDEX,0,0,-0.00109970234424709,0,0,0.0080480126868719,0,0,0,0,0,0,0,-0.0668160687044724
VIX.INDEX,0,0,0,0,-0.0468926404800677,0.167923669517368,-0.270874230455152,0,0.476071494547094,-0.854969998861315,0.0789907998403837,0,-4.66023142708198,0
