,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XLM,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0207406054149301,-0.0412794650127052,0.793698417366636,0.0540085888174671,-0.0392075090745564,0.0247825912074837,0.0263647312214985,0,0.00166111461417383,0,0,0,0,0.0124903388093334
ETH,-1.06531077703215,0,0.623366170265129,-0.272780123886934,0.0604127750465034,-0.076254353523541,0.217937662158187,-0.494855767001592,0.155940652539685,0.128174449486999,1.77170192383598,0,-3.88266134061378,0,0.0995483327404417
XRP,0.190964998493447,0.0216795896713781,0,0,0.0599170066130759,0.0459045493705507,0.0532060495359488,0,0,0.0321141820426264,0,0.0701320819217415,0,0,0
LTC,0.607708757892489,-0.000000000000000000433680868994202,0.0780617423303435,0,-0.0281915090940619,0.0175749734691561,0,0.0328011217811374,0.00632133638063109,-0.0033488677145688,0,0,0,0,-0.00865676704227517
DASH,0.104978994021385,-0.225400616627279,0.103179819774871,0.97743520797406,0,0.18069340454235,0.128932412785228,-0.597711528604744,0.0401375356893892,0.0479491358113382,0.499158163328437,-0.369003753127698,-0.775383432095896,0,0.534491912260289
DOGE,0,0.218307344863141,0,1.00630021596162,0.0810741257194255,0,0.0805420098870907,0.429383527555317,0.042102779588691,-0.0153973578136551,0,-0.174575960938202,0,0,0
XMR,0,0.269546951103193,0,0,0,-0.179355031382618,0,0.82808019276528,-0.340482152556328,0.190758943664387,0,0,0,0,-0.189082515679505
XLM,0,-0.00112522449246277,0.525920931298232,0,-0.564001447937058,0.296982498171643,0.153585160046107,0,0.237566805950502,0.0464829327154964,0,0,0,0,0.26859202452032
XEM,-0.481647980766742,0.126703588601174,0.152419060116337,0,0.360398023205093,-0.152260037513204,-0.376542250438967,0.504963001875374,0,0.280796263810913,0,0.533175331217009,0,0,-0.369659888840406
DGB,0,0.0202810860572568,0,0.690247735486243,0.66495188091194,0,-0.32136730755623,0.576052697512269,0.00000000000000000173472347597681,0,-4.35913869621913,-0.445159643913184,0,0,-0.491262082117767
BV010082.INDEX,0,0,0.0663584496089242,0,0.108814973441577,0.0372560540043402,-0.0458106051638564,0,0,-0.128447201522403,0,0.0754398168831569,0,0,-0.121209275256759
CVIX.INDEX,0,0.0347655272430306,-0.24803580058331,0,0.0354471658730419,0.00755721137373843,0.043565678555966,0.0646059284780263,-0.0253062788563244,0,0.121608266732137,0,0,0,0.115064849936768
DXY.INDEX,-0.14417228042602,0.00283662560273994,-0.0621567231641504,0.129892557630836,-0.0235380644043371,0.0132032989698074,0.0138534465678177,-0.0206612922906502,0.0114041233831533,0.0135283359758301,0.0853234536738844,0,0,0,0.0227053650935499
SPX.INDEX,0,0.0117837101642236,-0.0378388881270448,0,0.0193709865479294,-0.0048116699214269,0,0.0399924569943274,-0.00729237418631334,-0.00725167081020498,0,-0.0479824974570847,0,0,-0.134778839780561
VIX.INDEX,0,0,0,-0.11445966103429,0.223115357873716,0,-0.10050232135311,0.107359741732247,0.00000000000000000693889390390723,-0.0658379379744156,0,0,0,-4.85421736255272,0
