,BTC,ETH,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0413648594853136,0,0.95649411051045,-0.0270097188650316,0.0103075792850309,0,0.0899314772931015,0.00741074187083525,-0.000922060006192491,0,0,0,0,0.0790976418986842
ETH,0,0,0.399739313947686,-0.556370581444742,-0.0443860227663865,0,-0.146343693887683,0.133344335283572,0.0424299231884965,-0.118006753826308,0,1.11911499711092,0,0,0.214065332157009
XRP,0.0828497779654551,0.0438045851524162,0,0,0.0695358715114537,0,0.0339861198260243,0.0134442731081083,-0.0313476406534404,0.0714165346978683,0,0,0,0,-0.0717001734857417
LTC,0.670846180912709,0,0,0,0.0233958416068083,-0.0266567611505129,0.051477475999069,0,0.0247679056269335,0,0,0,0,0,0
DOGE,0,0.259712186650823,0.511604282413543,1.27625329962201,0,0.115381742615322,0.720059249702662,0,0.106439901116225,-0.347739470835977,0,0,0,0,0.270791781695425
DASH,0.545201669566783,-0.186788765694671,0.281801552765407,0,-0.141426977858983,0,-0.00000000000000000693889390390723,-0.47464723964688,-0.0744372732183758,0.0854792588512661,0,-0.261668151158154,-3.32552028959242,-0.763819749836152,0.149224334158959
XLM,-0.254658855460152,-0.00767879754176572,0.424316676847698,0,0.213388389669081,-0.0113350105311228,0,0.280163454983049,0.147751434743955,0.202377923117201,0,0.531836300312608,0,0,0
XMR,0,0.0437948286034487,0,0,-0.0380711182176522,-0.0709584844719272,0.756527045764414,0,0,0.0375031617866448,0,0,0,0,0.248259819232633
XEM,0,0.12107738527752,0.299748088135616,0,0,0.0830910701319636,0,0.0634883189608234,0,0.0885945644752572,0,0,0,0,-0.104237544992345
DGB,0,0.0749917657807892,0,0,0,0,0.955312869353006,-0.278737983831364,0.146625804794671,0,0,0,0,0,0.254988710285461
BV010082.INDEX,0,-0.0314666724422588,0,0,0.0319066538908724,0,0,-0.0313965563693726,0.00952466652934724,-0.00885300757870568,0,-0.131093269812492,0,0,-0.063149524644605
CVIX.INDEX,0.217940796939075,-0.00276020484092057,0.214838155583469,-0.316572802765755,-0.0473450456121135,-0.0252439623495833,0.0399644959029534,0.0176988014198879,0.00293724331887001,0.0228427314986234,-0.374622865918295,0,0,0,0.121868442072184
DXY.INDEX,0,0,0,0,-0.00526231240245499,0,0,0,-0.0155849561009558,0,0,0,0,0,-0.0212719084492451
SPX.INDEX,0.0249988193687171,0,0,0,0.00626368824784746,-0.0211567659302963,0,0,-0.0131274287088661,0,0,0,0,0,-0.123354442914581
VIX.INDEX,0,0,0,-0.186341447687789,0.0152682351584211,0.0578247465258375,0,-0.0717215152432614,-0.0939701332112351,0.140985026123634,0,0,0,-2.60964665496007,0
