,BTC,LTC,XRP,ETH,DOGE,DASH,XLM,XMR,DGB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.168261929620911,0,0.0327605643259429,0,0.0514374783932065,0.0412034507545046,0.25804204977578,0.0289977250409817,-0.0303479318973746,-0.146123969319936,0,0,0,0
LTC,0.426454335627401,0,0.00486948468173946,-0.0713992487115662,0.288109496908835,-0.0763209916389558,0.0658784983012353,0,-0.00487675199724806,0,0.259980266278404,0.110441852444274,0,0,0.0536958540654454
XRP,0,-0.146644079938008,0,-0.0847452988804282,0.466146250265284,0,0.38448221947897,0,-0.0145728568160258,-0.072985302417813,0.0915539041990995,0.446807858904352,0,0,-0.209304030540982
ETH,0.432418980258824,-2.17113383634952,-0.297917080247084,0,1.13633111421402,-0.418421027545776,0.494760772410863,0,-0.0602946294526189,-0.241023101244626,1.19034178929316,-0.314883199490133,1.38670106560273,0,0.2615962594528
DOGE,0,0.157480879665653,0.128915187534075,0.0303080834096283,0,0,0.0385471676045537,0.157137610145495,0.00992721218044204,-0.0252380164511352,0,-0.0274881836744191,0,0,0.0393587958573199
DASH,0,0.288685013993249,-0.0260012302281804,-0.0400608421429867,0.603866367273551,0,-0.0965302259921908,0,0.0349474042855633,0.0660682604086612,0,0,0,0,-0.142328684534613
XLM,0,0.254975314704589,-0.171590207770371,0.074025887954972,0,0,0,0.0764697099098442,-0.0343808302259418,0.0331192840683018,0,0,0,0,0
XMR,1.14253949062552,0,-0.112829791635496,-0.0477042342650426,0,-0.36497148804743,0,0,0.00318070938698622,-0.0313140522693039,-0.03095575459331,-0.313618596118965,0,0,0.00430557115263135
DGB,0,0,0,0,0,0,0,0,0,0.337959315845916,0,0,0,0,0
XEM,1.24784431874709,-1.96935347191883,-0.0992956373562315,-0.159041081053551,2.87980853532695,-0.774655454261575,1.22589153025141,-0.86760939343002,0.137181507470249,0,0,0.951817517059467,1.35255143530449,1.74887349356596,-0.134069637197689
BV010082.INDEX,0,0.207231977145824,0,0,0,0,0,0,0,0.0792645908854488,0,0,0,0,0
CVIX.INDEX,0,0.30410609694663,-0.0653760654867399,0.00286144974659926,0,0.0413884476682272,-0.194891443405017,-0.192637042298255,0.00402701261888098,0.0562725303395022,0,0,0,0,0.0193110965164753
DXY.INDEX,0,0.0211811735757466,-0.0183862621682254,0.0153414590192022,0,0,-0.0319933560991724,0.0347975693857625,-0.0158406721664843,0.0157611088353237,0.0411711249612835,0,0,0,-0.0208069059110653
SPX.INDEX,0,-0.0145354345362749,-0.0459076414534852,0,0.0663260639263016,0,0,0,0,-0.0154803964307309,0.0928103646715265,0,0,0,-0.14706791858568
VIX.INDEX,0,0,-0.213375163080051,0.104633084896552,0,0,0.384713058508447,0,0.0485328268849107,-0.160418343050914,0.440242451270883,0,0,-4.8055414731984,0
