,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.182063353946944,0,0.2624921402438,0.0279765916101212,0.0162402718623962,0,0.0418489606088419,0.0286303917141457,0.0943302836025094,0.0414525795934968,0,-0.180987591487073,0,0,-0.0894829597149877
ETH,1.02498954351099,0,0,0,-0.0145323494168251,-0.0661590000349107,0,0.221674350411191,0.0913715639838355,0,0.00281786045635144,0,0,0,0,0
XRP,0,-0.0533860254111539,0,0,0.0305948208725779,-0.010008162478141,0,0.0433668768886949,0,0.146737648410349,0.054551377298201,0,0,0,0,0.077416846593496
LTC,0.484052389956192,0.0820928973510895,0,0,0.0146358504809669,0.0104184057321164,0.00804747103255773,0.00823991808753278,0.127297857480925,0,0,0,0,0,0,0.00129361895563428
XMR,0.482580507700032,0.502572675610472,-0.391400593190746,0.523798503065832,0,0,0.598038549730897,-0.443453987570924,0,0.408161950419787,0,0,0,0,0,-0.0189835501248687
ETC,0,-2.26334260067799,-0.0191493078740691,1.02515823779892,0.111524709596313,0,0.524725401117849,0,-0.327496268868981,0.893137804662082,0,0,1.66808182980234,0,0,-0.554769460332651
DASH,0,0,0,0,0.0457421016379303,0,0,0.150583118016111,0,0.14517439254422,-0.140531234209704,0,0,0,0,-0.236857598050299
XEM,0,0.426766797000295,0.115590449592043,0,0.0131979375888084,0,0.351611148993755,0,0,0.0615884366408099,0.175488172110948,0,0,0,0,-0.234471973722515
DOGE,0.192331551542908,0.132287790140714,0.122960446081159,0.0773235148421443,-0.0377182902967267,0.0084844015775982,0.0743981671407131,0.0142905527750879,0,0.0714605461337242,0.013676968682418,0,0,1.05518468544282,4.552576711852,0.332249473417739
XLM,0.44821331568122,-0.0606977228288024,0.494496690006076,0,-0.00432089867773086,-0.0441629372440495,0.0918527497992474,-0.0301195943709604,-0.0675293793704679,0,0,0,0.191781067779368,0,0,0.0799441551876015
DGB,0,0.495537928295567,0.242469489610597,0,0.0115236417717689,0.104777732632826,0,0.14017101477402,0,0.268303665717463,0,0,0.495000926563639,0,0,0
BV010082.INDEX,-0.156685959028639,0,0,-0.0354169359608532,0.0264934141362803,0.00485332104428626,0,0,-0.0946362660517582,-0.0736648666906107,0,0,0.0453966889117769,0.711594818727137,0,0.055430385930854
CVIX.INDEX,-0.0961506875247877,0,0,0,0,0.00167805678254093,0.0328592803436042,0,0,0,0.0742108298838247,0,0,0,0,0.140645599671887
DXY.INDEX,0,0,0.0128287909816021,0,0.00115399875263177,0.00236809257008014,0.0379109946653793,-0.0159133211433735,-0.00328865597479961,0.0351597944192401,-0.0270294955019304,0.155889359580266,0,0,0,0
SPX.INDEX,0,0,0,0,0.00208720642852562,0,0.0112988967069214,0,0.00380957902636084,-0.0330477290123911,0,0,0,0,0,-0.0672721459338173
VIX.INDEX,-0.0782728762724024,0,0.0848122107004754,0,-0.186185970752644,0.0528439907652419,0,-0.032570440583902,0,-0.334289763755288,0.194150253730186,0.152282952334918,1.49087139577836,0,-5.39092943820402,0
