,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XLM,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.000000000000000000433680868994202,0,0.676753997107791,0.0819443850660424,-0.0166482660585628,0,0,-0.00312970809921096,0.00571571424053766,0,0,0,0,0.0236225151075733
ETH,-3.43964883981291,0,0.457449004749238,1.0397966441525,0.441850257073001,-0.132183698735775,0.184742742420885,-0.225974800479989,0.110586827357377,-0.00801373725326952,0.83529536473785,-0.237786974939558,-2.00179474015322,0,-0.201790627937356
XRP,0,0.0242700925270581,0,0,0.0164330417497259,0.0789713895798719,0.0438626482889071,0,0,0.0507072573397964,0,0,0,0,-0.0318250623497103
LTC,0.4055903860598,0,0,0,-0.0298035124942943,0.0214386240439961,0,0.0536421115820437,0.00791126912008421,0.0064560737171336,0,0,0,0,0
DASH,0.00622628302556011,-0.230047117419145,0.078046169252489,1.12754877930253,0,0.18077798127133,0.137636237251148,-0.616922567207042,0.0411474709350563,0.0590256582622066,0.601216166270419,-0.368500342721669,-1.12283861591352,0,0.54466395392121
DOGE,0,0.21830416821433,0,1.00629819995425,0.0810686251838166,0,0.0805466935564463,0.429378637602628,0.0421055977138719,-0.0153979982687951,0,-0.174574107515393,0,0,0
XMR,0,0.321484998550875,0,0,0,-0.255896762361953,0,0.802140405108304,-0.29522011410269,0.110327979643578,0,0,0,0,-0.193642153897331
XLM,0,0,0.533898268760299,0.589159375546541,-0.537290281108377,0.263468886966629,0.147919543084655,0,0.21178625491956,0.0503258570822177,0,0,-0.555576173084346,0,0.338726558381917
XEM,0,0,0.385331848288901,0,0,-0.0430744948787669,0,0,0,0.179842689041925,0,0,0,0,0
DGB,0,0.0542724739672669,0,0.686531819406886,0.709208946275252,0,-0.329949496109467,0.530982036752524,0.0417956389167669,0,-4.20331111524528,-0.545034892441345,0,0,-0.472027119607459
BV010082.INDEX,0,0,0.066358449608924,0,0.108814973441577,0.0372560540043403,-0.0458106051638565,0,0,-0.128447201522403,0,0.0754398168831572,0,0,-0.121209275256759
CVIX.INDEX,0,0.0290943787939071,-0.191403391998892,0,0.0317116802878017,-0.00391227757939719,0.0386344719136997,0.0635884908767805,-0.0208593970867368,0.00000000000000000173472347597681,0.12948722691623,0,0,0,0.134177337331439
DXY.INDEX,-0.221223376456408,0,-0.0662536436255117,0.185178466665397,-0.0376103761471138,0.0128485308372135,0.014994679586306,-0.0267002536568085,0.00986117899486775,0.0206186599851124,0.124022129191032,-0.0147483358658315,0,0,0.0361172841708509
SPX.INDEX,0,0.00753965810075393,-0.0447906053403969,0,0.0166176234485235,0,0,0.028576113063648,-0.0132804881512063,-0.00444907153006074,0,0,0,0,-0.141263229201066
VIX.INDEX,0,-0.0695508166592089,0,-0.0262215266263086,0.236532582526832,0,-0.0819211326592873,0.10123195688422,-0.048215652754937,-0.0719569960721927,0,0,0,-4.14886324222799,0
