,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0438160212218267,0,0.319561975494702,0.0398753158167346,-0.0133779414644685,0,0.0883732895546545,0.0808493350492052,0.0623440900033186,0.060774225264147,0,0,0,0,-0.0880573279765462
ETH,0,0,0.314867440491222,0,0.0303559112221443,-0.0383735041126277,0.115720157786268,0.215197267591311,0.494624089566679,-0.11137540630721,0.260956349592686,0,0,0,0,0
XRP,0.191504141551297,0.0118817929706488,0,-0.173920075983078,0.0300272962180886,-0.00363147610936288,-0.0502382333951721,-0.0684064813607139,-0.068106036589573,0.110065883391924,0.047413990346695,0,0.181441145094146,-0.195769055757393,-1.33010997991196,-0.196975225817937
LTC,0.682550519020103,0.055216500266404,0,0,0.0114927566877437,0.00745674719554348,0.00775456011756397,0.0340613238726144,0,0.00000000000000000173472347597681,-0.00600264075435216,0,0,0,0,0
XMR,0.685109913171181,0,-1.13731496868069,0.10460487159366,0,-0.0413645940703938,0.499081994803083,-0.127263317816524,0,0.311692458306557,0.15048872951601,0,0.199714136470202,0,0,0.222971076905154
ETC,-1.45120133469063,-0.798784115751804,0,0,0.136001300446652,0,0.594663316028932,-0.134123699120631,-0.561460326650663,0.620935264346498,0.267897082185898,0,1.23872846336483,0,0,-1.06248418280355
DASH,0,0.214051221364958,-0.477226281804196,0.0106259536623581,0.0530781125130024,0.0279550689910045,0,0,0.0666504299921231,0.179513601562349,-0.136180833316145,0,0,0,0,-0.349003478753967
XEM,1.47446229203066,0.112276467597813,0.461736927470787,0,0.0634928058367727,0.0813156458910007,0.10945965559727,0,0.279610825851375,0.325400839848187,0.0305049573212206,0,0.875230147590186,0,0,-0.311136411338099
DOGE,0.27084206140948,0.0951016882583974,0.366253679773687,0,0.015360100585607,0.0289750556767531,0.000000000000000000216840434497101,0,0,0.0955753782297234,-0.0572718842451683,0,0,0,0,0
XLM,0.699776947501577,-0.171773450448981,0.407792663395985,0,-0.021169529848726,-0.0628783888021137,0,0.07508794317002,-0.091184614008603,0,-0.0386337464350022,0,0,0,0,0.213501913081489
DGB,0,0.627206251657537,0,0,0.00591227384615722,0.120057904107309,0,0,0,0.444751977755593,0,0,0.709337840005268,0,0,0
BV010082.INDEX,0,-0.0473556405607555,0.150009579809082,-0.0357945004809509,0.0205442253571814,-0.000000000000000000433680868994202,0.040333402641447,-0.0289073606059333,-0.0213213516540571,-0.0884646357041836,-0.0584887632408309,0,0.00623964669729692,0.335659737567474,0,0.0765216930017316
CVIX.INDEX,-0.0620562394350508,-0.137063862781915,0,0.0222339897682495,0,-0.00927512367248854,0.0314780534048575,0.00000000000000000173472347597681,0.162210951213416,0,0.0985629453361197,-0.0505089275979146,0,0,0,0.19270406836147
DXY.INDEX,0,-0.00383642280077172,0,0.0235556953645233,0.00152529132924679,0.000033794952045834,0.0334821340040844,-0.0119014742583071,0,0.00137267306617709,-0.0232314529232166,0.122438317628184,0,0,0,0
SPX.INDEX,0,-0.00476538127802487,0,0,0,0,0,0,0,0,-0.00651362590262605,0,-0.00296293149005107,0,0,-0.0455462234850612
VIX.INDEX,0,0.0572760788547045,0,0,0.0932454645675965,0.0903215795211822,-0.0361360512011567,-0.26397121455216,-0.254493121015005,0.219709120869379,0.0504624654230756,-0.19707288951275,0.916793498189999,0,-1.38233804491595,0
