,BTC,ETH,XRP,LTC,ETC,DASH,XEM,XMR,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.535792429907963,-0.0265584965430228,0.0304666123532177,0.0614672039977851,0.122938013875053,0.0144678587236765,0,0.0592770417184119,0,0,0,0,-0.002591865289243
ETH,0.178780944513061,0,0,0,-0.297719327822008,0.558822868821042,0,-1.00171645370583,0.303352293391614,0.118787381724648,0.587304008841449,0,-0.222875335290217,0,0,0
XRP,0,-0.00495546308339677,0,0.105793053868742,-0.00286418569992114,0.0238004569170144,0.0276371617609743,0.0607127356710648,0,0,0.00489473810619975,0,0.280813353491932,0,0,-0.0907907048689148
LTC,1.01984267406851,0,0,0,0.00173576974718563,0,-0.0279646117082405,0,0.0135403574144524,0,0.00495191935529838,0,0,0,0,0
ETC,0,-0.89784090434406,0,0.156835680441256,0,0.493251608812001,0.0519655322977206,-1.43531197919191,-0.648549779835036,0.185250567375909,0.424740604618597,0,0,0,0,-0.613004006479286
DASH,0.197290873749105,0.0458862138208431,0.0373739778204307,0.0120990154140207,0,0,-0.0458332449467599,0.101035540637914,0,0.1782242787001,0,-0.135274065167271,0.174636815107421,0,0,-0.0754409387190392
XEM,0.998109752252478,0.000000000000000000216840434497101,0.38002020637616,0.23356359695234,0.0468021328045912,0.306304377586013,0,0,0,0.489935232405692,0.198109212775055,1.13776526862038,0.0650902731107798,0,-3.99821020953272,0.0306134227410047
XMR,0.970797982295186,-0.126681009576762,-0.110508445811914,0,-0.0838030817233928,0.15268124223872,-0.0931527504512481,0,0,0.0871224228688667,0.105550960806258,0,0,0,0,0
DOGE,0.210478635410269,0.0362342626121234,0,0.350161386534038,0.0173866000968899,0.189598354678839,0,0.0922575277351258,0,0.0858516164731026,-0.0737713559144941,0,0,0,0,0.113656520842964
XLM,0.132108301928786,0,0,0,-0.0341055107446682,0,0.202663230026408,0,0,0,-0.17798548888492,0,-0.330431584436467,0,0,0.143141440824343
DGB,0,0.677525609345854,0,0,0.114896503833352,0,0,0,0,0.34703828772286,0,0,0.562219600582024,0,0,0
BV010082.INDEX,0,0.0364402842566007,-0.24113007722911,-0.0293135735689572,0,0,0.0434724255625039,0,-0.110568293496645,0,-0.0514822284026295,0,0,0,0,-0.120802659304759
CVIX.INDEX,0,-0.116035939817029,0.145137259800687,-0.158040495708074,0.0171856046876846,0.320821980926579,0,0.0491699538536554,0,0.0618019077467455,-0.0138186587239975,0,0,0,0,0.135446823300223
DXY.INDEX,-0.0328342068149284,0,0.0505072807712007,-0.00758206451931687,0.00376427535407926,0.0123017735763949,-0.000893754846480474,0,0,0.0175571732888673,-0.0252846880018601,0,0.0239265145961531,0,0,0
SPX.INDEX,0,0,0,0,0,0,-0.00474422571552935,0,0,0.00937465937736542,0,0,0,0,0,-0.0843424881481393
VIX.INDEX,0,0,-0.712464422646095,-0.196964413489887,0.0948202006548393,0.247572468373858,-0.0964832994219314,0,-0.582702926346603,0.468906603629092,-0.183897093716672,0.186272333342311,0.828391644528599,0,-1.33896681147956,0
